up_regulated_genes	down_regulated_genes	Gene_with_mouse_annotation	Cluster_0	Cluster_1	Cluster_2	Cluster_3	Cluster_4	Cluster_5	Cluster_6	Cluster_7	Cluster_8	Cluster_9	Cluster_10	Cluster_11
629	580	46.8155500413565	37.1381306865178	24.6484698097601	6.20347394540943	4.96277915632754	1.0752688172043	6.45161290322581	7.36145574855252	2.64681555004136	3.14309346567411	3.47394540942928	1.98511166253102	0.909842845326716
