up_regulated_genes	down_regulated_genes	Gene_with_mouse_annotation	Cluster_0	Cluster_1	Cluster_2	Cluster_3	Cluster_4	Cluster_5	Cluster_6	Cluster_7	Cluster_8	Cluster_9	Cluster_10	Cluster_11
522	394	44.7598253275109	44.8689956331878	12.2270742358079	10.0436681222707	7.75109170305677	2.83842794759825	3.60262008733624	5.02183406113537	1.96506550218341	6.76855895196507	3.05676855895197	1.31004366812227	0.545851528384279
