"","LY_1dpa_rep1","LY_1dpa_rep2","LY_1dpa_rep3","median_LY_1dpa"
"PladumEVm000530",20.846,15.858,19.485,19.485
"PladumEVm000542",14.779,18.65,18.444,18.444
"PladumEVm000548",55.89,53.573,53.688,53.688
"PladumEVm000555",14.129,15.355,18.14,15.355
"PladumEVm000558",22.499,24.48,22.938,22.938
"PladumEVm000571",10.499,9.623,11.354,10.499
"PladumEVm000576",51.471,45.562,48.401,48.401
"PladumEVm000579",16.796,13.81,17.835,16.796
"PladumEVm000580",10.625,10.514,12.267,10.625
"PladumEVm000584",16.355,14.731,14.261,14.731
"PladumEVm000589",19.398,15.798,16.542,16.542
"PladumEVm000592",24.45,25.584,25.57,25.57
"PladumEVm000599",25.008,27.893,25.129,25.129
"PladumEVm000601",15.905,12.412,13.968,13.968
"PladumEVm000610",17.391,19.136,21.155,19.136
"PladumEVm000616",25.181,19.827,25.891,25.181
"PladumEVm000619",22.007,25.388,25.362,25.362
"PladumEVm000620",28.923,33.711,32.412,32.412
"PladumEVm000621",47.126,37.714,35.67,37.714
"PladumEVm000626",15.059,15.508,16.662,15.508
"PladumEVm000627",43.753,39.06,52.294,43.753
"PladumEVm000629",17.882,16.844,13.108,16.844
"PladumEVm000631",14.684,12.654,15.372,14.684
"PladumEVm000634",91.344,259.898,122.945,122.945
"PladumEVm000637",22.522,18.586,21.586,21.586
"PladumEVm000641",19.184,19.759,24.24,19.759
"PladumEVm000647",33.275,27.416,35.312,33.275
"PladumEVm000650",16.427,15.233,18.699,16.427
"PladumEVm000663",14.883,10.906,13.052,13.052
"PladumEVm000665",51.418,44.518,55.023,51.418
"PladumEVm000667",22.398,14.011,17.523,17.523
"PladumEVm000669",39.486,48.007,41.924,41.924
"PladumEVm000675",22.215,37.189,32.592,32.592
"PladumEVm000676",21.671,20.561,24.46,21.671
"PladumEVm000680",17.065,15.631,17.973,17.065
"PladumEVm000687",15.268,13.916,18.395,15.268
"PladumEVm000691",19.951,10.799,15.733,15.733
"PladumEVm000700",12.461,9.894,11.944,11.944
"PladumEVm000701",46.113,46.994,40.6,46.113
"PladumEVm000705",32.533,18.145,33.053,32.533
"PladumEVm000706",16.804,13.955,13.985,13.985
"PladumEVm000710",10.704,9.564,13.562,10.704
"PladumEVm000712",27.704,25.27,28.751,27.704
"PladumEVm000714",10.444,10.641,12.265,10.641
"PladumEVm000723",11.148,9.79,10.477,10.477
"PladumEVm000728",25.267,22.067,26.678,25.267
"PladumEVm000734",17.62,16.878,18.357,17.62
"PladumEVm000740",25.644,23.317,31.728,25.644
"PladumEVm000742",16.007,13.522,15.78,15.78
"PladumEVm000745",20.271,18.788,25.271,20.271
"PladumEVm000750",16.06,10.018,13.555,13.555
"PladumEVm000751",21.707,18.448,22.886,21.707
"PladumEVm000753",105.459,85.707,95.255,95.255
"PladumEVm000756",16.627,19.093,18.734,18.734
"PladumEVm000765",78.844,68.016,75.264,75.264
"PladumEVm000767",17.212,14.107,17.88,17.212
"PladumEVm000773",120.147,106.826,113.219,113.219
"PladumEVm000777",17.745,14.199,16.331,16.331
"PladumEVm000778",21.441,24.548,28.121,24.548
"PladumEVm000780",88.107,88.041,89.255,88.107
"PladumEVm000790",21.592,19.065,19.047,19.065
"PladumEVm000793",23.947,19.68,24.294,23.947
"PladumEVm000795",33.813,27.401,37.516,33.813
"PladumEVm000798",104.374,83.844,102.453,102.453
"PladumEVm000813",17.572,17.786,17.175,17.572
"PladumEVm000814",10.542,7.657,11.839,10.542
"PladumEVm000815",26.251,22.29,23.623,23.623
"PladumEVm000816",12.43,10.44,10.852,10.852
"PladumEVm000817",13.709,8.452,12.526,12.526
"PladumEVm000821",1072.014,966.03,1346.511,1072.014
"PladumEVm000825",12.927,12.744,14.436,12.927
"PladumEVm000828",22.347,20.924,24.105,22.347
"PladumEVm000830",20.964,23.37,21.219,21.219
"PladumEVm000835",25.353,30.97,38.078,30.97
"PladumEVm000854",10.793,12.508,13.88,12.508
"PladumEVm000855",12.279,11.108,12.679,12.279
"PladumEVm000859",16.01,16.112,19.867,16.112
"PladumEVm000862",11.357,9.994,11.209,11.209
"PladumEVm000863",216.867,199.039,183.542,199.039
"PladumEVm000868",21.882,22.484,23.541,22.484
"PladumEVm000872",15.468,14.34,15.4,15.4
"PladumEVm000873",12.698,9.093,10.321,10.321
"PladumEVm000874",17.368,14.497,21.253,17.368
"PladumEVm000887",11.762,9.59,12.498,11.762
"PladumEVm000892",39.626,40.787,47.226,40.787
"PladumEVm000908",17.966,16.746,21.304,17.966
"PladumEVm000911",20.861,20.554,23.535,20.861
"PladumEVm000915",19.306,19.33,25.491,19.33
"PladumEVm000922",16.191,20.223,19.789,19.789
"PladumEVm000924",19.482,22.2,25.444,22.2
"PladumEVm000931",7.309,11.972,13.723,11.972
"PladumEVm000932",12.822,11.218,13.123,12.822
"PladumEVm000942",14.754,19.875,14.447,14.754
"PladumEVm000948",14.511,13.005,10.619,13.005
"PladumEVm000951",42.838,36.027,45.602,42.838
"PladumEVm000955",13.146,13.997,14.413,13.997
"PladumEVm000959",19.274,17.709,22.779,19.274
"PladumEVm000972",21.123,20.994,23.931,21.123
"PladumEVm000980",17.953,14.624,18.077,17.953
"PladumEVm000983",11.794,12.12,13.286,12.12
"PladumEVm000987",11.806,11.919,12.174,11.919
"PladumEVm000989",20.045,21.286,21.718,21.286
"PladumEVm000997",16.715,13.676,20.125,16.715
"PladumEVm000999",15.587,12.475,15.653,15.587
"PladumEVm001016",19.748,19.23,22.356,19.748
"PladumEVm001031",96.214,90.032,82.73,90.032
"PladumEVm001035",20.954,19.428,18.228,19.428
"PladumEVm001037",10.454,8.42,11.379,10.454
"PladumEVm001048",79.173,72.015,67.03,72.015
"PladumEVm001049",13.205,12.089,15.054,13.205
"PladumEVm001052",8.783,11.725,10.095,10.095
"PladumEVm001056",19.042,15.93,15.811,15.93
"PladumEVm001061",29.464,32.695,40.622,32.695
"PladumEVm001063",14.908,15.211,16.405,15.211
"PladumEVm001064",10.528,9.328,12.405,10.528
"PladumEVm001081",31.229,35.266,37.916,35.266
"PladumEVm001083",31.268,27.275,30.567,30.567
"PladumEVm001086",34.127,26.048,23.358,26.048
"PladumEVm001089",16.197,17.303,17.47,17.303
"PladumEVm001112",34.439,29.053,32.351,32.351
"PladumEVm001113",60.964,72.446,66.925,66.925
"PladumEVm001116",25.574,21.333,23.477,23.477
"PladumEVm001122",13.049,11.272,12.811,12.811
"PladumEVm001126",29.015,32.68,33.261,32.68
"PladumEVm001129",62.653,58.548,70.654,62.653
"PladumEVm001130",14.519,10.66,16.905,14.519
"PladumEVm001131",17.329,16.952,22.478,17.329
"PladumEVm001142",21.21,17.501,19.022,19.022
"PladumEVm001148",49.101,42.336,39.179,42.336
"PladumEVm001167",32.867,34.121,36.664,34.121
"PladumEVm001169",32.352,26.332,36.717,32.352
"PladumEVm001188",17.128,12.614,19.324,17.128
"PladumEVm001195",15.486,19.813,18.726,18.726
"PladumEVm001200",10.651,8.86,10.714,10.651
"PladumEVm001201",14.657,12.212,14.939,14.657
"PladumEVm001207",15.014,15.622,16.178,15.622
"PladumEVm001211",15.048,13.753,15.912,15.048
"PladumEVm001213",18.808,20.233,20.578,20.233
"PladumEVm001215",7.752,14.958,13.169,13.169
"PladumEVm001221",52.32,49.54,64.943,52.32
"PladumEVm001235",35.083,30.098,30.649,30.649
"PladumEVm001236",9.515,10.047,11.892,10.047
"PladumEVm001239",13.799,12.413,8.586,12.413
"PladumEVm001245",71.624,64.302,81.25,71.624
"PladumEVm001246",9.999,10.12,10.746,10.12
"PladumEVm001254",26.56,21.269,27.111,26.56
"PladumEVm001255",18.427,14.921,14.899,14.921
"PladumEVm001260",32.953,24.227,36.181,32.953
"PladumEVm001268",11.143,9.23,10.476,10.476
"PladumEVm001270",12.334,11.967,18.968,12.334
"PladumEVm001273",12.04,14.746,14.912,14.746
"PladumEVm001279",14.537,14.233,17.997,14.537
"PladumEVm001284",15.892,17.353,21.378,17.353
"PladumEVm001292",14.088,12.182,14.998,14.088
"PladumEVm001294",26.474,20.686,21.35,21.35
"PladumEVm001303",12.18,10.182,14.375,12.18
"PladumEVm001325",20.435,19.778,21.071,20.435
"PladumEVm001328",14.236,15.69,16.988,15.69
"PladumEVm001330",34.836,26.918,27.893,27.893
"PladumEVm001335",23.159,33.679,25.89,25.89
"PladumEVm001348",25.183,22.793,26.655,25.183
"PladumEVm001349",23.022,25.907,25.208,25.208
"PladumEVm001371",17.252,16.851,20.197,17.252
"PladumEVm001376",22.087,17.67,22.182,22.087
"PladumEVm001377",10.727,8.938,13.216,10.727
"PladumEVm001394",25.334,22.054,24.865,24.865
"PladumEVm001398",10.243,10.757,9.952,10.243
"PladumEVm001408",20.146,18.947,23.03,20.146
"PladumEVm001411",45.499,39.245,51.144,45.499
"PladumEVm001413",14.126,14.576,14.437,14.437
"PladumEVm001415",19.853,18.016,21.658,19.853
"PladumEVm001419",13.599,13.113,15.587,13.599
"PladumEVm001431",13.017,12.557,15.386,13.017
"PladumEVm001466",9.191,11.09,11.471,11.09
"PladumEVm001467",21.173,26.763,30.566,26.763
"PladumEVm001468",15.113,15.241,16.794,15.241
"PladumEVm001484",13.563,13.673,14.695,13.673
"PladumEVm001486",13.584,13.427,14.433,13.584
"PladumEVm001492",13.475,11.955,17.243,13.475
"PladumEVm001499",7.085,11.239,11.622,11.239
"PladumEVm001508",11.084,14.927,15.242,14.927
"PladumEVm001513",32.855,46.123,61.373,46.123
"PladumEVm001520",41,27.615,40.627,40.627
"PladumEVm001521",12.544,14.085,11.654,12.544
"PladumEVm001527",19.657,13.804,18.463,18.463
"PladumEVm001529",16.263,13.316,17.045,16.263
"PladumEVm001534",14.262,10.296,15.691,14.262
"PladumEVm001535",41.086,37.13,49.663,41.086
"PladumEVm001543",48.244,42.002,41.637,42.002
"PladumEVm001549",50.244,58.881,48.714,50.244
"PladumEVm001555",33.177,29.562,28.525,29.562
"PladumEVm001560",9.168,10.512,12.343,10.512
"PladumEVm001562",16.195,15.477,14.384,15.477
"PladumEVm001564",10.86,8.582,10.054,10.054
"PladumEVm001577",12.033,11.96,14.045,12.033
"PladumEVm001578",10.624,15.249,15.401,15.249
"PladumEVm001585",11.552,12.698,16.989,12.698
"PladumEVm001589",13.624,12.46,15.555,13.624
"PladumEVm001593",29.006,36.471,33.386,33.386
"PladumEVm001609",21.121,18.263,29.269,21.121
"PladumEVm001617",17.264,18.199,17.231,17.264
"PladumEVm001633",10.732,11.281,12.558,11.281
"PladumEVm001638",10.114,10.183,10.717,10.183
"PladumEVm001643",10.605,8.916,11.124,10.605
"PladumEVm001657",10.586,19.55,18.995,18.995
"PladumEVm001661",12.772,11.635,11.991,11.991
"PladumEVm001668",20.084,23.122,28.429,23.122
"PladumEVm001670",11.433,9.116,13.052,11.433
"PladumEVm001689",25.428,23.922,28.938,25.428
"PladumEVm001691",12.342,12.709,14.353,12.709
"PladumEVm001693",14.453,12.758,10.953,12.758
"PladumEVm001702",16.094,12.872,13.35,13.35
"PladumEVm001706",16.935,15.138,14.769,15.138
"PladumEVm001710",17.359,17.309,18.073,17.359
"PladumEVm001717",12.518,11.358,11.772,11.772
"PladumEVm001733",24.133,16.769,18.982,18.982
"PladumEVm001736",10.974,10.238,12.82,10.974
"PladumEVm001739",48.253,38.057,45.058,45.058
"PladumEVm001740",29.981,35.345,36.273,35.345
"PladumEVm001741",104.502,104.003,102.827,104.003
"PladumEVm001753",10.18,9.558,12.61,10.18
"PladumEVm001754",18.086,16.968,18.753,18.086
"PladumEVm001763",10.946,9.158,14.699,10.946
"PladumEVm001764",27.664,25.541,31.28,27.664
"PladumEVm001776",12.197,10.89,12.106,12.106
"PladumEVm001777",12.52,10.553,10.363,10.553
"PladumEVm001793",19.01,16.889,20.37,19.01
"PladumEVm001803",8.745,10.623,11.317,10.623
"PladumEVm001808",143.591,136.998,136.754,136.998
"PladumEVm001810",15.843,14.319,14.139,14.319
"PladumEVm001838",17.211,13.454,16.777,16.777
"PladumEVm001855",14.139,12.193,14.183,14.139
"PladumEVm001858",92.783,78.68,78.267,78.68
"PladumEVm001866",14.777,15.546,16.54,15.546
"PladumEVm001886",10.162,10.22,13.235,10.22
"PladumEVm001919",10.346,8.736,11.38,10.346
"PladumEVm001927",19.218,14.756,19.356,19.218
"PladumEVm001937",53.4,39.932,38.159,39.932
"PladumEVm001948",11.347,10.339,10.948,10.948
"PladumEVm001955",10.819,8.86,12.704,10.819
"PladumEVm001960",14.815,16.288,16.085,16.085
"PladumEVm001970",18.209,18.244,16.623,18.209
"PladumEVm001979",16.172,13.172,14.114,14.114
"PladumEVm001983",12.549,10.632,11.923,11.923
"PladumEVm001986",11.459,7.95,10.73,10.73
"PladumEVm001987",28.119,25.368,27.009,27.009
"PladumEVm001990",17.046,17.775,19.991,17.775
"PladumEVm001992",12.339,15.625,13.364,13.364
"PladumEVm001994",12.746,9.692,14.884,12.746
"PladumEVm001998",18.952,17.011,17.64,17.64
"PladumEVm002022",53.629,42.627,56.356,53.629
"PladumEVm002023",29.964,43.576,69.366,43.576
"PladumEVm002035",20.194,14.286,13.469,14.286
"PladumEVm002038",14.991,12.702,16.174,14.991
"PladumEVm002048",11.531,10.253,12.439,11.531
"PladumEVm002054",14.936,10.814,13.107,13.107
"PladumEVm002058",13.086,8.805,10.35,10.35
"PladumEVm002063",30.846,25.176,28.259,28.259
"PladumEVm002064",27.231,24.901,28.621,27.231
"PladumEVm002067",50.844,50.956,52.315,50.956
"PladumEVm002069",11.912,10.615,10.932,10.932
"PladumEVm002077",11.183,10.701,10.305,10.701
"PladumEVm002083",27.07,22.458,20.02,22.458
"PladumEVm002113",21.159,18.779,22.896,21.159
"PladumEVm002117",16.256,15.692,14.528,15.692
"PladumEVm002118",13.092,10.86,12.374,12.374
"PladumEVm002125",19.239,14.044,16.185,16.185
"PladumEVm002130",19.831,19.206,27.128,19.831
"PladumEVm002131",43.7,39.592,39.12,39.592
"PladumEVm002137",16.028,13.694,12.567,13.694
"PladumEVm002141",11.36,11.817,14.387,11.817
"PladumEVm002145",10.055,10.31,11.61,10.31
"PladumEVm002148",66.91,36.571,37.878,37.878
"PladumEVm002151",30.667,31.171,31.453,31.171
"PladumEVm002161",45.947,38.517,34.846,38.517
"PladumEVm002163",11.631,11.603,14.606,11.631
"PladumEVm002172",152.879,121.482,127.875,127.875
"PladumEVm002183",24.22,18.718,22.612,22.612
"PladumEVm002184",26.309,22.15,23.326,23.326
"PladumEVm002185",12.494,11.453,13.501,12.494
"PladumEVm002187",20.063,17.516,21.366,20.063
"PladumEVm002191",25.901,19.872,21.243,21.243
"PladumEVm002194",28.575,15.264,19.348,19.348
"PladumEVm002199",13.103,12.856,12.386,12.856
"PladumEVm002206",13.939,11.684,12.86,12.86
"PladumEVm002229",28.844,32.72,33.526,32.72
"PladumEVm002235",13.174,14.634,19.344,14.634
"PladumEVm002238",19.671,14.597,16.852,16.852
"PladumEVm002245",13.007,15.786,17.783,15.786
"PladumEVm002253",39.514,25.052,33.795,33.795
"PladumEVm002267",14.06,13.716,13.87,13.87
"PladumEVm002278",11.137,12.71,12.737,12.71
"PladumEVm002284",22.419,26.175,21.596,22.419
"PladumEVm002288",13.944,12.237,14.428,13.944
"PladumEVm002291",12.62,13.034,11.535,12.62
"PladumEVm002297",12.723,13.17,10.573,12.723
"PladumEVm002299",15.075,15.211,14.765,15.075
"PladumEVm002326",32.584,35.086,36.145,35.086
"PladumEVm002329",144.157,159.341,178.992,159.341
"PladumEVm002332",11.943,10.392,12.871,11.943
"PladumEVm002344",9.196,11.891,10.791,10.791
"PladumEVm002345",26.471,26.925,28.261,26.925
"PladumEVm002354",24.767,27.857,31.94,27.857
"PladumEVm002356",17.746,15.443,18.185,17.746
"PladumEVm002357",26.078,23.461,31.901,26.078
"PladumEVm002367",12.153,11.716,12.783,12.153
"PladumEVm002369",24.88,19.373,19.563,19.563
"PladumEVm002372",25.378,18.824,21.954,21.954
"PladumEVm002373",10.855,9.579,10.408,10.408
"PladumEVm002379",25.813,23.552,23.813,23.813
"PladumEVm002402",34.002,26.665,28.26,28.26
"PladumEVm002404",16.594,21.134,19.865,19.865
"PladumEVm002409",22.941,38.758,30.983,30.983
"PladumEVm002415",63.976,59.659,66.728,63.976
"PladumEVm002421",14.235,12.89,15.964,14.235
"PladumEVm002429",15.841,15.126,16.87,15.841
"PladumEVm002431",27.566,22.886,24.001,24.001
"PladumEVm002433",39.786,35.333,32.226,35.333
"PladumEVm002434",18.934,25.572,25.011,25.011
"PladumEVm002435",51.033,42.576,52.141,51.033
"PladumEVm002452",23.89,22.74,24.427,23.89
"PladumEVm002478",11.034,9.319,11.59,11.034
"PladumEVm002492",29.696,29.306,31.036,29.696
"PladumEVm002501",199.462,189.152,184.571,189.152
"PladumEVm002510",16.897,14.756,17.291,16.897
"PladumEVm002513",16.842,20.235,13.782,16.842
"PladumEVm002517",16.152,16.531,23.333,16.531
"PladumEVm002521",17.547,17.648,19.385,17.648
"PladumEVm002533",19.218,19.779,24.064,19.779
"PladumEVm002535",14.067,9.305,10.998,10.998
"PladumEVm002538",16.121,18.764,24.055,18.764
"PladumEVm002539",12.807,11.925,13.215,12.807
"PladumEVm002541",14.222,14.469,13.579,14.222
"PladumEVm002548",7.959,11.019,10.43,10.43
"PladumEVm002557",31.274,32.827,36.787,32.827
"PladumEVm002559",30.648,31.661,37.794,31.661
"PladumEVm002566",12.5,12.491,13.005,12.5
"PladumEVm002568",12.21,10.917,12.244,12.21
"PladumEVm002571",10.887,12.158,11.857,11.857
"PladumEVm002573",13.495,19.195,20.697,19.195
"PladumEVm002584",19.592,15.379,17.333,17.333
"PladumEVm002597",30.596,30.398,30.666,30.596
"PladumEVm002602",22.894,21.187,23.193,22.894
"PladumEVm002603",15.101,15.143,16.624,15.143
"PladumEVm002604",10.617,11.216,11.947,11.216
"PladumEVm002641",13.722,11.952,16.024,13.722
"PladumEVm002642",26.892,20.783,34.543,26.892
"PladumEVm002645",22.018,23.808,24.535,23.808
"PladumEVm002651",218.253,159.901,170.948,170.948
"PladumEVm002661",57.486,56.431,61.31,57.486
"PladumEVm002678",11.162,10.659,11.173,11.162
"PladumEVm002689",46.714,43.949,51.917,46.714
"PladumEVm002697",14.638,13.502,15.258,14.638
"PladumEVm002698",41.349,45.3,53.89,45.3
"PladumEVm002708",21.415,20.221,17.687,20.221
"PladumEVm002713",66.499,55.272,54.238,55.272
"PladumEVm002719",14.528,18.768,22.554,18.768
"PladumEVm002720",24.905,23.106,23.501,23.501
"PladumEVm002725",13.379,9.83,13.643,13.379
"PladumEVm002736",8.656,11.067,11.687,11.067
"PladumEVm002737",12.417,12.909,14.706,12.909
"PladumEVm002749",64.652,70.288,53.879,64.652
"PladumEVm002752",17.219,16.04,17.613,17.219
"PladumEVm002754",31.49,31.37,32.309,31.49
"PladumEVm002756",17.306,19.833,19.204,19.204
"PladumEVm002765",26.297,24.253,27.669,26.297
"PladumEVm002772",50.124,45.518,54.707,50.124
"PladumEVm002776",35.218,39.069,41.284,39.069
"PladumEVm002780",36.845,42.701,45.637,42.701
"PladumEVm002781",145.61,140.564,157.465,145.61
"PladumEVm002783",25.157,22.984,28.787,25.157
"PladumEVm002796",99.742,91.42,99.915,99.742
"PladumEVm002799",16.816,13.812,16.438,16.438
"PladumEVm002800",87.635,80.934,70.398,80.934
"PladumEVm002812",20.818,20.032,17.757,20.032
"PladumEVm002817",36.787,32.638,32.802,32.802
"PladumEVm002818",28.188,24.229,26.73,26.73
"PladumEVm002819",16.113,10.167,12.926,12.926
"PladumEVm002828",26.235,23.708,26.046,26.046
"PladumEVm002830",48.615,40.98,46.003,46.003
"PladumEVm002833",12.134,12.313,13.378,12.313
"PladumEVm002840",15.358,16.918,20.863,16.918
"PladumEVm002863",11.689,10.584,11.687,11.687
"PladumEVm002876",12.465,9.827,11.385,11.385
"PladumEVm002886",26.697,23.706,25.955,25.955
"PladumEVm002888",14.056,10.686,16.057,14.056
"PladumEVm002897",11.325,10.44,10.578,10.578
"PladumEVm002908",13.981,12.247,14.899,13.981
"PladumEVm002910",8.521,10.175,10.26,10.175
"PladumEVm002920",7.815,10.05,13.109,10.05
"PladumEVm002922",10.871,9.421,12.056,10.871
"PladumEVm002924",16.664,13.82,13.892,13.892
"PladumEVm002926",16.335,11.021,13.692,13.692
"PladumEVm002936",20.166,19.168,20.301,20.166
"PladumEVm002940",33.868,33.989,30.787,33.868
"PladumEVm002963",38.456,46.683,46.443,46.443
"PladumEVm002970",13.252,15.511,15.929,15.511
"PladumEVm002985",47.387,43.487,47.452,47.387
"PladumEVm002991",15.651,12.741,13.287,13.287
"PladumEVm002993",20.745,18.274,19.912,19.912
"PladumEVm003025",16.191,14.1,12.927,14.1
"PladumEVm003041",21.139,19.949,19.143,19.949
"PladumEVm003054",28.615,25.602,24.839,25.602
"PladumEVm003055",24.554,17.082,20.36,20.36
"PladumEVm003057",13.78,12.209,15.15,13.78
"PladumEVm003066",31.371,35.778,20.742,31.371
"PladumEVm003068",11.797,8.58,14.031,11.797
"PladumEVm003073",10.826,11.507,15.545,11.507
"PladumEVm003083",24.96,20.93,19.472,20.93
