"","LY_1dpa_rep1","LY_1dpa_rep2","LY_1dpa_rep3","median_LY_1dpa"
"PladumEVm008330",22.527,20.234,26.506,22.527
"PladumEVm008348",14.099,13.363,13.428,13.428
"PladumEVm008359",37.313,26.93,28.755,28.755
"PladumEVm008366",33.705,41.565,34.008,34.008
"PladumEVm008367",28.138,27.696,24.27,27.696
"PladumEVm008368",12.415,20.198,16.364,16.364
"PladumEVm008391",1001.467,1251.584,1034.107,1034.107
"PladumEVm008401",14.657,11.522,11.629,11.629
"PladumEVm008405",38.9,46.129,45.681,45.681
"PladumEVm008426",23.629,22.811,23.831,23.629
"PladumEVm008429",12.158,12.264,12.486,12.264
"PladumEVm008448",19.617,18.869,20.914,19.617
"PladumEVm008457",19.992,16.312,15.897,16.312
"PladumEVm008471",36.369,37.515,32.699,36.369
"PladumEVm008491",42.773,45.114,48.338,45.114
"PladumEVm008526",24.818,16.907,18.305,18.305
"PladumEVm008530",10.117,10.398,10.821,10.398
"PladumEVm008531",66.281,74.892,69.631,69.631
"PladumEVm008577",18.241,13.01,16.86,16.86
"PladumEVm008580",11.6,8.495,11.146,11.146
"PladumEVm008588",31.098,31.107,30.975,31.098
"PladumEVm008610",12.197,9.555,10.608,10.608
"PladumEVm008616",20.958,19.139,22.595,20.958
"PladumEVm008620",19.782,18.812,20.739,19.782
"PladumEVm008647",23.89,23.735,22.159,23.735
"PladumEVm008652",25.889,27.833,27.316,27.316
"PladumEVm008660",14.987,14.177,13.501,14.177
"PladumEVm008661",20.673,24.114,30.363,24.114
"PladumEVm008662",19.823,19.288,18.131,19.288
"PladumEVm008670",9.51,11.064,11.362,11.064
"PladumEVm008688",10.615,8.64,10.546,10.546
"PladumEVm008703",19.351,12.753,15.909,15.909
"PladumEVm008713",12.599,10.53,6.377,10.53
"PladumEVm008730",19.527,21.133,25.907,21.133
"PladumEVm008733",20.67,21.479,19.112,20.67
"PladumEVm008740",30.814,18.825,16.48,18.825
"PladumEVm008746",15.527,16.82,18.191,16.82
"PladumEVm008759",19.541,25.601,27.166,25.601
"PladumEVm008775",10.028,10.467,11.199,10.467
"PladumEVm008787",27.349,29.02,33.892,29.02
"PladumEVm008799",10.82,10.792,11.021,10.82
"PladumEVm008833",43.025,40.593,43.367,43.025
"PladumEVm008835",12.241,11.332,14.57,12.241
"PladumEVm008840",127.719,129.375,143.143,129.375
"PladumEVm008855",187.782,185.187,161.792,185.187
"PladumEVm008860",13.616,14.964,14.445,14.445
"PladumEVm008873",14.093,11.679,12.094,12.094
"PladumEVm008892",14.763,11.255,11.37,11.37
"PladumEVm008902",239.247,243.713,213.256,239.247
"PladumEVm008913",13.6,8.114,14.083,13.6
"PladumEVm008927",17.193,18.418,17.973,17.973
"PladumEVm008933",13.519,13.546,16.654,13.546
"PladumEVm008940",65.229,52.451,48.245,52.451
"PladumEVm008941",53.805,44.226,51.702,51.702
"PladumEVm008950",12.537,14.84,16.217,14.84
"PladumEVm008958",8.381,10.445,11.391,10.445
"PladumEVm008963",20.579,19.167,15.213,19.167
"PladumEVm008981",12.144,13.38,13.661,13.38
"PladumEVm008988",10.275,12.674,10.827,10.827
"PladumEVm008990",39.182,30.602,28.485,30.602
"PladumEVm008997",10.575,10.938,8.497,10.575
"PladumEVm009009",87.048,89.36,95.807,89.36
"PladumEVm009018",37.667,37.566,39.111,37.667
"PladumEVm009021",24.189,30.563,31.01,30.563
"PladumEVm009022",21.744,30.973,23.5,23.5
"PladumEVm009051",202.32,262.682,237.259,237.259
"PladumEVm009056",26.43,22.482,25.432,25.432
"PladumEVm009057",49.403,47.703,50.148,49.403
"PladumEVm009062",234.541,213.035,209.117,213.035
"PladumEVm009066",224.127,202.901,210.273,210.273
"PladumEVm009068",21.037,15.11,17.14,17.14
"PladumEVm009082",12.59,8.896,10.895,10.895
"PladumEVm009093",10.163,10.048,9.776,10.048
"PladumEVm009107",13.429,9.117,14.32,13.429
"PladumEVm009121",14.855,18.24,19.199,18.24
"PladumEVm009122",10.142,21.087,14.044,14.044
"PladumEVm009123",10.57,10.127,10.936,10.57
"PladumEVm009129",12.299,12.824,11.28,12.299
"PladumEVm009138",37.146,47.173,51.66,47.173
"PladumEVm009141",12.985,12.654,14.468,12.985
"PladumEVm009143",12.632,10.26,11.954,11.954
"PladumEVm009144",97.996,86.723,78.765,86.723
"PladumEVm009156",32.273,31.959,32.742,32.273
"PladumEVm009179",15.406,13.106,14.281,14.281
"PladumEVm009192",12.424,10.512,11.676,11.676
"PladumEVm009196",159.011,114.755,145.852,145.852
"PladumEVm009205",12.48,10.336,8.708,10.336
"PladumEVm009217",29.049,39.066,28.497,29.049
"PladumEVm009245",19.767,24.797,21.985,21.985
"PladumEVm009247",15.864,21.378,8.87,15.864
"PladumEVm009272",20.52,22.154,17.236,20.52
"PladumEVm009274",11.818,12.317,10.259,11.818
"PladumEVm009286",51.276,44.625,50.025,50.025
"PladumEVm009305",20.68,21.182,22.021,21.182
"PladumEVm009327",58.494,77.628,72.72,72.72
"PladumEVm009328",20.758,15.177,15.45,15.45
"PladumEVm009339",17.756,18.815,21.606,18.815
"PladumEVm009358",17.455,18.686,21.926,18.686
"PladumEVm009375",18.753,19.878,17.112,18.753
"PladumEVm009376",23.429,20.359,23.168,23.168
"PladumEVm009378",29.753,29.606,29.89,29.753
"PladumEVm009386",10.527,9.204,10.059,10.059
"PladumEVm009406",34.747,34.656,42.157,34.747
"PladumEVm009412",54.016,47.603,55.833,54.016
"PladumEVm009419",12.751,9.652,10.537,10.537
"PladumEVm009444",22.859,17.45,17.008,17.45
"PladumEVm009447",28.906,25.756,23.541,25.756
"PladumEVm009456",15.2,13.85,17.298,15.2
"PladumEVm009477",17.746,15.882,15.389,15.882
"PladumEVm009481",59.097,55.578,59.844,59.097
"PladumEVm009484",35.004,30.714,36.188,35.004
"PladumEVm009486",19.002,14.754,19.802,19.002
"PladumEVm009494",19.357,16.14,17.463,17.463
"PladumEVm009497",26.422,16.877,15.965,16.877
"PladumEVm009507",13.728,13.319,12.836,13.319
"PladumEVm009523",15.143,13.406,15.473,15.143
"PladumEVm009527",57.53,78.944,69.496,69.496
"PladumEVm009528",17.469,15.726,15.675,15.726
"PladumEVm009538",15.21,12.821,12.798,12.821
"PladumEVm009552",17.028,19.617,21.882,19.617
"PladumEVm009559",10.598,8.378,12.344,10.598
"PladumEVm009562",19.154,17.792,12.707,17.792
"PladumEVm009568",17.065,16.339,18.41,17.065
"PladumEVm009572",10.757,10.944,10.517,10.757
"PladumEVm009573",8.716,11.444,11.526,11.444
"PladumEVm009581",10.17,10.353,10.814,10.353
"PladumEVm009582",36.501,63.222,47.432,47.432
"PladumEVm009590",37.013,35.722,33.554,35.722
"PladumEVm009591",11.181,10.896,11.408,11.181
"PladumEVm009608",10.088,9.07,12.312,10.088
"PladumEVm009610",10.661,12.826,13.93,12.826
"PladumEVm009612",15.465,14.284,14.66,14.66
"PladumEVm009614",1623.127,1897.216,1836.836,1836.836
"PladumEVm009623",204.323,210.164,208.526,208.526
"PladumEVm009663",8.817,12.512,11.824,11.824
"PladumEVm009712",49.477,45.706,44.629,45.706
"PladumEVm009729",9.071,11.956,10.489,10.489
"PladumEVm009741",27.12,25.584,28.507,27.12
"PladumEVm009747",13.699,17.066,19.283,17.066
"PladumEVm009769",13.163,12.994,13.234,13.163
"PladumEVm009771",21.514,17.653,22.26,21.514
"PladumEVm009772",16.341,14.835,14.585,14.835
"PladumEVm009778",545.087,505.362,494.137,505.362
"PladumEVm009801",16.93,21.183,18.481,18.481
"PladumEVm009807",20.387,17.76,17.278,17.76
"PladumEVm009826",17.525,15.752,16.07,16.07
"PladumEVm009827",22.685,20.66,21.237,21.237
"PladumEVm009838",12.25,14.733,14.604,14.604
"PladumEVm009846",12.357,13.39,12.44,12.44
"PladumEVm009856",16.306,14.382,18.602,16.306
"PladumEVm009857",150.293,124.475,124.786,124.786
"PladumEVm009862",39.418,44.346,48.85,44.346
"PladumEVm009864",17.224,14.226,12.163,14.226
"PladumEVm009877",15.542,18.17,19.648,18.17
"PladumEVm009887",18.36,19.047,18.971,18.971
"PladumEVm009940",10.093,14.642,15.256,14.642
"PladumEVm009943",12.964,13.81,16.004,13.81
"PladumEVm009947",14.664,16.008,15.859,15.859
"PladumEVm009956",31.048,31.43,33.724,31.43
"PladumEVm009966",11.31,11.606,13.066,11.606
"PladumEVm009967",15.54,18.117,15.144,15.54
"PladumEVm009975",94.986,111.874,129.536,111.874
"PladumEVm009984",474.538,328.139,270.963,328.139
"PladumEVm010001",23.777,22.457,21.773,22.457
"PladumEVm010009",11.838,16.086,13.497,13.497
"PladumEVm010010",10.256,11.879,11.568,11.568
"PladumEVm010022",15.943,16.129,22.228,16.129
"PladumEVm010024",20.773,20.709,21.328,20.773
"PladumEVm010036",34.291,34.404,35.263,34.404
"PladumEVm010041",25.433,45.707,32.777,32.777
"PladumEVm010045",17.254,11.828,15.477,15.477
"PladumEVm010050",1828.631,2044.331,1721.918,1828.631
"PladumEVm010057",11.289,9.643,13.719,11.289
"PladumEVm010064",12.225,11.171,8.747,11.171
"PladumEVm010065",13.52,15.005,12.312,13.52
"PladumEVm010075",11.21,10.953,15.891,11.21
"PladumEVm010077",17.977,15.586,18.655,17.977
"PladumEVm010086",25.376,22.653,25.524,25.376
"PladumEVm010088",14.846,38.859,27.04,27.04
"PladumEVm010090",18.781,15.806,16.834,16.834
"PladumEVm010113",36.667,27.572,42.185,36.667
"PladumEVm010123",38.158,27.323,45.074,38.158
"PladumEVm010124",19.517,14.866,16.522,16.522
"PladumEVm010134",10.95,13.786,12.253,12.253
"PladumEVm010138",14.424,17.158,23.245,17.158
"PladumEVm010151",20.093,16.32,18.69,18.69
"PladumEVm010198",14.4,11.272,19.453,14.4
"PladumEVm010200",17.092,13.502,15.241,15.241
"PladumEVm010206",12.133,10.38,11.887,11.887
"PladumEVm010214",26.749,23.79,27.329,26.749
"PladumEVm010219",16.33,13.094,16.025,16.025
"PladumEVm010223",12.163,16.857,17.698,16.857
"PladumEVm010235",24.811,23.685,23.304,23.685
"PladumEVm010239",44.347,44.153,49.166,44.347
"PladumEVm010245",6.066,10.979,12.016,10.979
"PladumEVm010289",8.149,11.268,11.386,11.268
"PladumEVm010290",57.576,67.637,68.387,67.637
"PladumEVm010293",51.019,67.763,58.114,58.114
"PladumEVm010307",15.673,21.875,18.193,18.193
"PladumEVm010319",15.466,12.921,14.649,14.649
"PladumEVm010328",45.348,21.588,19.976,21.588
"PladumEVm010348",25.739,24.685,24.675,24.685
"PladumEVm010362",47.115,37.673,42.858,42.858
"PladumEVm010368",50.098,63.811,62.649,62.649
"PladumEVm010375",21.819,19.004,21.99,21.819
"PladumEVm010383",18.802,16.906,16.739,16.906
"PladumEVm010391",16.518,10.446,16.581,16.518
"PladumEVm010397",18.94,14.758,18.993,18.94
"PladumEVm010409",68.173,77.949,84.635,77.949
"PladumEVm010412",15.447,14.5,14.886,14.886
"PladumEVm010423",55.985,56.547,50.417,55.985
"PladumEVm010435",19.398,18.761,16.024,18.761
"PladumEVm010443",8.794,11.324,13.236,11.324
"PladumEVm010449",14.408,13.913,13.793,13.913
"PladumEVm010458",30.348,28.862,27.736,28.862
"PladumEVm010463",20.231,12.012,12.873,12.873
"PladumEVm010468",68.679,84.653,78.114,78.114
"PladumEVm010471",128.519,113.035,116.204,116.204
"PladumEVm010481",123.902,128.699,118.683,123.902
"PladumEVm010488",11.047,14.079,14.526,14.079
"PladumEVm010499",21.921,20.371,17.923,20.371
"PladumEVm010501",11.977,10.417,11.955,11.955
"PladumEVm010503",31.103,29.511,29.943,29.943
"PladumEVm010505",12.302,10.343,16.252,12.302
"PladumEVm010507",23.249,24.718,30.172,24.718
"PladumEVm010521",21.727,19.032,18.464,19.032
"PladumEVm010523",100.973,101.071,107.8,101.071
"PladumEVm010525",12.998,14.268,16.554,14.268
"PladumEVm010530",12.516,9.395,10.356,10.356
"PladumEVm010547",7.772,12.992,13.742,12.992
"PladumEVm010555",20.632,19.866,22.329,20.632
"PladumEVm010558",36.696,33.808,39.668,36.696
"PladumEVm010567",23.449,32.658,20.085,23.449
"PladumEVm010602",21.397,16.402,18.542,18.542
"PladumEVm010606",11.169,10.572,10.856,10.856
"PladumEVm010618",110.226,164.645,122.557,122.557
"PladumEVm010619",25.286,21.654,23.941,23.941
"PladumEVm010622",12.071,12.095,13.26,12.095
"PladumEVm010630",16.967,15.858,20.802,16.967
"PladumEVm010636",28.119,22.611,24.805,24.805
"PladumEVm010649",19.901,22.67,21.817,21.817
"PladumEVm010664",9.827,10.219,11.675,10.219
"PladumEVm010674",15.849,16.671,15.048,15.849
"PladumEVm010706",10.725,12.575,14.295,12.575
"PladumEVm010709",112.604,144.862,143.306,143.306
"PladumEVm010714",31.726,46.795,30.133,31.726
"PladumEVm010716",23.594,20.422,23.56,23.56
"PladumEVm010719",23.301,23.357,29.6,23.357
"PladumEVm010720",26.827,18.659,27.185,26.827
"PladumEVm010733",84.938,72.627,80.576,80.576
"PladumEVm010763",10.055,10.254,12.028,10.254
"PladumEVm010809",11.796,11.275,11.412,11.412
"PladumEVm010840",25.952,24.035,26.464,25.952
"PladumEVm010872",28.562,22.817,22.519,22.817
"PladumEVm010906",9.544,10.896,10.677,10.677
"PladumEVm010916",26.04,28.814,28.334,28.334
"PladumEVm010921",69.242,74.194,71.693,71.693
"PladumEVm010935",12.761,12.573,17.735,12.761
"PladumEVm010936",14.606,15.711,15.366,15.366
"PladumEVm010944",17.361,14.962,13.745,14.962
"PladumEVm010964",368.805,378.346,342.628,368.805
"PladumEVm010966",27.657,27.711,30.625,27.711
"PladumEVm010974",22.174,16.282,15.299,16.282
"PladumEVm010980",10.535,11.241,11.323,11.241
"PladumEVm011008",17.789,17.814,21.515,17.814
"PladumEVm011037",14.291,18.124,14.82,14.82
"PladumEVm011066",32.969,35.661,38.426,35.661
"PladumEVm011071",16.173,9.876,12.364,12.364
"PladumEVm011074",15.301,16.315,21.444,16.315
"PladumEVm011077",2723.078,3054.432,2258.648,2723.078
"PladumEVm011080",21.574,18.308,18.866,18.866
"PladumEVm011082",23.754,18.843,18.495,18.843
"PladumEVm011083",7.798,14.16,12.411,12.411
"PladumEVm011086",19.131,19.498,21.009,19.498
"PladumEVm011093",24.46,21.928,34.286,24.46
"PladumEVm011099",11.87,17.376,16.222,16.222
"PladumEVm011122",21.532,21.481,14.249,21.481
"PladumEVm011130",12.266,10.762,12.994,12.266
"PladumEVm011146",15.999,14.53,13.555,14.53
"PladumEVm011148",40.17,35.498,39.103,39.103
"PladumEVm011151",12.73,10.988,12.159,12.159
"PladumEVm011155",11.333,11.478,15.068,11.478
"PladumEVm011165",30.735,27.008,32.223,30.735
"PladumEVm011189",41.18,36.67,37.612,37.612
"PladumEVm011190",16.921,15.063,24.693,16.921
"PladumEVm011198",14.075,21.146,22.512,21.146
"PladumEVm011201",107.798,100.881,88.703,100.881
"PladumEVm011207",10.783,11.208,10.78,10.783
"PladumEVm011209",10.376,11.163,11.234,11.163
"PladumEVm011224",17.472,20.368,25.781,20.368
"PladumEVm011251",24.868,20.133,25.572,24.868
"PladumEVm011259",11.371,9.924,11.708,11.371
"PladumEVm011275",16.263,12.111,12.416,12.416
"PladumEVm011298",12.605,8.42,11.077,11.077
"PladumEVm011302",14.526,16.047,17.71,16.047
"PladumEVm011307",27.763,20.134,23.61,23.61
"PladumEVm011310",19.715,21.006,21.144,21.006
"PladumEVm011314",61.25,55.678,61.165,61.165
"PladumEVm011341",28.287,36.816,39.995,36.816
"PladumEVm011342",18.381,21.488,21.012,21.012
"PladumEVm011347",16.517,15.693,18.393,16.517
"PladumEVm011357",31.409,28.951,31.13,31.13
"PladumEVm011362",9.632,10.105,11.025,10.105
"PladumEVm011375",15.939,9.437,14.403,14.403
"PladumEVm011376",7.97,17.837,13.365,13.365
"PladumEVm011390",19.963,20.14,23.878,20.14
"PladumEVm011391",18.26,19.758,17.743,18.26
"PladumEVm011392",18.212,15.774,15.606,15.774
"PladumEVm011397",10.93,9.631,10.521,10.521
"PladumEVm011399",15.716,13.164,18.291,15.716
"PladumEVm011432",102.812,95.928,101.7,101.7
"PladumEVm011436",10.62,10.389,13.242,10.62
"PladumEVm011441",10.929,10.953,16,10.953
"PladumEVm011445",24.024,26.509,24.381,24.381
"PladumEVm011455",12.259,14.756,14.34,14.34
"PladumEVm011456",131.703,111.023,113.696,113.696
"PladumEVm011457",12.605,9.42,10.64,10.64
"PladumEVm011473",41.89,36.91,45.844,41.89
"PladumEVm011484",13.256,13.202,11.645,13.202
"PladumEVm011497",14.751,13.026,11.356,13.026
"PladumEVm011524",28.869,26.002,23.265,26.002
"PladumEVm011540",19.365,18.413,16.93,18.413
"PladumEVm011555",71.654,89.706,77.801,77.801
"PladumEVm011573",10.865,9.832,10.39,10.39
"PladumEVm011576",24.327,17.948,24.209,24.209
"PladumEVm011583",12.575,12.257,11.79,12.257
"PladumEVm011590",14.856,16.755,16.017,16.017
"PladumEVm011603",10.349,9.065,11.362,10.349
"PladumEVm011612",23.528,21.283,24.958,23.528
"PladumEVm011617",20.206,17.902,17.822,17.902
"PladumEVm011641",14.031,24.242,20.722,20.722
"PladumEVm011647",15.565,27.095,23.798,23.798
"PladumEVm011648",22.113,30.727,30.233,30.233
"PladumEVm011653",16.42,14.37,14.579,14.579
"PladumEVm011663",8.483,18.148,14.467,14.467
"PladumEVm011665",34.9,30.833,35.652,34.9
"PladumEVm011674",60.464,70.618,58.999,60.464
"PladumEVm011675",13.987,15.501,16.634,15.501
"PladumEVm011678",28.943,29.366,30.377,29.366
"PladumEVm011695",15.597,12.771,15.368,15.368
"PladumEVm011713",23.964,15.873,17.127,17.127
"PladumEVm011715",7.382,15.327,11.854,11.854
"PladumEVm011718",13.883,15.233,14.136,14.136
"PladumEVm011727",64.75,73.083,68.176,68.176
"PladumEVm011736",387.14,393.897,472.375,393.897
"PladumEVm011751",16.598,13.415,13.046,13.415
"PladumEVm011765",15.738,11.993,12.989,12.989
"PladumEVm011769",43.961,70.361,62.944,62.944
"PladumEVm011794",12.147,14.657,17.515,14.657
"PladumEVm011823",12.861,3.2,10.407,10.407
"PladumEVm011835",28.529,30.672,31.064,30.672
"PladumEVm011836",14.902,12.714,10.524,12.714
"PladumEVm011839",57.303,33.902,48.367,48.367
"PladumEVm011865",48.418,70.276,68.796,68.796
"PladumEVm011866",12.649,15.177,17.273,15.177
"PladumEVm011880",11.396,10.218,15.322,11.396
"PladumEVm011888",13.23,14.762,16.356,14.762
"PladumEVm011893",14.612,14.684,13.243,14.612
"PladumEVm011898",12.117,12.628,13.424,12.628
"PladumEVm011924",17.113,18.358,18.758,18.358
"PladumEVm011926",22.146,34.595,36.164,34.595
"PladumEVm011931",10.497,13.415,13.845,13.415
"PladumEVm011932",11.9,14.971,15.048,14.971
"PladumEVm011938",28.068,29.359,32.805,29.359
"PladumEVm011941",10.384,9.901,10.227,10.227
"PladumEVm011949",15.523,14.702,14.278,14.702
"PladumEVm011952",11.262,12.183,11.492,11.492
"PladumEVm011953",15.562,26.188,28.625,26.188
"PladumEVm011959",25.599,25.314,24.481,25.314
"PladumEVm011961",28.873,26.847,24.87,26.847
"PladumEVm011973",58.37,53.952,66.845,58.37
"PladumEVm011974",17.337,17.247,23.766,17.337
"PladumEVm011984",17.543,12.267,10.866,12.267
"PladumEVm011987",12.364,17.382,34.866,17.382
"PladumEVm012001",14.72,16.417,17.063,16.417
"PladumEVm012011",10.516,11.626,12.835,11.626
"PladumEVm012015",11.631,11.971,19.936,11.971
"PladumEVm012029",37.818,25.596,29.511,29.511
"PladumEVm012043",49.066,40.144,47.483,47.483
"PladumEVm012048",35.806,30.942,26.436,30.942
"PladumEVm012062",15.603,11.443,10.787,11.443
"PladumEVm012064",9.096,13.545,12.113,12.113
"PladumEVm012066",5.483,10.69,10.748,10.69
"PladumEVm012081",16.648,18.657,20.613,18.657
"PladumEVm012098",13.475,11.712,12.817,12.817
"PladumEVm012105",21.826,23.214,22.492,22.492
"PladumEVm012112",25.8,26.246,25.922,25.922
"PladumEVm012124",72.017,65.737,71.783,71.783
"PladumEVm012125",16.126,14.078,17.065,16.126
"PladumEVm012143",22.869,23.77,37.845,23.77
"PladumEVm012160",18.85,10.527,15.83,15.83
"PladumEVm012161",10.363,10.367,9.985,10.363
"PladumEVm012164",29.04,19.947,21.601,21.601
"PladumEVm012179",150.476,140.214,130.04,140.214
"PladumEVm012194",49.54,48.081,55.721,49.54
"PladumEVm012199",14.67,14.882,13.851,14.67
"PladumEVm012205",9.722,18.074,12.208,12.208
"PladumEVm012208",43.15,37.409,35.112,37.409
"PladumEVm012223",14.595,18.419,17.211,17.211
"PladumEVm012228",363.089,406.261,461.201,406.261
"PladumEVm012229",12.847,12.955,14.638,12.955
"PladumEVm012261",14.91,12.453,14.865,14.865
"PladumEVm012262",16.116,16.504,14.211,16.116
"PladumEVm012265",12.743,12.036,14.32,12.743
"PladumEVm012270",10.542,9.547,10.49,10.49
"PladumEVm012285",36.312,35.198,36.053,36.053
"PladumEVm012304",10.371,11.687,9.034,10.371
"PladumEVm012339",10.594,15.013,12.807,12.807
"PladumEVm012347",17.097,16.409,16.574,16.574
"PladumEVm012390",12.668,12.35,10.059,12.35
"PladumEVm012398",12.12,9.642,10.054,10.054
"PladumEVm012399",32.517,29.716,25.984,29.716
"PladumEVm012408",9.398,10.198,10.068,10.068
"PladumEVm012413",37.76,39.493,42.578,39.493
"PladumEVm012421",15.299,25.158,17.084,17.084
"PladumEVm012427",90.078,71.92,68.903,71.92
"PladumEVm012431",18.455,18.691,17.277,18.455
"PladumEVm012439",48.124,43.327,47.242,47.242
"PladumEVm012443",20.787,21.509,19.606,20.787
"PladumEVm012450",19.514,22.875,20.066,20.066
"PladumEVm012465",79.244,79.953,71.991,79.244
"PladumEVm012469",40.373,32.068,38.466,38.466
"PladumEVm012474",11.808,11.064,12.36,11.808
"PladumEVm012477",27.849,25.008,29.734,27.849
"PladumEVm012481",106.215,95.534,95.357,95.534
"PladumEVm012484",11.992,14.128,14.516,14.128
"PladumEVm012501",103.481,72.54,77.272,77.272
"PladumEVm012508",9.934,15.728,16.46,15.728
"PladumEVm012509",9.066,12.504,13.315,12.504
"PladumEVm012519",18.781,18.546,19.242,18.781
"PladumEVm012537",17.774,19.313,16.485,17.774
"PladumEVm012545",10.434,11.02,11.533,11.02
"PladumEVm012547",12.352,16.985,19.176,16.985
"PladumEVm012553",9.827,10.088,11.487,10.088
"PladumEVm012555",121.164,104.875,116.561,116.561
"PladumEVm012561",13.717,13.524,14.859,13.717
"PladumEVm012563",8.909,10.296,20.189,10.296
"PladumEVm012565",8.202,10.321,10.355,10.321
"PladumEVm012574",16.542,17.612,16.991,16.991
"PladumEVm012587",10.857,10.898,10.663,10.857
"PladumEVm012590",19.748,18.675,22.064,19.748
"PladumEVm012600",11.785,14.904,17.074,14.904
"PladumEVm012602",17.703,16.81,14.443,16.81
"PladumEVm012660",37.769,36.703,39.477,37.769
"PladumEVm012673",10.665,11.074,9.107,10.665
"PladumEVm012676",29.025,23.457,26.76,26.76
"PladumEVm012686",64.753,53.479,58.094,58.094
"PladumEVm012699",15.539,22.138,15.044,15.539
"PladumEVm012727",15.088,13.671,12.653,13.671
"PladumEVm012731",30.221,25.589,50.772,30.221
"PladumEVm012736",13.56,9.85,14.467,13.56
"PladumEVm012737",13.68,16.479,13.706,13.706
"PladumEVm012739",13.994,12.005,22.413,13.994
"PladumEVm012755",13.296,14.827,13.54,13.54
"PladumEVm012758",10.819,11.859,9.513,10.819
"PladumEVm012760",12.477,6.07,10.844,10.844
"PladumEVm012765",44.357,45.526,43.298,44.357
"PladumEVm012767",12.315,11.639,12.309,12.309
"PladumEVm012772",18.103,16.448,15.26,16.448
"PladumEVm012773",21.056,16.068,17.502,17.502
"PladumEVm012793",13.054,13.216,15.05,13.216
"PladumEVm012797",76.561,68.972,69.859,69.859
"PladumEVm012799",12.123,14.436,13.719,13.719
"PladumEVm012814",28.951,27.613,25.809,27.613
"PladumEVm012825",9.575,11.062,11.249,11.062
"PladumEVm012826",27.057,29.736,30.81,29.736
"PladumEVm012849",14.789,20.092,14.721,14.789
"PladumEVm012887",22.449,17.989,18.979,18.979
"PladumEVm012890",13.588,11.059,12.319,12.319
"PladumEVm012900",12.569,14.362,16.412,14.362
"PladumEVm012908",21.637,30.411,25.559,25.559
"PladumEVm012930",16.983,15.584,17.294,16.983
"PladumEVm012940",10.808,14.302,11.749,11.749
"PladumEVm012947",15.804,4.923,12.737,12.737
"PladumEVm012961",20.295,18.486,19.072,19.072
"PladumEVm012974",24.333,23.602,28.507,24.333
"PladumEVm012975",16.376,14.862,15.867,15.867
"PladumEVm012980",11.202,12.497,13.216,12.497
"PladumEVm012987",11.428,10.505,14.32,11.428
"PladumEVm012991",28.552,30.449,32.231,30.449
"PladumEVm012994",16.853,17.238,17.575,17.238
"PladumEVm013014",6.891,10.049,10.04,10.04
"PladumEVm013018",11.039,13.214,11.788,11.788
"PladumEVm013039",33.748,33.56,30.901,33.56
"PladumEVm013043",12.239,9.297,11.142,11.142
"PladumEVm013053",7.914,10.625,10.983,10.625
"PladumEVm013056",12.026,14.917,14.772,14.772
"PladumEVm013059",11.741,11.695,12.041,11.741
"PladumEVm013061",13.791,17.246,18.065,17.246
"PladumEVm013063",22.4,26.333,23.251,23.251
"PladumEVm013075",46.357,48.841,53.015,48.841
"PladumEVm013090",17.233,15.493,20.141,17.233
"PladumEVm013146",21.136,18.041,18.481,18.481
"PladumEVm013153",11.135,11.418,10.745,11.135
"PladumEVm013186",12.655,12.414,11.286,12.414
"PladumEVm013195",16.835,16.709,15.647,16.709
"PladumEVm013217",41.88,40.9,40.773,40.9
"PladumEVm013219",8.251,10.698,10.923,10.698
"PladumEVm013226",54.646,54.109,51.273,54.109
"PladumEVm013236",39.93,43.075,36.662,39.93
"PladumEVm013245",23.612,18.196,20.077,20.077
"PladumEVm013247",26.816,31.701,29.06,29.06
"PladumEVm013257",78.512,71.832,71.005,71.832
"PladumEVm013258",23.605,20.683,21.866,21.866
"PladumEVm013273",10.87,8.426,11.531,10.87
"PladumEVm013278",10.624,12.413,12.644,12.413
"PladumEVm013283",35.435,32.95,29.279,32.95
"PladumEVm013291",7.441,11.85,10.733,10.733
"PladumEVm013303",27.02,24.8,24.844,24.844
"PladumEVm013305",14.281,15.53,12.886,14.281
"PladumEVm013316",30.497,36.638,47.701,36.638
"PladumEVm013328",16.464,15.271,14.782,15.271
"PladumEVm013344",11.546,12.264,14.057,12.264
"PladumEVm013349",17.76,18.383,20.372,18.383
"PladumEVm013350",13.539,15.634,17.373,15.634
"PladumEVm013356",15.586,16.838,18.839,16.838
"PladumEVm013369",22.499,19.682,22.436,22.436
"PladumEVm013370",18.515,20.249,21.614,20.249
"PladumEVm013378",32.067,33.124,25.603,32.067
"PladumEVm013380",16.094,16.376,15.07,16.094
"PladumEVm013391",181.109,218.569,216.305,216.305
"PladumEVm013392",30.721,28.235,31.817,30.721
"PladumEVm013405",54.267,77.411,85.196,77.411
"PladumEVm013411",11.074,14.135,13.469,13.469
"PladumEVm013414",65.522,57.973,49.164,57.973
"PladumEVm013416",16.053,16.713,12.569,16.053
"PladumEVm013437",34.928,30.218,48,34.928
"PladumEVm013453",16.214,14.042,13.602,14.042
"PladumEVm013455",832.483,832.255,884.409,832.483
"PladumEVm013460",21.8,23.037,19.583,21.8
"PladumEVm013461",23.488,31.7,22.999,23.488
"PladumEVm013500",9.38,14.921,12.426,12.426
"PladumEVm013504",11.836,16.782,9.426,11.836
"PladumEVm013509",103.82,102.909,98.639,102.909
"PladumEVm013512",38.25,42.362,38.222,38.25
"PladumEVm013513",183.693,181.006,201.144,183.693
