"","LY_1dpa_rep1","LY_1dpa_rep2","LY_1dpa_rep3","median_LY_1dpa"
"PladumEVm010524",4.818,3.467,4.623,4.623
"PladumEVm010525",12.998,14.268,16.554,14.268
"PladumEVm010526",1.717,1.57,1.326,1.57
"PladumEVm010528",4.473,5.495,4.707,4.707
"PladumEVm010530",12.516,9.395,10.356,10.356
"PladumEVm010532",2.099,2.527,2.589,2.527
"PladumEVm010536",2.291,2.465,3.496,2.465
"PladumEVm010544",6.28,5.669,10.257,6.28
"PladumEVm010545",0.986,1.156,1.921,1.156
"PladumEVm010547",7.772,12.992,13.742,12.992
"PladumEVm010548",3.653,2.103,2.298,2.298
"PladumEVm010549",3.232,3.391,3.331,3.331
"PladumEVm010551",2.099,3.896,3.318,3.318
"PladumEVm010552",3.992,3.608,4.131,3.992
"PladumEVm010553",2.099,1.878,2.791,2.099
"PladumEVm010555",20.632,19.866,22.329,20.632
"PladumEVm010558",36.696,33.808,39.668,36.696
"PladumEVm010560",2.27,1.675,2.601,2.27
"PladumEVm010565",4.967,5.717,5.337,5.337
"PladumEVm010566",3.56,2.747,3.154,3.154
"PladumEVm010567",23.449,32.658,20.085,23.449
"PladumEVm010571",3.638,3.542,3.072,3.542
"PladumEVm010572",5.738,6.372,9.758,6.372
"PladumEVm010573",9.065,11.464,8.655,9.065
"PladumEVm010574",1.626,0.807,2.2,1.626
"PladumEVm010575",9.525,9.184,7.943,9.184
"PladumEVm010576",3.496,3.624,4.321,3.624
"PladumEVm010577",3.318,2.581,4.354,3.318
"PladumEVm010578",1.852,2.001,2.74,2.001
"PladumEVm010579",3.74,3.515,4.89,3.74
"PladumEVm010581",5.107,5.109,4.222,5.107
"PladumEVm010582",1.066,0.719,2.101,1.066
"PladumEVm010584",1.052,0.523,1.379,1.052
"PladumEVm010585",4.456,4.426,4.759,4.456
"PladumEVm010596",1.423,1.458,1.466,1.458
"PladumEVm010597",3.609,3.502,3.914,3.609
"PladumEVm010599",5.22,5.193,4.746,5.193
"PladumEVm010601",7.116,7.123,7.878,7.123
"PladumEVm010602",21.397,16.402,18.542,18.542
"PladumEVm010603",7.537,5.327,6.652,6.652
"PladumEVm010604",0.812,1.137,1.434,1.137
"PladumEVm010606",11.169,10.572,10.856,10.856
"PladumEVm010609",3.299,3.111,4.031,3.299
"PladumEVm010611",3.322,3.168,5.375,3.322
"PladumEVm010613",1.692,2.428,1.885,1.885
"PladumEVm010617",5.413,3.999,6.699,5.413
"PladumEVm010618",110.226,164.645,122.557,122.557
"PladumEVm010619",25.286,21.654,23.941,23.941
"PladumEVm010622",12.071,12.095,13.26,12.095
"PladumEVm010623",7.63,7.31,7.842,7.63
"PladumEVm010625",6.502,7.659,7.522,7.522
"PladumEVm010626",2.004,1.095,2.304,2.004
"PladumEVm010627",3.91,3.966,4.721,3.966
"PladumEVm010628",5.224,5.141,4.258,5.141
"PladumEVm010630",16.967,15.858,20.802,16.967
"PladumEVm010631",1.225,1.171,1.286,1.225
"PladumEVm010632",2.358,2.545,2.904,2.545
"PladumEVm010634",6.849,8.632,5.971,6.849
"PladumEVm010635",5.082,5.78,5.678,5.678
"PladumEVm010636",28.119,22.611,24.805,24.805
"PladumEVm010638",6.131,6.479,6.878,6.479
"PladumEVm010639",1.565,1.152,1.283,1.283
"PladumEVm010641",3.536,3.918,3.857,3.857
"PladumEVm010645",1.594,1.943,1.397,1.594
"PladumEVm010649",19.901,22.67,21.817,21.817
"PladumEVm010651",1.232,0.855,1.9,1.232
"PladumEVm010652",3.398,3.635,3.453,3.453
"PladumEVm010653",2.519,2.325,2.928,2.519
"PladumEVm010655",4.4,4.803,5.561,4.803
"PladumEVm010656",6.344,5.556,6.596,6.344
"PladumEVm010657",5.563,4.657,5.672,5.563
"PladumEVm010659",2.765,3.524,3.839,3.524
"PladumEVm010661",1.309,1.242,1.604,1.309
"PladumEVm010663",1.682,1.315,1.359,1.359
"PladumEVm010664",9.827,10.219,11.675,10.219
"PladumEVm010668",1.627,1.219,2.381,1.627
"PladumEVm010669",2.546,5.315,1.76,2.546
"PladumEVm010673",2.358,3.798,2.232,2.358
"PladumEVm010674",15.849,16.671,15.048,15.849
"PladumEVm010677",3.467,3.275,3.293,3.293
"PladumEVm010678",6.424,6.119,6.702,6.424
"PladumEVm010682",8.487,8.022,10.944,8.487
"PladumEVm010683",2.878,3.2,3.032,3.032
"PladumEVm010686",2.606,2.9,2.829,2.829
"PladumEVm010687",1.576,2.106,1.971,1.971
"PladumEVm010688",3.914,4.469,4.185,4.185
"PladumEVm010689",1.846,2.67,3.61,2.67
"PladumEVm010690",3.515,2.28,3.124,3.124
"PladumEVm010691",1.282,1.7,2.265,1.7
"PladumEVm010698",1.387,1.849,1.792,1.792
"PladumEVm010699",1.345,0.843,1.317,1.317
"PladumEVm010704",6.369,7.546,8.545,7.546
"PladumEVm010705",3.266,1.582,2.08,2.08
"PladumEVm010706",10.725,12.575,14.295,12.575
"PladumEVm010707",2.588,3.679,4.97,3.679
"PladumEVm010708",3.93,4.012,4.27,4.012
"PladumEVm010709",112.604,144.862,143.306,143.306
"PladumEVm010710",1.982,1.037,1.824,1.824
"PladumEVm010712",4.18,4.23,5.02,4.23
"PladumEVm010714",31.726,46.795,30.133,31.726
"PladumEVm010715",6.753,5.84,6.636,6.636
"PladumEVm010716",23.594,20.422,23.56,23.56
"PladumEVm010719",23.301,23.357,29.6,23.357
"PladumEVm010720",26.827,18.659,27.185,26.827
"PladumEVm010721",3.11,3.036,3.367,3.11
"PladumEVm010722",1.758,1.466,1.662,1.662
"PladumEVm010726",2.342,2.605,2.841,2.605
"PladumEVm010727",2.139,4.34,3.263,3.263
"PladumEVm010730",2.367,2.386,2.03,2.367
"PladumEVm010733",84.938,72.627,80.576,80.576
"PladumEVm010735",6.274,8.026,8.349,8.026
"PladumEVm010736",2.329,2.378,1.651,2.329
"PladumEVm010739",1.1,2.17,2.634,2.17
"PladumEVm010741",8.349,8.052,7.835,8.052
"PladumEVm010743",1.052,0.961,1.394,1.052
"PladumEVm010745",1.756,1.023,1.368,1.368
"PladumEVm010750",5.644,5.406,5.074,5.406
"PladumEVm010751",2.546,3.789,3.985,3.789
"PladumEVm010752",1.99,1.351,1.471,1.471
"PladumEVm010757",1.596,0.707,1.305,1.305
"PladumEVm010759",6.26,3.098,4.098,4.098
"PladumEVm010761",4.76,8.449,6.842,6.842
"PladumEVm010762",2.218,3.175,2.374,2.374
"PladumEVm010763",10.055,10.254,12.028,10.254
"PladumEVm010765",1.67,1.824,2.41,1.824
"PladumEVm010766",5.191,4.545,4.688,4.688
"PladumEVm010768",2.315,3.31,4.323,3.31
"PladumEVm010770",5.425,4.418,5.831,5.425
"PladumEVm010771",6.336,4.935,5.067,5.067
"PladumEVm010772",4.446,5.116,6.656,5.116
"PladumEVm010775",1.189,1.36,1.009,1.189
"PladumEVm010776",7.352,3.989,8.548,7.352
"PladumEVm010777",5.61,5.267,5.206,5.267
"PladumEVm010778",5.253,6.078,5.501,5.501
"PladumEVm010779",1.316,1.411,1.154,1.316
"PladumEVm010780",1.201,1.303,1.56,1.303
"PladumEVm010781",5.607,4.797,5.306,5.306
"PladumEVm010782",14.898,7.569,7.182,7.569
"PladumEVm010787",3.682,4.69,3.887,3.887
"PladumEVm010788",4.181,2.914,4.688,4.181
"PladumEVm010794",1.63,2.368,1.397,1.63
"PladumEVm010798",3.15,3.064,3.293,3.15
"PladumEVm010799",0.868,1.531,1.897,1.531
"PladumEVm010800",5.827,5.406,6.675,5.827
"PladumEVm010802",2.298,2.972,3.422,2.972
"PladumEVm010804",0.578,1.27,1.101,1.101
"PladumEVm010805",3.481,2.947,3.984,3.481
"PladumEVm010806",8.07,8.415,6.762,8.07
"PladumEVm010807",2.103,1.533,2.486,2.103
"PladumEVm010808",7.638,6.329,7.763,7.638
"PladumEVm010809",11.796,11.275,11.412,11.412
"PladumEVm010810",1.689,1.654,1.713,1.689
"PladumEVm010811",6.046,4.884,5.972,5.972
"PladumEVm010812",1.338,2.883,4.051,2.883
"PladumEVm010814",2.481,2.521,2.753,2.521
"PladumEVm010816",0.806,1.214,1.549,1.214
"PladumEVm010819",1.378,1.01,1.212,1.212
"PladumEVm010821",1.633,1.612,2.127,1.633
"PladumEVm010828",3.048,1.881,2.129,2.129
"PladumEVm010829",2.824,2.985,2.869,2.869
"PladumEVm010830",0.681,1.585,2.673,1.585
"PladumEVm010831",8.59,7.649,10.97,8.59
"PladumEVm010832",4.002,3.801,3.944,3.944
"PladumEVm010834",5.782,4.802,4.972,4.972
"PladumEVm010835",2.203,1.793,2.191,2.191
"PladumEVm010837",3.431,7.034,4.534,4.534
"PladumEVm010838",6.828,6.036,6.213,6.213
"PladumEVm010840",25.952,24.035,26.464,25.952
"PladumEVm010841",4.387,4.616,4.433,4.433
"PladumEVm010842",0.876,1.263,1.008,1.008
"PladumEVm010847",0.777,1.087,1.34,1.087
"PladumEVm010853",1.766,1.525,2.447,1.766
"PladumEVm010854",6.471,7.702,7.631,7.631
"PladumEVm010856",1.949,0.693,1.553,1.553
"PladumEVm010857",6.992,6.388,5.58,6.388
"PladumEVm010863",1.699,1.39,1.7,1.699
"PladumEVm010865",2.424,4.745,5.455,4.745
"PladumEVm010866",3.432,3.562,3.125,3.432
"PladumEVm010867",3.442,5.227,4.658,4.658
"PladumEVm010868",7.213,7.572,7.469,7.469
"PladumEVm010871",1.299,1.696,1.156,1.299
"PladumEVm010872",28.562,22.817,22.519,22.817
"PladumEVm010875",2.228,1.389,1.824,1.824
"PladumEVm010876",2.595,1.99,2.552,2.552
"PladumEVm010878",0.605,1.402,1.135,1.135
"PladumEVm010879",2.012,2.347,1.901,2.012
"PladumEVm010880",1.032,1.215,0.953,1.032
"PladumEVm010881",3.652,3.56,3.957,3.652
"PladumEVm010886",4.17,3.248,4.462,4.17
"PladumEVm010888",5.069,3.216,4.406,4.406
"PladumEVm010889",5.607,4.829,5.116,5.116
"PladumEVm010891",2.68,1.78,2.221,2.221
"PladumEVm010892",0.875,1.147,1.537,1.147
"PladumEVm010893",6.882,6.383,6.052,6.383
"PladumEVm010899",1.045,1.263,1.602,1.263
"PladumEVm010901",4.288,2.409,2.408,2.409
"PladumEVm010902",5.324,5.874,4.431,5.324
"PladumEVm010903",1.125,1.105,2.242,1.125
"PladumEVm010906",9.544,10.896,10.677,10.677
"PladumEVm010910",1.718,1.099,2.115,1.718
"PladumEVm010911",2.892,2.911,3.011,2.911
"PladumEVm010912",1.131,1.533,1.695,1.533
"PladumEVm010916",26.04,28.814,28.334,28.334
"PladumEVm010918",1.168,0.832,1.118,1.118
"PladumEVm010919",2.598,2.944,2.627,2.627
"PladumEVm010921",69.242,74.194,71.693,71.693
"PladumEVm010922",2.502,2.594,2.707,2.594
"PladumEVm010924",2.723,3.12,2.923,2.923
"PladumEVm010925",4.73,5.102,6.276,5.102
"PladumEVm010930",2.426,2.656,2.704,2.656
"PladumEVm010931",1.395,1.269,2.01,1.395
"PladumEVm010933",1.162,1.398,2.111,1.398
"PladumEVm010934",1.105,0.971,1.073,1.073
"PladumEVm010935",12.761,12.573,17.735,12.761
"PladumEVm010936",14.606,15.711,15.366,15.366
"PladumEVm010938",3.3,3.726,3.758,3.726
"PladumEVm010939",2.863,6.317,6.702,6.317
"PladumEVm010941",3.082,3.456,3.204,3.204
"PladumEVm010944",17.361,14.962,13.745,14.962
"PladumEVm010947",2.763,4.026,4.187,4.026
"PladumEVm010948",1.203,0.997,1.909,1.203
"PladumEVm010950",2.467,2.271,2.344,2.344
"PladumEVm010951",6.363,5.644,7.401,6.363
"PladumEVm010955",4.247,4.602,4.027,4.247
"PladumEVm010961",2.741,2.744,3.295,2.744
"PladumEVm010964",368.805,378.346,342.628,368.805
"PladumEVm010965",1.484,1.889,1.562,1.562
"PladumEVm010966",27.657,27.711,30.625,27.711
"PladumEVm010967",5.618,3.995,5.01,5.01
"PladumEVm010968",2.125,1.501,1.82,1.82
"PladumEVm010969",6.472,6.642,6.564,6.564
"PladumEVm010972",2.976,11.492,8.877,8.877
"PladumEVm010974",22.174,16.282,15.299,16.282
"PladumEVm010976",7.41,7.954,8.259,7.954
"PladumEVm010977",7.4,7.302,7.016,7.302
"PladumEVm010978",3.861,3.367,3.671,3.671
"PladumEVm010980",10.535,11.241,11.323,11.241
"PladumEVm010983",1.855,1.558,1.493,1.558
"PladumEVm010985",8.456,8.089,9.372,8.456
"PladumEVm010986",2.735,2.653,3.234,2.735
"PladumEVm010987",3.324,3.938,2.518,3.324
"PladumEVm010989",0.653,1.291,1.441,1.291
"PladumEVm010991",2.224,1.666,2.2,2.2
"PladumEVm010995",1.068,1.061,1.134,1.068
"PladumEVm010996",4.615,5.055,5.015,5.015
"PladumEVm010997",9.914,10.446,9.918,9.918
"PladumEVm010998",11.302,8.972,9.152,9.152
"PladumEVm011002",2.52,1.964,3.675,2.52
"PladumEVm011007",2.77,1.681,2.353,2.353
"PladumEVm011008",17.789,17.814,21.515,17.814
"PladumEVm011009",4.315,3.024,5.258,4.315
"PladumEVm011011",8.094,8.148,9.729,8.148
"PladumEVm011012",1.209,1.473,0.961,1.209
"PladumEVm011015",1.349,0.663,1.208,1.208
"PladumEVm011016",9.607,9.113,10.328,9.607
"PladumEVm011024",5.718,6.853,6.578,6.578
"PladumEVm011025",3.21,0.648,1.47,1.47
"PladumEVm011029",1.768,1.398,3.448,1.768
"PladumEVm011031",1.216,0.809,1.02,1.02
"PladumEVm011033",1.214,1.481,0.9,1.214
"PladumEVm011034",1.514,2.429,2.385,2.385
"PladumEVm011036",2.011,2.121,2.189,2.121
"PladumEVm011037",14.291,18.124,14.82,14.82
"PladumEVm011039",0.879,1.245,1.283,1.245
"PladumEVm011049",1.961,2.449,2.719,2.449
"PladumEVm011051",3.948,1.845,3.364,3.364
"PladumEVm011054",1.071,0.928,1.122,1.071
"PladumEVm011060",1.773,1.498,1.394,1.498
"PladumEVm011066",32.969,35.661,38.426,35.661
"PladumEVm011067",10.712,8.639,6.534,8.639
"PladumEVm011069",2.461,2.837,2.671,2.671
"PladumEVm011070",2.017,2.17,1.874,2.017
"PladumEVm011071",16.173,9.876,12.364,12.364
"PladumEVm011073",7.744,8.045,8.283,8.045
"PladumEVm011074",15.301,16.315,21.444,16.315
"PladumEVm011077",2723.078,3054.432,2258.648,2723.078
"PladumEVm011080",21.574,18.308,18.866,18.866
"PladumEVm011081",8.392,9.352,8.456,8.456
"PladumEVm011082",23.754,18.843,18.495,18.843
"PladumEVm011083",7.798,14.16,12.411,12.411
"PladumEVm011086",19.131,19.498,21.009,19.498
"PladumEVm011090",5.723,4.394,7.515,5.723
"PladumEVm011091",5.541,6.947,7.237,6.947
"PladumEVm011093",24.46,21.928,34.286,24.46
"PladumEVm011097",2.101,1.383,1.967,1.967
"PladumEVm011098",3.385,2.733,2.801,2.801
"PladumEVm011099",11.87,17.376,16.222,16.222
"PladumEVm011101",2.531,2.218,3.086,2.531
"PladumEVm011108",1.619,1.007,2.03,1.619
"PladumEVm011109",3.711,2.76,2.645,2.76
"PladumEVm011110",2.272,2.156,2.728,2.272
"PladumEVm011111",2.506,2.703,2.152,2.506
"PladumEVm011114",3.405,3.361,3.656,3.405
"PladumEVm011118",4.349,4.46,2.742,4.349
"PladumEVm011119",4.428,5.018,5.889,5.018
"PladumEVm011121",2.526,6.008,4.643,4.643
"PladumEVm011122",21.532,21.481,14.249,21.481
"PladumEVm011124",5.375,6.097,8.558,6.097
"PladumEVm011125",1.25,1.708,2.953,1.708
"PladumEVm011130",12.266,10.762,12.994,12.266
"PladumEVm011131",3.197,3.535,2.942,3.197
"PladumEVm011132",1.297,1.505,1.845,1.505
"PladumEVm011134",2.251,1.717,2.222,2.222
"PladumEVm011138",1.951,1.861,1.523,1.861
"PladumEVm011140",2.401,1.474,3.155,2.401
"PladumEVm011141",5.693,5.969,4.592,5.693
"PladumEVm011142",2.02,2.483,2.763,2.483
"PladumEVm011143",2.885,4.128,4.04,4.04
"PladumEVm011144",2.269,2.065,2.091,2.091
"PladumEVm011146",15.999,14.53,13.555,14.53
"PladumEVm011148",40.17,35.498,39.103,39.103
"PladumEVm011151",12.73,10.988,12.159,12.159
"PladumEVm011154",1.14,0.873,1.247,1.14
"PladumEVm011155",11.333,11.478,15.068,11.478
"PladumEVm011158",5.839,6.22,5.873,5.873
"PladumEVm011159",2.112,1.333,3.303,2.112
"PladumEVm011160",2.012,1.511,2.692,2.012
"PladumEVm011161",4.936,5.367,5.598,5.367
"PladumEVm011162",2.184,2.421,3.115,2.421
"PladumEVm011163",5.981,4.237,5.949,5.949
"PladumEVm011165",30.735,27.008,32.223,30.735
"PladumEVm011177",0.65,1.326,1.128,1.128
"PladumEVm011178",1.645,0.802,1.811,1.645
"PladumEVm011187",4.185,4.073,4.283,4.185
"PladumEVm011189",41.18,36.67,37.612,37.612
"PladumEVm011190",16.921,15.063,24.693,16.921
"PladumEVm011192",3.807,4.09,4.164,4.09
"PladumEVm011193",2.225,1.784,2.009,2.009
"PladumEVm011194",2.765,2.106,2.185,2.185
"PladumEVm011197",4.905,4.395,4.67,4.67
"PladumEVm011198",14.075,21.146,22.512,21.146
"PladumEVm011201",107.798,100.881,88.703,100.881
"PladumEVm011202",8.486,9.205,9.22,9.205
"PladumEVm011206",3.113,5.538,4.944,4.944
"PladumEVm011207",10.783,11.208,10.78,10.783
"PladumEVm011209",10.376,11.163,11.234,11.163
"PladumEVm011217",5.205,4.403,5.38,5.205
"PladumEVm011219",3.111,2.922,4.574,3.111
"PladumEVm011221",5.453,5.39,6.486,5.453
"PladumEVm011222",1.556,1.614,1.671,1.614
"PladumEVm011224",17.472,20.368,25.781,20.368
"PladumEVm011226",9.319,8.363,9.489,9.319
"PladumEVm011227",2.195,1.533,2.419,2.195
"PladumEVm011228",1.531,1.842,1.605,1.605
"PladumEVm011229",1.584,1.523,1.768,1.584
"PladumEVm011230",8.874,8.539,11.748,8.874
"PladumEVm011239",1.642,1.568,3.213,1.642
"PladumEVm011240",3.914,3.64,3.487,3.64
"PladumEVm011241",4.77,5.631,4.456,4.77
"PladumEVm011242",1.102,1.236,1.726,1.236
"PladumEVm011244",9.02,11.346,9.209,9.209
"PladumEVm011245",2.556,2.672,2.384,2.556
"PladumEVm011251",24.868,20.133,25.572,24.868
"PladumEVm011254",4.877,5.003,4.562,4.877
"PladumEVm011255",1.543,1.823,1.986,1.823
"PladumEVm011256",1.413,1.927,2.271,1.927
"PladumEVm011257",1.677,1.832,2.181,1.832
"PladumEVm011258",3.271,2.958,2.113,2.958
"PladumEVm011259",11.371,9.924,11.708,11.371
"PladumEVm011260",6.714,5.989,7.124,6.714
"PladumEVm011261",2.738,2.259,3.043,2.738
"PladumEVm011266",9.986,7.479,10.98,9.986
"PladumEVm011270",2.441,1.95,4.103,2.441
"PladumEVm011271",9.119,9.57,8.091,9.119
"PladumEVm011272",1.21,1.498,1.819,1.498
"PladumEVm011273",4.818,4.807,5.221,4.818
"PladumEVm011274",2.197,2.221,1.79,2.197
"PladumEVm011275",16.263,12.111,12.416,12.416
"PladumEVm011276",4.772,6.85,5.659,5.659
"PladumEVm011278",0.981,1.103,1.16,1.103
"PladumEVm011279",0.951,1.354,1.619,1.354
"PladumEVm011280",3.256,3.383,3.293,3.293
"PladumEVm011281",4.011,4.464,3.875,4.011
"PladumEVm011283",1.822,2.257,2.207,2.207
"PladumEVm011284",1.928,3.424,2.809,2.809
"PladumEVm011285",2.647,3.655,3.07,3.07
"PladumEVm011288",1.641,1.896,2.141,1.896
"PladumEVm011292",1.916,2.358,2.164,2.164
"PladumEVm011294",2.288,2.443,2.089,2.288
"PladumEVm011295",5.627,6.142,5.279,5.627
"PladumEVm011298",12.605,8.42,11.077,11.077
"PladumEVm011300",4.232,3.256,5.166,4.232
"PladumEVm011302",14.526,16.047,17.71,16.047
"PladumEVm011303",2.425,1.765,3.909,2.425
"PladumEVm011304",1.117,0.898,1.128,1.117
"PladumEVm011305",2.652,1.477,2.607,2.607
"PladumEVm011306",1.113,2.727,2.599,2.599
"PladumEVm011307",27.763,20.134,23.61,23.61
"PladumEVm011308",4.191,3.539,3.903,3.903
"PladumEVm011309",3.176,5.659,2.428,3.176
"PladumEVm011310",19.715,21.006,21.144,21.006
"PladumEVm011312",1.07,0.758,1.897,1.07
"PladumEVm011313",6.314,5.419,5.766,5.766
"PladumEVm011314",61.25,55.678,61.165,61.165
"PladumEVm011315",1.142,0.524,1.085,1.085
"PladumEVm011317",0.726,1.176,1.159,1.159
"PladumEVm011318",2.895,3.383,3.314,3.314
"PladumEVm011319",2.488,5.297,3.568,3.568
"PladumEVm011320",5.569,3.037,3.674,3.674
"PladumEVm011321",2.198,2.446,2.57,2.446
"PladumEVm011337",1.238,1.362,0.692,1.238
"PladumEVm011340",0.786,1.24,1.49,1.24
"PladumEVm011341",28.287,36.816,39.995,36.816
"PladumEVm011342",18.381,21.488,21.012,21.012
"PladumEVm011343",7.47,7.682,8.113,7.682
"PladumEVm011344",1.146,1.44,2.739,1.44
"PladumEVm011347",16.517,15.693,18.393,16.517
"PladumEVm011348",0.91,1.334,1.414,1.334
"PladumEVm011351",1.239,1.211,1.679,1.239
"PladumEVm011352",1.024,0.629,1.003,1.003
"PladumEVm011353",6.28,6.118,4.161,6.118
"PladumEVm011355",1.533,1.169,1.474,1.474
"PladumEVm011356",3.187,4.044,3.737,3.737
"PladumEVm011357",31.409,28.951,31.13,31.13
"PladumEVm011361",4.572,4.883,6.404,4.883
"PladumEVm011362",9.632,10.105,11.025,10.105
"PladumEVm011364",2.825,2.297,2.983,2.825
"PladumEVm011367",4.671,4.113,5.021,4.671
"PladumEVm011370",2.11,1.713,2.157,2.11
"PladumEVm011371",2.164,2.239,2.388,2.239
"PladumEVm011375",15.939,9.437,14.403,14.403
"PladumEVm011376",7.97,17.837,13.365,13.365
"PladumEVm011377",3.021,6.498,3.39,3.39
"PladumEVm011378",1.678,2.703,3.642,2.703
"PladumEVm011379",1.589,0.801,1.898,1.589
"PladumEVm011384",5.051,4.809,7.306,5.051
"PladumEVm011386",1.512,1.545,1.666,1.545
"PladumEVm011388",5.874,5.182,7.967,5.874
"PladumEVm011390",19.963,20.14,23.878,20.14
"PladumEVm011391",18.26,19.758,17.743,18.26
"PladumEVm011392",18.212,15.774,15.606,15.774
"PladumEVm011393",2.097,2.258,2.34,2.258
"PladumEVm011394",3.564,4.94,4.813,4.813
"PladumEVm011396",1.457,1.589,2.246,1.589
"PladumEVm011397",10.93,9.631,10.521,10.521
"PladumEVm011399",15.716,13.164,18.291,15.716
"PladumEVm011407",3.009,3.911,4.608,3.911
"PladumEVm011410",1.696,1.455,1.75,1.696
"PladumEVm011417",2.18,2.308,2.443,2.308
"PladumEVm011419",7.04,6.215,6.1,6.215
"PladumEVm011420",7.951,9.026,9.358,9.026
"PladumEVm011422",4.185,4.7,3.972,4.185
"PladumEVm011423",6.513,5.407,5.518,5.518
"PladumEVm011424",1.512,0.775,1.472,1.472
"PladumEVm011426",1.173,1.6,1.353,1.353
"PladumEVm011427",3.492,3.666,4.038,3.666
"PladumEVm011428",6.679,6.029,7.098,6.679
"PladumEVm011430",2.171,1.95,2.601,2.171
"PladumEVm011432",102.812,95.928,101.7,101.7
"PladumEVm011436",10.62,10.389,13.242,10.62
"PladumEVm011438",2.207,2.761,2.398,2.398
"PladumEVm011439",0.992,1.01,1.105,1.01
"PladumEVm011441",10.929,10.953,16,10.953
"PladumEVm011442",2.053,2.683,3.05,2.683
"PladumEVm011444",1.735,1.963,2.201,1.963
"PladumEVm011445",24.024,26.509,24.381,24.381
"PladumEVm011447",3.088,4.709,4.397,4.397
"PladumEVm011448",6.483,7.964,7.165,7.165
"PladumEVm011449",3.93,3.15,3.372,3.372
"PladumEVm011450",2.293,1.706,2.087,2.087
"PladumEVm011451",1.172,1.582,0.9,1.172
"PladumEVm011452",2.98,4.12,3.04,3.04
"PladumEVm011455",12.259,14.756,14.34,14.34
"PladumEVm011456",131.703,111.023,113.696,113.696
"PladumEVm011457",12.605,9.42,10.64,10.64
"PladumEVm011458",2.087,2.093,3.192,2.093
"PladumEVm011459",2.087,1.873,1.683,1.873
"PladumEVm011460",2.28,1.399,4.296,2.28
"PladumEVm011464",0.388,1.112,2.023,1.112
"PladumEVm011465",2.128,1.152,2.668,2.128
"PladumEVm011473",41.89,36.91,45.844,41.89
"PladumEVm011474",3.977,5.505,5.041,5.041
"PladumEVm011475",3.915,3.473,4.256,3.915
"PladumEVm011477",3.404,3.339,2.977,3.339
"PladumEVm011478",4.53,9.62,9.544,9.544
"PladumEVm011479",1.268,0.762,1.434,1.268
"PladumEVm011481",10.665,8.48,9.362,9.362
"PladumEVm011484",13.256,13.202,11.645,13.202
"PladumEVm011485",1.3,1.484,0.743,1.3
"PladumEVm011486",8.082,7.399,7.899,7.899
"PladumEVm011487",6.822,5.786,6.494,6.494
"PladumEVm011490",7.298,7.09,8.613,7.298
"PladumEVm011494",1.346,0.98,1.439,1.346
"PladumEVm011497",14.751,13.026,11.356,13.026
"PladumEVm011498",9.817,9.084,10.104,9.817
"PladumEVm011502",4.07,5.191,5.373,5.191
"PladumEVm011507",1.435,1.199,2.727,1.435
"PladumEVm011513",1.489,1.054,2.656,1.489
"PladumEVm011516",10.576,9.175,8.957,9.175
"PladumEVm011517",9.115,8.725,12.192,9.115
"PladumEVm011518",0.797,1.031,1.137,1.031
"PladumEVm011521",3.598,5.284,3.617,3.617
"PladumEVm011522",1.214,1.05,1.338,1.214
"PladumEVm011523",1.159,1.151,2.074,1.159
"PladumEVm011524",28.869,26.002,23.265,26.002
"PladumEVm011526",8.51,7.56,8.924,8.51
"PladumEVm011527",9.206,9.75,10.051,9.75
"PladumEVm011533",8.918,7.801,9.016,8.918
"PladumEVm011536",1.367,1.95,1.426,1.426
"PladumEVm011539",3.37,3.841,3.457,3.457
"PladumEVm011540",19.365,18.413,16.93,18.413
"PladumEVm011541",6.588,8.562,6.797,6.797
"PladumEVm011548",2.761,7.542,5.657,5.657
"PladumEVm011550",1.764,1.871,1.97,1.871
"PladumEVm011555",71.654,89.706,77.801,77.801
"PladumEVm011556",4.281,3.981,4.847,4.281
"PladumEVm011558",8.234,8.132,8.222,8.222
"PladumEVm011559",5.107,5.963,3.9,5.107
"PladumEVm011560",2.734,1.66,1.873,1.873
"PladumEVm011561",1.003,1.068,1.121,1.068
"PladumEVm011562",0.463,1.843,1.215,1.215
"PladumEVm011564",3.703,4.071,3.783,3.783
"PladumEVm011565",3.051,1.816,2.026,2.026
"PladumEVm011568",1.698,1.249,2.381,1.698
"PladumEVm011573",10.865,9.832,10.39,10.39
"PladumEVm011576",24.327,17.948,24.209,24.209
"PladumEVm011579",0.903,1.004,1.135,1.004
"PladumEVm011583",12.575,12.257,11.79,12.257
"PladumEVm011584",1.815,1.326,1.745,1.745
"PladumEVm011586",4.049,4.806,6.022,4.806
"PladumEVm011588",5.409,6.406,6.133,6.133
"PladumEVm011590",14.856,16.755,16.017,16.017
"PladumEVm011591",7.316,6.3,7.499,7.316
"PladumEVm011595",7.283,6.4,5.69,6.4
"PladumEVm011599",4.411,3.26,4.127,4.127
"PladumEVm011600",2.524,2.964,3.897,2.964
"PladumEVm011603",10.349,9.065,11.362,10.349
"PladumEVm011605",1.822,2.029,2.756,2.029
"PladumEVm011606",1.538,1.441,1.607,1.538
"PladumEVm011609",1.794,2.442,2.39,2.39
"PladumEVm011610",1.474,1.009,1.107,1.107
"PladumEVm011612",23.528,21.283,24.958,23.528
"PladumEVm011615",1.518,4.694,1.516,1.518
"PladumEVm011617",20.206,17.902,17.822,17.902
"PladumEVm011621",0.892,1.466,1.273,1.273
"PladumEVm011627",8.256,9.333,9.92,9.333
