"","LY_2dpa_rep1","LY_2dpa_rep2","LY_2dpa_rep3","median_LY_2dpa"
"PladumEVm014275",1.434,1.564,1.051,1.434
"PladumEVm014279",5.355,5.967,6.229,5.967
"PladumEVm014281",5.051,5.789,5.264,5.264
"PladumEVm014282",0.506,10.746,11.058,10.746
"PladumEVm014283",1.573,1.615,1.98,1.615
"PladumEVm014285",1.65,1.202,1.434,1.434
"PladumEVm014287",5.17,6.656,5.385,5.385
"PladumEVm014288",1.558,1.389,1.428,1.428
"PladumEVm014289",2.102,2.046,1.584,2.046
"PladumEVm014291",1.006,1.815,1.031,1.031
"PladumEVm014292",1.59,1.505,1.349,1.505
"PladumEVm014293",5.968,6.677,5.905,5.968
"PladumEVm014296",2.763,2.556,2.085,2.556
"PladumEVm014298",1.082,1.284,0.523,1.082
"PladumEVm014301",0.07,2.187,2.08,2.08
"PladumEVm014307",2.266,2.928,2.852,2.852
"PladumEVm014308",0,1.476,1.441,1.441
"PladumEVm014312",5.614,6.29,7.386,6.29
"PladumEVm014313",7.097,7.699,8.24,7.699
"PladumEVm014315",12.677,16.022,15.028,15.028
"PladumEVm014317",2.259,2.524,2.311,2.311
"PladumEVm014318",105.695,102.266,109.462,105.695
"PladumEVm014319",6.229,7.065,5.27,6.229
"PladumEVm014324",1.88,1.447,1.982,1.88
"PladumEVm014325",14.991,16.469,14.83,14.991
"PladumEVm014326",2.425,1.32,0.455,1.32
"PladumEVm014327",4.313,4.692,4.553,4.553
"PladumEVm014328",3.36,3.571,2.721,3.36
"PladumEVm014329",0.819,1.203,1.114,1.114
"PladumEVm014331",4.306,4.569,4.442,4.442
"PladumEVm014333",1.539,1.553,1.773,1.553
"PladumEVm014334",3.305,4.408,4.883,4.408
"PladumEVm014335",6.998,9.162,11.29,9.162
"PladumEVm014336",9.647,10.407,10.771,10.407
"PladumEVm014338",2.07,3.021,2.452,2.452
"PladumEVm014339",8.56,8.173,8.788,8.56
"PladumEVm014340",1.572,1.175,1.977,1.572
"PladumEVm014341",6.605,6.514,4.821,6.514
"PladumEVm014342",2.224,2.143,2.641,2.224
"PladumEVm014344",0.48,1.654,1.299,1.299
"PladumEVm014346",0,1.076,1.345,1.076
"PladumEVm014348",0.993,1.61,3.223,1.61
"PladumEVm014349",11.142,18.496,18.446,18.446
"PladumEVm014353",2.416,3.721,2.159,2.416
"PladumEVm014359",5.991,6.217,6.714,6.217
"PladumEVm014360",5.988,8.3,11.747,8.3
"PladumEVm014361",3.57,6.684,4.32,4.32
"PladumEVm014363",144.849,180.296,198.44,180.296
"PladumEVm014364",3.278,4.915,4.281,4.281
"PladumEVm014365",5.011,3.494,4.633,4.633
"PladumEVm014367",6.849,5.845,9.592,6.849
"PladumEVm014372",2.536,3.138,2.97,2.97
"PladumEVm014374",3.809,4.457,4.282,4.282
"PladumEVm014375",0.335,6.031,5.26,5.26
"PladumEVm014376",3.383,3.86,2.931,3.383
"PladumEVm014377",9.262,8.71,14.392,9.262
"PladumEVm014378",1.599,2.167,2.489,2.167
"PladumEVm014379",15.419,15.694,15.781,15.694
"PladumEVm014380",6.42,5.234,6.24,6.24
"PladumEVm014381",3.276,3.553,3.78,3.553
"PladumEVm014386",0.033,2.809,2.992,2.809
"PladumEVm014392",9.995,6.042,6.641,6.641
"PladumEVm014394",8.336,11.146,9.454,9.454
"PladumEVm014395",1.317,1.618,0.803,1.317
"PladumEVm014396",1.176,1.858,1.462,1.462
"PladumEVm014398",1.019,1.15,0.982,1.019
"PladumEVm014399",3.072,4.935,4.59,4.59
"PladumEVm014400",2.932,4.051,3.102,3.102
"PladumEVm014401",1.594,1.888,0.881,1.594
"PladumEVm014403",0.914,1.069,1.027,1.027
"PladumEVm014404",3.347,4.841,3.781,3.781
"PladumEVm014407",2.783,3.094,2.641,2.783
"PladumEVm014408",0.569,1.234,1.211,1.211
"PladumEVm014410",4.352,3.522,4.781,4.352
"PladumEVm014415",0.055,1.055,1.534,1.055
"PladumEVm014418",6.609,6.302,5.744,6.302
"PladumEVm014420",0.021,1.056,2.115,1.056
"PladumEVm014421",2.433,2.994,3.078,2.994
"PladumEVm014422",0.884,1.388,1.755,1.388
"PladumEVm014423",5.108,4.867,4.918,4.918
"PladumEVm014424",3.803,6.473,6.046,6.046
"PladumEVm014426",3.517,3.214,3.346,3.346
"PladumEVm014429",1.19,1.044,0.999,1.044
"PladumEVm014430",10.733,10.231,8.864,10.231
"PladumEVm014432",25.499,31.504,27.48,27.48
"PladumEVm014433",6.37,3.952,3.951,3.952
"PladumEVm014434",3.643,4.217,3.493,3.643
"PladumEVm014440",3.573,4.435,1.78,3.573
"PladumEVm014441",8.688,5.978,9.048,8.688
"PladumEVm014443",8.274,10.754,12.07,10.754
"PladumEVm014444",6.366,5.448,4.619,5.448
"PladumEVm014447",12.08,15.576,18.18,15.576
"PladumEVm014448",1.075,0.533,1.052,1.052
"PladumEVm014449",3.029,3.015,3.607,3.029
"PladumEVm014451",4.243,5.122,2.409,4.243
"PladumEVm014453",7.403,6.891,8.923,7.403
"PladumEVm014458",15.37,17.645,16.288,16.288
"PladumEVm014460",0.938,1.122,1.563,1.122
"PladumEVm014461",3.353,4.519,5.005,4.519
"PladumEVm014462",1.535,0.96,1.771,1.535
"PladumEVm014463",1.685,1.107,1.465,1.465
"PladumEVm014464",0.548,14.689,18.861,14.689
"PladumEVm014465",7.173,5.795,7.184,7.173
"PladumEVm014466",0,1.359,1.308,1.308
"PladumEVm014467",3.58,1.722,1.407,1.722
"PladumEVm014468",0.997,1.384,1.231,1.231
"PladumEVm014469",1.971,1.217,0.923,1.217
"PladumEVm014471",3.362,3.266,2.567,3.266
"PladumEVm014472",3.526,5.996,5.766,5.766
"PladumEVm014475",3.006,3.196,2.873,3.006
"PladumEVm014482",3.645,2.327,1.771,2.327
"PladumEVm014484",1.02,1.152,1.046,1.046
"PladumEVm014485",2.599,2.356,2.013,2.356
"PladumEVm014490",1.727,1.851,1.898,1.851
"PladumEVm014491",2.732,2.751,3.16,2.751
"PladumEVm014493",0,1.28,1.252,1.252
"PladumEVm014496",18.019,21.509,20.454,20.454
"PladumEVm014498",0.131,2.624,1.449,1.449
"PladumEVm014499",2.786,4.164,4.965,4.164
"PladumEVm014501",6.713,4.806,5.281,5.281
"PladumEVm014503",7.67,5.069,6.008,6.008
"PladumEVm014504",1.584,1.313,0.937,1.313
"PladumEVm014505",19.571,20.241,34.157,20.241
"PladumEVm014507",4.143,4.348,5.136,4.348
"PladumEVm014509",3.784,2.634,2.924,2.924
"PladumEVm014510",7.337,9.006,5.088,7.337
"PladumEVm014512",26.389,28.58,27.274,27.274
"PladumEVm014514",1.278,0.732,1.399,1.278
"PladumEVm014515",0.231,4.156,5.217,4.156
"PladumEVm014523",1.315,1.387,0.858,1.315
"PladumEVm014524",7.598,10.034,9.841,9.841
"PladumEVm014527",12.01,10.972,11.946,11.946
"PladumEVm014528",1.337,1.912,2.055,1.912
"PladumEVm014530",1.62,1.306,1.377,1.377
"PladumEVm014531",0.22,1.062,1.922,1.062
"PladumEVm014533",1.63,2.121,0.854,1.63
"PladumEVm014534",3.423,3.45,4.868,3.45
"PladumEVm014536",13.254,10.793,13.204,13.204
"PladumEVm014538",2.985,2.71,3.019,2.985
"PladumEVm014539",4.846,4.219,3.98,4.219
"PladumEVm014543",2.937,3.635,2.528,2.937
"PladumEVm014545",11.599,16.733,12.235,12.235
"PladumEVm014546",20.062,25.148,30.873,25.148
"PladumEVm014548",9.625,10.18,9.972,9.972
"PladumEVm014551",1.185,1.143,0.944,1.143
"PladumEVm014553",3.58,2.064,3.033,3.033
"PladumEVm014554",3.67,4.601,4.623,4.601
"PladumEVm014555",4.005,3.927,3.029,3.927
"PladumEVm014557",32.258,34.535,27.637,32.258
"PladumEVm014559",2.9,3.024,3.05,3.024
"PladumEVm014561",7.692,4.778,6.281,6.281
"PladumEVm014563",5.663,5.755,3.219,5.663
"PladumEVm014565",8.018,7.368,4.592,7.368
"PladumEVm014569",1.207,1.376,0.822,1.207
"PladumEVm014570",0.257,7.427,8.627,7.427
"PladumEVm014574",4.323,2.842,2.471,2.842
"PladumEVm014575",0.189,5.107,4.883,4.883
"PladumEVm014580",0.085,1.768,1.796,1.768
"PladumEVm014583",2.668,3.951,5.277,3.951
"PladumEVm014584",1.204,1.368,1.64,1.368
"PladumEVm014585",16.618,17.176,18.326,17.176
"PladumEVm014586",14.24,15.565,16.343,15.565
"PladumEVm014587",2.886,2.669,2.302,2.669
"PladumEVm014588",6.013,5.597,6.356,6.013
"PladumEVm014589",1.031,4.206,2.021,2.021
"PladumEVm014590",4.109,3.386,3.38,3.386
"PladumEVm014591",11.104,13.029,13.246,13.029
"PladumEVm014592",6.218,7.109,6.633,6.633
"PladumEVm014593",3.598,2.343,5.264,3.598
"PladumEVm014595",5.143,6.179,9.785,6.179
"PladumEVm014596",4.342,3.898,6.435,4.342
"PladumEVm014597",3.008,3.767,2.52,3.008
"PladumEVm014598",1.521,1.523,1.389,1.521
"PladumEVm014599",16.546,10.79,4.019,10.79
"PladumEVm014602",1.958,2.492,1.101,1.958
"PladumEVm014606",1.544,1.593,1.344,1.544
"PladumEVm014607",1.952,1.734,1.496,1.734
"PladumEVm014609",0.039,1.817,1.633,1.633
"PladumEVm014610",12.06,14.047,14.345,14.047
"PladumEVm014611",9.642,12.421,13.816,12.421
"PladumEVm014612",12.534,13.408,13.258,13.258
"PladumEVm014613",2.177,2.219,1.758,2.177
"PladumEVm014614",7.134,9.553,8.99,8.99
"PladumEVm014615",1.088,1.472,0.693,1.088
"PladumEVm014616",11.519,9.649,8.687,9.649
"PladumEVm014618",7.525,7.055,7.113,7.113
"PladumEVm014619",1.76,2.111,2.996,2.111
"PladumEVm014620",11.124,13.496,13.383,13.383
"PladumEVm014623",30.179,35.873,36.891,35.873
"PladumEVm014626",1.542,2.329,2.784,2.329
"PladumEVm014627",11.265,12.74,13.534,12.74
"PladumEVm014628",0,1.054,1.205,1.054
"PladumEVm014629",3.65,3.517,3.435,3.517
"PladumEVm014630",2.462,2.238,2.12,2.238
"PladumEVm014631",3.091,2.643,2.456,2.643
"PladumEVm014633",11.774,12.872,12.974,12.872
"PladumEVm014634",0.545,1.896,2.321,1.896
"PladumEVm014635",2.96,2.818,2.819,2.819
"PladumEVm014637",20.945,24.032,29.028,24.032
"PladumEVm014641",122.912,167.63,177.7,167.63
"PladumEVm014642",1.091,0.838,1.079,1.079
"PladumEVm014643",0.601,1.023,1.378,1.023
"PladumEVm014644",13.371,13.188,16.355,13.371
"PladumEVm014646",2.146,2.711,2.398,2.398
"PladumEVm014647",2.134,2.361,2.225,2.225
"PladumEVm014649",3.518,3.453,2.398,3.453
"PladumEVm014650",0.168,5.138,5.278,5.138
"PladumEVm014652",0.597,1.332,1.043,1.043
"PladumEVm014654",2.316,2.499,2.095,2.316
"PladumEVm014655",2.592,2.302,2.406,2.406
"PladumEVm014656",5.738,5.723,6.268,5.738
"PladumEVm014657",1.439,1.384,1.373,1.384
"PladumEVm014659",1.096,1.317,1.64,1.317
"PladumEVm014660",5.188,7.104,7.724,7.104
"PladumEVm014662",0.943,1.29,1.332,1.29
"PladumEVm014668",5.832,7.65,9.308,7.65
"PladumEVm014669",10.161,21.873,19.77,19.77
"PladumEVm014670",3.237,4.205,1.802,3.237
"PladumEVm014675",0.094,2.176,1.764,1.764
"PladumEVm014680",0.157,2.902,4.423,2.902
"PladumEVm014681",1.644,2.165,2.898,2.165
"PladumEVm014682",1.462,2.602,2.544,2.544
"PladumEVm014683",2.776,5.211,3.778,3.778
"PladumEVm014685",726.152,871.686,963.859,871.686
"PladumEVm014686",9.722,9.156,18.45,9.722
"PladumEVm014688",2.868,3.005,3.01,3.005
"PladumEVm014690",5.466,7.64,9.09,7.64
"PladumEVm014691",1.861,1.52,2.143,1.861
"PladumEVm014692",0.911,1.081,1.132,1.081
"PladumEVm014694",2.078,1.808,2.128,2.078
"PladumEVm014695",1.334,1.248,1.193,1.248
"PladumEVm014697",4.672,6.367,6.125,6.125
"PladumEVm014698",14.22,14.863,16.97,14.863
"PladumEVm014699",6.339,5.779,5.769,5.779
"PladumEVm014700",3.98,3.605,3.923,3.923
"PladumEVm014701",4.518,9.064,7.914,7.914
"PladumEVm014702",10.378,12.226,14.328,12.226
"PladumEVm014704",6.723,7.455,6.54,6.723
"PladumEVm014705",8.799,10.1,8.893,8.893
"PladumEVm014707",77.564,89.131,109.853,89.131
"PladumEVm014709",4.918,3.702,4.252,4.252
"PladumEVm014710",13.78,15.775,14.814,14.814
"PladumEVm014711",5.077,7.265,6.38,6.38
"PladumEVm014712",3.953,4.05,3.483,3.953
"PladumEVm014713",2.081,2.645,1.557,2.081
"PladumEVm014715",0.42,1.102,1.239,1.102
"PladumEVm014716",4.909,7.95,9.476,7.95
"PladumEVm014717",2.704,2.913,3.249,2.913
"PladumEVm014719",6.031,7.998,8.396,7.998
"PladumEVm014723",1.335,1.37,1.351,1.351
"PladumEVm014724",5.66,5.956,7.297,5.956
"PladumEVm014725",14.484,14.489,12.329,14.484
"PladumEVm014727",0.089,1.108,1.412,1.108
"PladumEVm014728",3.482,2.672,3.953,3.482
"PladumEVm014729",11.841,13.452,15.102,13.452
"PladumEVm014732",8.404,6.301,5.292,6.301
"PladumEVm014734",0.067,2.822,2.463,2.463
"PladumEVm014736",1.111,1.134,0.67,1.111
"PladumEVm014737",1.44,1.507,1.471,1.471
"PladumEVm014741",0.381,7.227,8.837,7.227
"PladumEVm014743",0.723,1.12,1.099,1.099
"PladumEVm014744",2.018,2.045,0.584,2.018
"PladumEVm014746",2.399,3.093,1.293,2.399
"PladumEVm014750",3.675,3.964,3.046,3.675
"PladumEVm014752",30.108,35.064,35.578,35.064
"PladumEVm014753",7.933,2.825,2.472,2.825
"PladumEVm014756",1.673,1.535,1.747,1.673
"PladumEVm014758",11.487,9.994,16.655,11.487
"PladumEVm014760",1.031,1.632,1.062,1.062
"PladumEVm014761",6.57,8.991,6.269,6.57
"PladumEVm014762",1.246,0.857,1.253,1.246
"PladumEVm014764",1.95,2.33,2.266,2.266
"PladumEVm014765",4.238,5.545,3.922,4.238
"PladumEVm014766",11.851,11.253,7.972,11.253
"PladumEVm014768",4.165,4.686,6.086,4.686
"PladumEVm014769",18.274,20.08,19.949,19.949
"PladumEVm014770",4.189,5.204,6.816,5.204
"PladumEVm014772",5.574,7.187,6.097,6.097
"PladumEVm014774",6.948,6.939,11.425,6.948
"PladumEVm014775",2.137,1.454,0.967,1.454
"PladumEVm014776",1.962,2.467,2.685,2.467
"PladumEVm014781",9.748,11.156,11.446,11.156
"PladumEVm014783",0.093,2.509,2.063,2.063
"PladumEVm014788",2.585,1.774,1.57,1.774
"PladumEVm014793",0.046,2.704,2.388,2.388
"PladumEVm014803",4.35,4.735,5.834,4.735
"PladumEVm014804",3.971,4.14,4.504,4.14
"PladumEVm014805",2.742,2.564,3.567,2.742
"PladumEVm014806",3.186,2.936,3.09,3.09
"PladumEVm014808",2.7,2.229,2.401,2.401
"PladumEVm014809",0.902,2.07,1.738,1.738
"PladumEVm014810",1.04,1.65,1.31,1.31
"PladumEVm014811",1.9,2.023,2.509,2.023
"PladumEVm014812",32.618,38.668,33.648,33.648
"PladumEVm014813",15.001,17.641,24.158,17.641
"PladumEVm014818",3.398,2.898,4.44,3.398
"PladumEVm014819",8.427,8.579,7.294,8.427
"PladumEVm014820",14.98,16.687,14.211,14.98
"PladumEVm014822",2.483,2.088,2.065,2.088
"PladumEVm014824",2.399,1.668,1.325,1.668
"PladumEVm014825",2.303,3.038,2.722,2.722
"PladumEVm014828",2.104,1.49,1.842,1.842
"PladumEVm014829",10.869,10.974,13.004,10.974
"PladumEVm014831",20.355,23.881,27.523,23.881
"PladumEVm014832",0.187,3.238,5.123,3.238
"PladumEVm014833",1.345,1.228,1.642,1.345
"PladumEVm014836",2.582,2.983,4.123,2.983
"PladumEVm014837",5.101,5.9,5.363,5.363
"PladumEVm014841",6.811,6.049,5.073,6.049
"PladumEVm014842",2.819,2.818,4.001,2.819
"PladumEVm014846",32.962,22.685,37.364,32.962
"PladumEVm014852",27.427,28.797,36.854,28.797
"PladumEVm014853",0.323,13.3,11.154,11.154
"PladumEVm014854",18.951,17.476,23.213,18.951
"PladumEVm014856",40.771,54.474,63.906,54.474
"PladumEVm014857",7.866,7.305,7.937,7.866
"PladumEVm014861",33.686,42.599,41.636,41.636
"PladumEVm014865",14.084,15.185,15.482,15.185
"PladumEVm014866",5.101,4.97,7.334,5.101
"PladumEVm014867",3.864,4.098,5.647,4.098
"PladumEVm014868",6.4,6.836,5.638,6.4
"PladumEVm014870",4.296,4.885,4.276,4.296
"PladumEVm014872",2.695,2.829,4.573,2.829
"PladumEVm014874",4.484,3.652,6.02,4.484
"PladumEVm014875",2.515,3.218,2.833,2.833
"PladumEVm014877",2.391,2.578,1.799,2.391
"PladumEVm014880",5.375,5.836,5.92,5.836
"PladumEVm014881",4.611,5.175,4.524,4.611
"PladumEVm014882",1.571,1.869,2.511,1.869
"PladumEVm014883",2.693,2.822,3.672,2.822
"PladumEVm014886",6.219,7.223,7.686,7.223
"PladumEVm014887",5.051,4.122,4.649,4.649
"PladumEVm014888",1.936,1.914,0.977,1.914
"PladumEVm014893",2.421,2.107,1.735,2.107
"PladumEVm014897",14.111,7.828,6.772,7.828
"PladumEVm014898",7.508,7.118,5.029,7.118
"PladumEVm014901",1.537,2.258,1.751,1.751
"PladumEVm014902",10.461,11.003,12.955,11.003
"PladumEVm014905",0.025,3.159,2.839,2.839
"PladumEVm014906",1.139,1.036,0.311,1.036
"PladumEVm014907",15.108,22.902,23.68,22.902
"PladumEVm014908",2.608,1.88,2.027,2.027
"PladumEVm014910",8,8.55,9.857,8.55
"PladumEVm014913",1.054,1.188,1.153,1.153
"PladumEVm014916",4.988,2.66,2.676,2.676
"PladumEVm014924",0.034,2.422,1.663,1.663
"PladumEVm014925",1.913,2.616,1.443,1.913
"PladumEVm014928",5.411,4.906,4.732,4.906
"PladumEVm014929",2.658,2.793,3.833,2.793
"PladumEVm014934",23.096,22.971,22.394,22.971
"PladumEVm014935",0.029,1.762,1.216,1.216
"PladumEVm014938",0.046,1.859,2.325,1.859
"PladumEVm014940",2.805,2.928,2.107,2.805
"PladumEVm014948",17.378,19.615,20.59,19.615
"PladumEVm014955",1.395,1.104,0.772,1.104
"PladumEVm014957",10.159,10.458,11.23,10.458
"PladumEVm014958",10.291,16.416,19.808,16.416
"PladumEVm014959",0.7,1.171,1.332,1.171
"PladumEVm014960",12.894,13.843,13.582,13.582
"PladumEVm014961",22.453,25.486,31.288,25.486
"PladumEVm014962",0.458,1.269,2.504,1.269
"PladumEVm014964",1.589,1.817,2.204,1.817
"PladumEVm014965",40.4,63.05,88.525,63.05
"PladumEVm014966",1.93,2.314,3.001,2.314
"PladumEVm014967",3.692,0.61,3.134,3.134
"PladumEVm014969",63.917,80.567,78.271,78.271
"PladumEVm014970",3.374,2.641,3.028,3.028
"PladumEVm014973",16.262,19.51,25.201,19.51
"PladumEVm014974",5.92,4.643,3.433,4.643
"PladumEVm014977",9.19,27.915,44.316,27.915
"PladumEVm014978",4.129,3.735,3.527,3.735
"PladumEVm014980",22.591,25.402,28.404,25.402
"PladumEVm014981",56.366,45.035,37.624,45.035
"PladumEVm014987",1.319,1.299,0.99,1.299
"PladumEVm014988",2.448,2.378,1.381,2.378
"PladumEVm014992",22.017,5.288,2.643,5.288
"PladumEVm014996",2.193,2.066,1.656,2.066
"PladumEVm014997",15.479,16.15,18.841,16.15
"PladumEVm014999",3.854,4.593,2.795,3.854
"PladumEVm015000",0.649,1.059,1.36,1.059
"PladumEVm015001",2.758,2.807,2.792,2.792
"PladumEVm015003",2.278,2.44,1.544,2.278
"PladumEVm015005",29.807,23.755,15.994,23.755
"PladumEVm015013",19.202,18.655,17.44,18.655
"PladumEVm015014",5.007,6.757,6.55,6.55
"PladumEVm015015",1.029,1.035,0.562,1.029
"PladumEVm015018",3.027,2.803,1.417,2.803
"PladumEVm015019",2.804,3.715,0.934,2.804
"PladumEVm015020",16.509,17.337,24.082,17.337
"PladumEVm015022",7.222,8.72,11.432,8.72
"PladumEVm015025",2.091,2.029,1.514,2.029
"PladumEVm015026",0.211,4.328,3.181,3.181
"PladumEVm015027",11.03,10.961,11.467,11.03
"PladumEVm015028",1.546,1.63,2.043,1.63
"PladumEVm015031",0.131,1.336,2.289,1.336
"PladumEVm015032",1.628,1.626,1.031,1.626
"PladumEVm015036",4.369,5.92,6.335,5.92
"PladumEVm015038",1.057,1.242,1.04,1.057
"PladumEVm015040",3.908,1.611,2.262,2.262
"PladumEVm015041",2.011,2.918,4.137,2.918
"PladumEVm015042",0.848,1.977,1.67,1.67
"PladumEVm015044",1.048,1.181,0.748,1.048
"PladumEVm015045",8.565,10.604,9.439,9.439
"PladumEVm015047",3.33,2.892,1.98,2.892
"PladumEVm015053",31.692,32.348,34.469,32.348
"PladumEVm015054",13.703,15.632,18.016,15.632
"PladumEVm015055",1.601,1.361,1.485,1.485
"PladumEVm015056",23.73,23.476,26.155,23.73
"PladumEVm015057",11.049,9.603,6.197,9.603
"PladumEVm015058",0.089,1.446,1.497,1.446
"PladumEVm015059",15.886,13.98,29.459,15.886
"PladumEVm015061",1.694,2.054,6.303,2.054
"PladumEVm015062",11.83,15.878,15.361,15.361
"PladumEVm015063",0.021,1.166,1.046,1.046
"PladumEVm015064",0.903,17.126,16.176,16.176
"PladumEVm015065",0.104,2.204,1.769,1.769
"PladumEVm015069",20.725,21.184,24.616,21.184
"PladumEVm015070",1.481,1.411,1.499,1.481
"PladumEVm015075",4.554,4.755,5.466,4.755
"PladumEVm015076",5.096,3.831,4.244,4.244
"PladumEVm015077",133.214,159.099,186.902,159.099
"PladumEVm015078",7.862,7.171,11.013,7.862
"PladumEVm015080",42.757,47.59,42.601,42.757
"PladumEVm015081",2.053,3.208,3.428,3.208
"PladumEVm015082",5.756,4.739,5.114,5.114
"PladumEVm015083",6.989,6.903,6.583,6.903
"PladumEVm015084",8.14,6.816,6.429,6.816
"PladumEVm015087",21.278,22.349,23.024,22.349
"PladumEVm015088",2.755,3.104,3.055,3.055
"PladumEVm015089",3.812,4.644,4.373,4.373
"PladumEVm015090",2.514,3.208,1.975,2.514
"PladumEVm015091",2.508,2.6,1.684,2.508
"PladumEVm015092",5.461,5.097,4.53,5.097
"PladumEVm015094",6.449,1.923,8.205,6.449
"PladumEVm015099",7.547,7.926,6.866,7.547
"PladumEVm015100",0.065,1.963,1.747,1.747
"PladumEVm015105",1.82,2.242,2.302,2.242
"PladumEVm015112",18.172,22.419,22.074,22.074
"PladumEVm015117",8.175,10.422,9.371,9.371
"PladumEVm015118",2.012,1.436,1.393,1.436
"PladumEVm015121",6.587,7.248,5.726,6.587
"PladumEVm015123",2.311,3.085,2.82,2.82
"PladumEVm015125",0.708,1.393,1.879,1.393
"PladumEVm015126",2.045,2.076,2.03,2.045
"PladumEVm015127",2.988,3.316,2.183,2.988
"PladumEVm015133",7.607,8.566,7.752,7.752
"PladumEVm015137",12.887,15.252,13.963,13.963
"PladumEVm015138",5.503,5.904,3.425,5.503
"PladumEVm015143",2.905,1.249,0.498,1.249
"PladumEVm015144",1.054,1.419,1.02,1.054
"PladumEVm015145",1.91,1.588,1.359,1.588
"PladumEVm015146",10.602,11.276,10.346,10.602
"PladumEVm015147",4.78,4.135,5.741,4.78
"PladumEVm015148",9.495,9.158,11.572,9.495
"PladumEVm015150",20.658,22.866,17.656,20.658
"PladumEVm015153",2.72,3.078,1.998,2.72
"PladumEVm015161",5.069,5.978,5.887,5.887
"PladumEVm015167",2.736,1.182,1.205,1.205
"PladumEVm015169",2.35,1.985,2.4,2.35
"PladumEVm015171",14.595,18.926,12.446,14.595
"PladumEVm015172",8.897,5.716,7.57,7.57
"PladumEVm015173",3.323,2.897,6.08,3.323
"PladumEVm015175",4.247,4.118,5.62,4.247
"PladumEVm015176",0.665,1.227,1.375,1.227
"PladumEVm015177",2.796,2.032,3.634,2.796
"PladumEVm015178",3.999,2.575,3.506,3.506
"PladumEVm015179",2.303,2.476,2.113,2.303
"PladumEVm015182",139.094,154.264,181.495,154.264
"PladumEVm015186",30.88,32.829,38.416,32.829
"PladumEVm015187",4.353,5.768,4.393,4.393
"PladumEVm015188",4.489,3.827,4.123,4.123
"PladumEVm015189",1.819,3.313,2.001,2.001
"PladumEVm015191",1.592,1.192,0.701,1.192
"PladumEVm015192",1.647,1.42,1.576,1.576
"PladumEVm015197",7.24,10.255,8.92,8.92
"PladumEVm015198",14.446,14.665,10.571,14.446
"PladumEVm015205",3.136,3.341,3.12,3.136
"PladumEVm015207",3.703,3.271,3.829,3.703
"PladumEVm015208",4.868,3.334,4.101,4.101
"PladumEVm015209",3.607,3.006,3.391,3.391
"PladumEVm015211",9.8,9.367,10.09,9.8
"PladumEVm015212",110.721,139.591,122.063,122.063
"PladumEVm015219",0.486,1.631,1.271,1.271
"PladumEVm015220",5.844,5.381,7.273,5.844
"PladumEVm015222",6.945,8.861,8.729,8.729
"PladumEVm015223",2.106,2.819,2.827,2.819
"PladumEVm015226",5.241,6.085,5.56,5.56
"PladumEVm015227",8.199,7.288,11.102,8.199
"PladumEVm015230",7.054,8.747,10.357,8.747
"PladumEVm015232",5.126,6.012,6.97,6.012
"PladumEVm015233",1.915,2.82,1.89,1.915
"PladumEVm015238",40.794,54.407,54.569,54.407
"PladumEVm015239",6.7,7.349,8.564,7.349
"PladumEVm015240",9.155,8.958,10.558,9.155
"PladumEVm015241",4.957,6.527,8.857,6.527
"PladumEVm015243",4.288,3.916,3.468,3.916
"PladumEVm015244",15.495,22.321,16.643,16.643
"PladumEVm015246",2.013,2.541,3.728,2.541
"PladumEVm015247",2.134,2.225,2.265,2.225
"PladumEVm015250",14.768,21.818,21.895,21.818
"PladumEVm015251",9.721,8.618,10.229,9.721
"PladumEVm015253",1.677,1.834,0.783,1.677
"PladumEVm015254",5.344,6.516,5.782,5.782
"PladumEVm015255",0.126,1.468,1.715,1.468
"PladumEVm015256",6.385,5.492,7.378,6.385
"PladumEVm015257",0.07,1.534,2.093,1.534
"PladumEVm015258",50.343,43.774,35.485,43.774
"PladumEVm015259",2.608,1.936,1.255,1.936
"PladumEVm015262",2.193,2.735,2.847,2.735
"PladumEVm015263",1.07,0.898,1.341,1.07
"PladumEVm015266",3.359,2.593,1.159,2.593
"PladumEVm015267",2.067,1.551,1.792,1.792
"PladumEVm015268",2.349,49.63,59.192,49.63
"PladumEVm015269",2.047,1.721,1.946,1.946
"PladumEVm015271",1.657,1.609,1.545,1.609
"PladumEVm015272",31.614,29.02,31.216,31.216
"PladumEVm015273",1.58,1.894,1.528,1.58
"PladumEVm015274",6.851,8.987,12.569,8.987
"PladumEVm015279",0.024,1.203,1.305,1.203
"PladumEVm015285",1.131,0.901,1.601,1.131
"PladumEVm015286",4.199,3.239,4.214,4.199
"PladumEVm015287",4.631,4.447,6.547,4.631
"PladumEVm015289",1.107,0.699,1.926,1.107
"PladumEVm015290",4.81,6.227,4.256,4.81
"PladumEVm015292",1.372,1.815,2.647,1.815
"PladumEVm015295",0.07,1.122,1.308,1.122
"PladumEVm015299",3.681,3.958,6.95,3.958
"PladumEVm015301",1.799,2.762,2.132,2.132
"PladumEVm015303",3.203,3.066,4.022,3.203
"PladumEVm015306",13.348,18.857,15.786,15.786
"PladumEVm015308",1.119,1.267,1.851,1.267
"PladumEVm015309",1.357,0.777,1.61,1.357
"PladumEVm015310",4.447,4.961,6.599,4.961
"PladumEVm015311",1.269,0.451,3.499,1.269
"PladumEVm015312",3.705,2.804,3.605,3.605
"PladumEVm015314",3.237,2.698,3.829,3.237
"PladumEVm015315",1.138,1.373,1.336,1.336
