"","DMSO_2dpa_rep1","DMSO_2dpa_rep2","DMSO_2dpa_rep3","median_DMSO_2dpa"
"PladumEVm012825",9.539,9.576,10.79,9.576
"PladumEVm012826",26.466,27.098,26.873,26.873
"PladumEVm012827",1.884,1.852,5.758,1.884
"PladumEVm012828",3.021,4.072,3.714,3.714
"PladumEVm012835",0.603,1.222,1.625,1.222
"PladumEVm012837",8.541,7.848,8.048,8.048
"PladumEVm012839",1.112,1.926,1.751,1.751
"PladumEVm012840",2.509,1.685,4.014,2.509
"PladumEVm012841",2.866,2.837,3.111,2.866
"PladumEVm012842",2.242,1.672,3.002,2.242
"PladumEVm012845",6.522,5.863,7.337,6.522
"PladumEVm012846",3.519,4.376,4.903,4.376
"PladumEVm012848",3.081,2.915,2.744,2.915
"PladumEVm012849",13.923,21.156,12.927,13.923
"PladumEVm012850",1.556,1.557,4.978,1.557
"PladumEVm012851",2.578,2.733,2.479,2.578
"PladumEVm012853",1.124,1.78,1.014,1.124
"PladumEVm012854",7.005,7.637,6.963,7.005
"PladumEVm012856",1.313,1.468,1.625,1.468
"PladumEVm012858",3.184,2.785,2.782,2.785
"PladumEVm012859",6.809,4.452,3.986,4.452
"PladumEVm012860",1.1,1.54,1.229,1.229
"PladumEVm012862",4.286,3.474,4.838,4.286
"PladumEVm012866",1.723,2.024,1.568,1.723
"PladumEVm012868",1.112,2.489,1.887,1.887
"PladumEVm012872",2.925,2.566,2.353,2.566
"PladumEVm012873",1.209,1.053,3.233,1.209
"PladumEVm012875",1.455,1.041,1.463,1.455
"PladumEVm012877",2.477,2.728,2.751,2.728
"PladumEVm012878",9.564,6.671,7.501,7.501
"PladumEVm012880",1.1,0.682,3.625,1.1
"PladumEVm012881",3.612,4.775,5.693,4.775
"PladumEVm012882",1.752,1.188,1.309,1.309
"PladumEVm012884",1.469,1.325,1.856,1.469
"PladumEVm012886",5.994,8.855,7.04,7.04
"PladumEVm012887",16.486,22.634,15.512,16.486
"PladumEVm012889",2.842,2.008,2.927,2.842
"PladumEVm012890",10.386,11.879,10.216,10.386
"PladumEVm012891",2.059,2.096,1.799,2.059
"PladumEVm012892",3.976,3.196,4.188,3.976
"PladumEVm012894",0.953,1.105,2.82,1.105
"PladumEVm012895",1.624,1.246,4.062,1.624
"PladumEVm012896",3.915,5.333,4.628,4.628
"PladumEVm012900",20.934,18.16,22.336,20.934
"PladumEVm012901",4.472,3.816,3.775,3.816
"PladumEVm012904",1.054,1.438,0.801,1.054
"PladumEVm012905",4.986,4.349,11.575,4.986
"PladumEVm012906",0.805,1.088,2.479,1.088
"PladumEVm012907",1.062,0.713,2.739,1.062
"PladumEVm012908",13.575,20.643,17.707,17.707
"PladumEVm012912",1.088,1.114,3.413,1.114
"PladumEVm012915",7.598,7.396,6.589,7.396
"PladumEVm012917",4.098,4.763,3.636,4.098
"PladumEVm012920",1.075,1.008,0.918,1.008
"PladumEVm012921",1.025,1.129,1.212,1.129
"PladumEVm012922",1.213,1.343,1.1,1.213
"PladumEVm012926",3.301,3.574,10.976,3.574
"PladumEVm012927",1.166,1.086,1.154,1.154
"PladumEVm012930",18.167,18.809,16.068,18.167
"PladumEVm012933",3.812,3.376,10.43,3.812
"PladumEVm012935",3.075,4.022,3.776,3.776
"PladumEVm012939",6.923,6.457,6.91,6.91
"PladumEVm012940",12.09,12.198,11.43,12.09
"PladumEVm012947",8.413,2.058,8.887,8.413
"PladumEVm012949",4.134,4.001,3.629,4.001
"PladumEVm012950",2.102,2.06,1.586,2.06
"PladumEVm012952",2.744,2.514,3.641,2.744
"PladumEVm012957",7.104,6.576,7.163,7.104
"PladumEVm012958",1.258,0.748,3.18,1.258
"PladumEVm012959",3.66,3.487,3.742,3.66
"PladumEVm012961",17.152,17.332,16.257,17.152
"PladumEVm012962",1.519,1.251,0.827,1.251
"PladumEVm012963",1.055,0.902,3.165,1.055
"PladumEVm012965",1.371,1.292,1.019,1.292
"PladumEVm012969",1.884,1.5,4.532,1.884
"PladumEVm012970",1.63,2.156,2.925,2.156
"PladumEVm012974",34.049,31.274,29.603,31.274
"PladumEVm012975",14.077,14.2,14.815,14.2
"PladumEVm012976",6.743,7.725,6.992,6.992
"PladumEVm012980",9.11,9.906,8.805,9.11
"PladumEVm012981",9.462,9.734,10.02,9.734
"PladumEVm012984",1.62,1.165,1.364,1.364
"PladumEVm012987",9.524,9.954,8.066,9.524
"PladumEVm012988",2.118,3.481,3.948,3.481
"PladumEVm012990",2.714,1.115,1.3,1.3
"PladumEVm012991",23.116,26.43,24.456,24.456
"PladumEVm012993",17.313,13.855,50.75,17.313
"PladumEVm012994",6.281,8.979,7.628,7.628
"PladumEVm012995",1.495,2.356,3.142,2.356
"PladumEVm012996",2.472,2.66,2.524,2.524
"PladumEVm013000",1.435,1.408,1.576,1.435
"PladumEVm013001",6.108,4.662,16.56,6.108
"PladumEVm013003",1.004,0.786,2.473,1.004
"PladumEVm013004",1.966,2.435,4.533,2.435
"PladumEVm013005",4.721,3.197,2.313,3.197
"PladumEVm013007",12.987,8.565,7.663,8.565
"PladumEVm013011",4.359,4.225,4.015,4.225
"PladumEVm013013",3.11,3.155,8.833,3.155
"PladumEVm013014",6.932,7.595,9.048,7.595
"PladumEVm013016",2.545,2.788,3.32,2.788
"PladumEVm013017",3.719,2.925,3.702,3.702
"PladumEVm013018",9.244,9.057,9.525,9.244
"PladumEVm013023",2.556,3.469,7.349,3.469
"PladumEVm013025",5.718,6.976,9.104,6.976
"PladumEVm013037",1.388,1.234,3.934,1.388
"PladumEVm013038",3.359,3.29,10.013,3.359
"PladumEVm013039",33.093,38.331,26.921,33.093
"PladumEVm013040",1.345,1.326,1.449,1.345
"PladumEVm013041",1.562,1.737,2.135,1.737
"PladumEVm013042",2.716,3.249,2.734,2.734
"PladumEVm013043",8.06,8.726,7.368,8.06
"PladumEVm013045",1.424,1.002,3.206,1.424
"PladumEVm013046",1.07,1.895,0.915,1.07
"PladumEVm013047",1.746,2.153,2.146,2.146
"PladumEVm013048",1.552,1.21,5.326,1.552
"PladumEVm013050",2.042,2.352,1.768,2.042
"PladumEVm013051",2.409,3.166,2.932,2.932
"PladumEVm013052",4.654,5.223,7.341,5.223
"PladumEVm013053",4.097,8.377,5.215,5.215
"PladumEVm013054",1.098,2.56,1.991,1.991
"PladumEVm013055",5.082,5.198,5.564,5.198
"PladumEVm013056",7.262,8.061,7.529,7.529
"PladumEVm013057",2.678,1,6.928,2.678
"PladumEVm013058",3.235,2.293,2.333,2.333
"PladumEVm013059",8.941,9.694,11.108,9.694
"PladumEVm013060",1.59,1.463,2.057,1.59
"PladumEVm013061",9.645,13.962,9.009,9.645
"PladumEVm013063",14.335,18.625,16.75,16.75
"PladumEVm013065",10.03,9.656,9.21,9.656
"PladumEVm013066",1.889,3.587,3.759,3.587
"PladumEVm013068",1.493,1.271,4.687,1.493
"PladumEVm013070",1.584,1.248,4.624,1.584
"PladumEVm013071",3.818,3.803,3.455,3.803
"PladumEVm013075",23.39,30.525,29.032,29.032
"PladumEVm013077",5.742,4.739,5.762,5.742
"PladumEVm013078",1.269,2.269,1.766,1.766
"PladumEVm013079",5.278,5.294,5.01,5.278
"PladumEVm013080",1.293,1.083,1.366,1.293
"PladumEVm013081",1.251,1.279,1.295,1.279
"PladumEVm013082",1.742,1.958,1.711,1.742
"PladumEVm013084",5.784,5.827,5.597,5.784
"PladumEVm013086",1.139,1.954,2.604,1.954
"PladumEVm013087",0.765,1.422,2.088,1.422
"PladumEVm013090",28.365,30.253,74.21,30.253
"PladumEVm013092",2.096,3.151,2.74,2.74
"PladumEVm013093",1.374,1.651,1.452,1.452
"PladumEVm013095",8.958,9.054,8.797,8.958
"PladumEVm013099",3.158,2.604,2.931,2.931
"PladumEVm013103",6.311,5.705,4.935,5.705
"PladumEVm013105",1.692,1.928,3.642,1.928
"PladumEVm013107",5.171,6.452,4.67,5.171
"PladumEVm013109",6.858,5.65,5.679,5.679
"PladumEVm013110",4.131,4.284,4.106,4.131
"PladumEVm013111",2.399,1.991,2.156,2.156
"PladumEVm013112",1.325,0.56,1.019,1.019
"PladumEVm013115",1.244,1.511,2.161,1.511
"PladumEVm013118",7.453,9.073,9.328,9.073
"PladumEVm013119",21.646,16.25,16.863,16.863
"PladumEVm013122",2.879,3.414,2.855,2.879
"PladumEVm013123",5.4,5.142,5.381,5.381
"PladumEVm013124",9.725,7.899,9.007,9.007
"PladumEVm013127",1.249,1.74,1.744,1.74
"PladumEVm013136",1.15,1.081,3.148,1.15
"PladumEVm013137",0.654,1.426,2.148,1.426
"PladumEVm013138",6.426,6.546,6.51,6.51
"PladumEVm013140",5.176,5.926,15.16,5.926
"PladumEVm013142",2.066,2.68,2.643,2.643
"PladumEVm013144",8.067,8.237,7.686,8.067
"PladumEVm013145",7.101,9.27,6.916,7.101
"PladumEVm013146",18.129,18.935,19.747,18.935
"PladumEVm013147",2.911,3.285,3.269,3.269
"PladumEVm013149",2.446,2.436,2.741,2.446
"PladumEVm013152",1.45,1.88,2.014,1.88
"PladumEVm013153",12.041,11.328,11.472,11.472
"PladumEVm013157",3.09,2.617,3.562,3.09
"PladumEVm013158",2.034,1.746,2.118,2.034
"PladumEVm013161",0.817,1.334,1.167,1.167
"PladumEVm013162",5.985,5.359,5.945,5.945
"PladumEVm013165",5.876,4.873,5.043,5.043
"PladumEVm013166",2.806,1.394,1.678,1.678
"PladumEVm013171",2.485,4.749,2.802,2.802
"PladumEVm013172",1.378,1.348,0.955,1.348
"PladumEVm013175",4.71,4.363,4.81,4.71
"PladumEVm013178",2.192,1.821,2.252,2.192
"PladumEVm013181",4.233,4.307,4.156,4.233
"PladumEVm013183",1.955,1.383,1.999,1.955
"PladumEVm013186",11.926,12.006,10.748,11.926
"PladumEVm013190",1.075,1.614,1.329,1.329
"PladumEVm013191",1.804,1.816,2.274,1.816
"PladumEVm013195",13.061,15.508,13.31,13.31
"PladumEVm013196",1.724,1.445,5.417,1.724
"PladumEVm013198",1.119,1.743,1.467,1.467
"PladumEVm013199",4.845,5.073,12.12,5.073
"PladumEVm013209",3.494,4.137,4.136,4.136
"PladumEVm013210",3.25,3.302,8.887,3.302
"PladumEVm013212",1.381,1.432,1.44,1.432
"PladumEVm013217",39.102,35.459,37.917,37.917
"PladumEVm013218",2.695,3.207,2.775,2.775
"PladumEVm013219",4.843,5.7,5.891,5.7
"PladumEVm013220",2.478,2.439,2.483,2.478
"PladumEVm013222",2.894,2.527,2.805,2.805
"PladumEVm013224",2.004,2.976,2.54,2.54
"PladumEVm013225",3.428,5.294,3.168,3.428
"PladumEVm013226",58.769,50.804,57.268,57.268
"PladumEVm013228",1.116,1.499,3.044,1.499
"PladumEVm013229",3.633,5.04,5.33,5.04
"PladumEVm013234",4.6,3.718,4.795,4.6
"PladumEVm013236",36.589,42.779,35.905,36.589
"PladumEVm013238",2.836,3.701,3.026,3.026
"PladumEVm013242",2.989,1.397,2.651,2.651
"PladumEVm013244",2.484,2.709,3.409,2.709
"PladumEVm013245",12.308,12.139,11.991,12.139
"PladumEVm013246",1.229,1.409,1.612,1.409
"PladumEVm013247",30.078,32.645,28.071,30.078
"PladumEVm013248",1.709,1.415,1.421,1.421
"PladumEVm013249",2.346,3.21,1.961,2.346
"PladumEVm013251",2.117,2.028,2.36,2.117
"PladumEVm013252",0.792,1.085,2.272,1.085
"PladumEVm013254",1.037,1.147,1.425,1.147
"PladumEVm013255",9.668,8.416,8.464,8.464
"PladumEVm013257",59.748,73.476,61.98,61.98
"PladumEVm013258",19.535,14.937,16.139,16.139
"PladumEVm013259",4.73,5.197,5.416,5.197
"PladumEVm013260",2.156,6.215,5.294,5.294
"PladumEVm013262",6.161,5.885,7.454,6.161
"PladumEVm013263",9.539,7.921,7.634,7.921
"PladumEVm013265",0.808,1.236,1.115,1.115
"PladumEVm013267",1.647,1.46,1.942,1.647
"PladumEVm013268",1.439,1.325,1.502,1.439
"PladumEVm013272",3.884,3.268,10.239,3.884
"PladumEVm013273",7.882,2.976,2.588,2.976
"PladumEVm013274",2.868,3.131,2.773,2.868
"PladumEVm013275",2.436,2.336,3.232,2.436
"PladumEVm013278",11.736,12.273,12.433,12.273
"PladumEVm013279",1.785,2.604,3.169,2.604
"PladumEVm013283",36.133,37.099,33.718,36.133
"PladumEVm013285",1.405,2.108,3.349,2.108
"PladumEVm013290",4.577,3.267,3.572,3.572
"PladumEVm013291",7.519,11.912,8.471,8.471
"PladumEVm013293",2.437,2.474,1.958,2.437
"PladumEVm013294",5.05,3.275,4.838,4.838
"PladumEVm013296",3.731,3.35,4.113,3.731
"PladumEVm013303",22.682,24.999,21.092,22.682
"PladumEVm013304",7.132,10.777,9.141,9.141
"PladumEVm013305",13.233,15.15,12.946,13.233
"PladumEVm013306",1.041,0.984,3.151,1.041
"PladumEVm013308",0.839,1.383,1.768,1.383
"PladumEVm013310",2.554,2.229,2.584,2.554
"PladumEVm013311",1.065,1.179,3.323,1.179
"PladumEVm013313",3.464,3.625,3.736,3.625
"PladumEVm013315",2.368,2.23,2.444,2.368
"PladumEVm013316",28.336,30.473,36.505,30.473
"PladumEVm013317",2.107,1.737,4.887,2.107
"PladumEVm013325",1.082,0.846,1.23,1.082
"PladumEVm013327",2.806,2.427,3.077,2.806
"PladumEVm013328",14.775,15.434,13.268,14.775
"PladumEVm013330",2.602,2.487,2.785,2.602
"PladumEVm013332",2.757,2.121,2.408,2.408
"PladumEVm013333",1.951,2.693,2.723,2.693
"PladumEVm013334",3.011,3.485,2.803,3.011
"PladumEVm013335",8.707,11.082,9.932,9.932
"PladumEVm013336",0.77,1.162,1.485,1.162
"PladumEVm013337",2.44,2.323,2.409,2.409
"PladumEVm013338",6.102,7.444,5.052,6.102
"PladumEVm013341",3.706,3.73,3.746,3.73
"PladumEVm013342",1.157,1.653,3.543,1.653
"PladumEVm013343",1.146,1.079,2.489,1.146
"PladumEVm013344",7.616,9.207,8.979,8.979
"PladumEVm013349",11.698,13.632,12.742,12.742
"PladumEVm013350",13.794,13.46,14.117,13.794
"PladumEVm013352",1.492,1.288,1.371,1.371
"PladumEVm013353",1.76,1.575,4.892,1.76
"PladumEVm013355",2.12,1.381,1.267,1.381
"PladumEVm013356",11.417,12.118,14.766,12.118
"PladumEVm013364",1.035,0.745,1.222,1.035
"PladumEVm013365",5.54,6.414,5.996,5.996
"PladumEVm013367",3.339,3.351,4.128,3.351
"PladumEVm013368",7.338,8.534,7.432,7.432
"PladumEVm013369",23.029,21.348,23.053,23.029
"PladumEVm013370",11.67,16.354,14.804,14.804
"PladumEVm013371",2.414,2.463,2.356,2.414
"PladumEVm013374",4.176,4.041,4.358,4.176
"PladumEVm013376",5.656,4.451,3.976,4.451
"PladumEVm013378",32.724,34.059,27.253,32.724
"PladumEVm013379",5.221,3.693,4.737,4.737
"PladumEVm013380",13.313,15.532,12.78,13.313
"PladumEVm013381",3.39,1.71,2.623,2.623
"PladumEVm013382",1.755,1.16,2.15,1.755
"PladumEVm013383",2.105,2.108,1.88,2.105
"PladumEVm013384",7.5,5.717,6.087,6.087
"PladumEVm013385",4.277,2.848,4.644,4.277
"PladumEVm013387",1.814,1.82,4.183,1.82
"PladumEVm013390",2.67,3.31,2.784,2.784
"PladumEVm013391",115.499,180.553,124.958,124.958
"PladumEVm013392",26.912,30.346,28.928,28.928
"PladumEVm013395",1.209,1.168,3.046,1.209
"PladumEVm013405",14.464,33.855,24.543,24.543
"PladumEVm013407",3.319,2.806,7.087,3.319
"PladumEVm013410",1.111,1.096,0.875,1.096
"PladumEVm013411",7.721,9.692,9.229,9.229
"PladumEVm013412",8.509,11.185,13.755,11.185
"PladumEVm013413",5.198,8.465,7.795,7.795
"PladumEVm013414",49.317,50.633,46.748,49.317
"PladumEVm013416",15.161,15.437,14.008,15.161
"PladumEVm013417",0.941,1.25,1.466,1.25
"PladumEVm013420",2.417,2.085,2.22,2.22
"PladumEVm013421",2.349,2.78,7.97,2.78
"PladumEVm013424",2.823,4.093,2.96,2.96
"PladumEVm013425",1.163,1.002,2.589,1.163
"PladumEVm013428",1.198,0.757,3.722,1.198
"PladumEVm013435",4.157,3.017,3.417,3.417
"PladumEVm013437",60.606,48.029,161.621,60.606
"PladumEVm013438",2.004,1.819,2.377,2.004
"PladumEVm013441",4.293,3.843,3.699,3.843
"PladumEVm013442",1.694,2.141,1.964,1.964
"PladumEVm013444",3.438,2.79,8.476,3.438
"PladumEVm013449",16.18,13.601,44.658,16.18
"PladumEVm013453",11.91,11.072,12.579,11.91
"PladumEVm013454",1.045,1.166,2.598,1.166
"PladumEVm013455",803.959,849.335,733.854,803.959
"PladumEVm013458",6.335,6.29,5.979,6.29
"PladumEVm013460",18.797,22.653,16.708,18.797
"PladumEVm013461",14.278,20.8,17.318,17.318
"PladumEVm013464",2.131,1.611,1.428,1.611
"PladumEVm013466",0.851,1.586,1.158,1.158
"PladumEVm013467",2.521,3.111,2.909,2.909
"PladumEVm013468",3.569,3.623,4.26,3.623
"PladumEVm013469",1.81,1.795,1.421,1.795
"PladumEVm013471",1.552,1.221,1.281,1.281
"PladumEVm013472",1.108,1.304,0.739,1.108
"PladumEVm013473",4.222,4.501,4.656,4.501
"PladumEVm013479",4.682,5.59,7.196,5.59
"PladumEVm013480",1.758,1.799,4.636,1.799
"PladumEVm013484",1.467,1.057,3.774,1.467
"PladumEVm013486",0.907,1.282,1.016,1.016
"PladumEVm013495",0.83,1.085,1.726,1.085
"PladumEVm013496",4.089,3.92,4.196,4.089
"PladumEVm013499",0.821,1.467,1.328,1.328
"PladumEVm013500",19.114,22.3,22.087,22.087
"PladumEVm013501",2.308,2.303,2.029,2.303
"PladumEVm013502",3.974,4.365,10.592,4.365
"PladumEVm013504",11.246,12.627,7.395,11.246
"PladumEVm013505",6.593,7.288,5.111,6.593
"PladumEVm013507",2.311,1.64,1.991,1.991
"PladumEVm013508",4.656,5.707,4.969,4.969
"PladumEVm013509",112.874,132.461,122.234,122.234
"PladumEVm013510",1.62,1.404,1.4,1.404
"PladumEVm013512",29.663,24.167,25.384,25.384
"PladumEVm013513",145.516,141.032,137.956,141.032
"PladumEVm013514",1.555,1.265,1.444,1.444
"PladumEVm013517",4.307,3.795,4.103,4.103
"PladumEVm013518",1.665,1.726,1.663,1.665
"PladumEVm013520",3.835,3.41,3.757,3.757
"PladumEVm013522",7.168,7.978,8.52,7.978
"PladumEVm013526",1.862,1.388,1.775,1.775
"PladumEVm013531",2.513,2.54,6.801,2.54
"PladumEVm013539",1.989,1.903,2.182,1.989
"PladumEVm013541",3.036,2.954,2.707,2.954
"PladumEVm013543",2.583,3.056,7.491,3.056
"PladumEVm013546",4.021,5.038,4.421,4.421
"PladumEVm013547",18.727,22.396,22.557,22.396
"PladumEVm013548",3.849,3.822,4.237,3.849
"PladumEVm013549",1.004,0.603,2.467,1.004
"PladumEVm013550",1.295,1.429,3.399,1.429
"PladumEVm013552",23.066,25.034,32.119,25.034
"PladumEVm013553",2.169,2.025,1.688,2.025
"PladumEVm013556",2.366,2.652,2.68,2.652
"PladumEVm013565",1.381,1.045,3.736,1.381
"PladumEVm013566",4.468,4.514,4.01,4.468
"PladumEVm013568",2.026,4.313,4.338,4.313
"PladumEVm013569",2.592,2.163,1.693,2.163
"PladumEVm013572",7.381,7.619,7.291,7.381
"PladumEVm013573",4.566,4.165,4.452,4.452
"PladumEVm013574",136.875,162.185,114.799,136.875
"PladumEVm013575",21.141,7.683,17.471,17.471
"PladumEVm013577",5.262,5.45,6.648,5.45
"PladumEVm013578",2.123,2.608,2.772,2.608
"PladumEVm013579",1.814,2.08,1.65,1.814
"PladumEVm013580",4.053,5.888,4.706,4.706
"PladumEVm013584",1.114,0.701,2.596,1.114
"PladumEVm013588",1.539,1.668,1.311,1.539
"PladumEVm013590",2.321,2.336,1.914,2.321
"PladumEVm013595",2.419,3.264,9.422,3.264
"PladumEVm013600",0.964,1.069,3.927,1.069
"PladumEVm013602",9.071,8.148,7.919,8.148
"PladumEVm013604",13.304,18.476,13.81,13.81
"PladumEVm013605",1.643,1.492,1.963,1.643
"PladumEVm013607",3.778,4.761,4.405,4.405
"PladumEVm013610",1.985,1.761,1.036,1.761
"PladumEVm013611",4.763,5.792,5.562,5.562
"PladumEVm013612",1.351,2.123,1.691,1.691
"PladumEVm013615",5.285,5.136,5.304,5.285
"PladumEVm013616",5.169,5.262,3.389,5.169
"PladumEVm013619",3.316,2.505,3.335,3.316
"PladumEVm013620",13.939,15.356,16.223,15.356
"PladumEVm013624",3.75,3.663,10.045,3.75
"PladumEVm013628",1.637,2.465,5.282,2.465
"PladumEVm013630",30.695,41.496,46.063,41.496
"PladumEVm013631",22.43,27.97,19.196,22.43
"PladumEVm013633",6.826,6.174,7.744,6.826
"PladumEVm013636",4.575,3.928,6.295,4.575
"PladumEVm013638",7.679,10.194,8.881,8.881
"PladumEVm013641",3.134,2.878,2.673,2.878
"PladumEVm013643",3.999,2.156,2.779,2.779
"PladumEVm013644",24.253,30.965,30.119,30.119
"PladumEVm013646",2.12,1.458,2.046,2.046
"PladumEVm013648",13.632,9.66,10.762,10.762
"PladumEVm013649",2.193,2.371,3.301,2.371
"PladumEVm013652",1.97,1.733,5.399,1.97
"PladumEVm013653",2.978,3.362,3.722,3.362
"PladumEVm013655",2.637,1.662,1.693,1.693
"PladumEVm013656",10.449,12.458,13.367,12.458
"PladumEVm013663",8.963,9.771,7.728,8.963
"PladumEVm013664",13.915,16.654,14.074,14.074
"PladumEVm013665",114.894,116.982,108.71,114.894
"PladumEVm013666",15.799,20.141,14.623,15.799
"PladumEVm013668",0.73,2.298,2.006,2.006
"PladumEVm013669",1.238,1.555,1.189,1.238
"PladumEVm013670",4.249,2.458,2.507,2.507
"PladumEVm013671",2.845,2.385,2.819,2.819
"PladumEVm013674",13.085,14.614,14.239,14.239
"PladumEVm013676",6.324,7.494,7.318,7.318
"PladumEVm013677",2.728,4.075,8.855,4.075
"PladumEVm013678",1.961,3.357,3.149,3.149
"PladumEVm013679",2.932,2.712,2.9,2.9
"PladumEVm013680",3.879,4.46,3.19,3.879
"PladumEVm013683",3.461,3.526,3.476,3.476
"PladumEVm013685",4.921,6.304,5.595,5.595
"PladumEVm013688",4.858,7.404,117.233,7.404
"PladumEVm013689",2.106,1.824,2.019,2.019
"PladumEVm013690",2.652,2.444,3.344,2.652
"PladumEVm013691",2.158,2.016,2.21,2.158
"PladumEVm013692",2.055,2.011,5.838,2.055
"PladumEVm013695",1.156,1.131,2.509,1.156
"PladumEVm013698",11.692,14.336,11.644,11.692
"PladumEVm013700",9.271,11.372,10.84,10.84
"PladumEVm013703",0.788,1.632,1.289,1.289
"PladumEVm013704",2.577,2.272,2.419,2.419
"PladumEVm013708",1.858,2.723,2.718,2.718
"PladumEVm013710",1.958,1.848,1.62,1.848
"PladumEVm013711",7.754,6.598,6.113,6.598
"PladumEVm013712",0.813,1.183,2.411,1.183
"PladumEVm013713",3.339,2.898,4.482,3.339
"PladumEVm013716",1.673,1.891,1.574,1.673
"PladumEVm013718",1.587,1.705,1.365,1.587
"PladumEVm013721",3.495,3.202,3.523,3.495
"PladumEVm013723",38.5,41.738,37.756,38.5
"PladumEVm013726",1.504,1.665,1.569,1.569
"PladumEVm013729",4.71,3.743,3.069,3.743
"PladumEVm013730",12.209,9.709,9.33,9.709
"PladumEVm013733",0.38,1.453,1.136,1.136
"PladumEVm013738",4.53,6.525,14.684,6.525
"PladumEVm013744",4.995,3.718,7.868,4.995
"PladumEVm013746",3.085,3.256,2.175,3.085
"PladumEVm013747",1.555,2.635,1.838,1.838
"PladumEVm013748",3.613,8.561,10.96,8.561
"PladumEVm013749",2.741,2.469,2.521,2.521
"PladumEVm013751",1.816,1.261,1.22,1.261
"PladumEVm013752",102.039,106.554,87.684,102.039
"PladumEVm013753",3.115,3.97,3.971,3.97
"PladumEVm013755",25.821,31.408,26.501,26.501
"PladumEVm013757",2.107,2.005,6.409,2.107
"PladumEVm013760",4.981,4.926,5.626,4.981
"PladumEVm013761",6.249,4.433,4.664,4.664
"PladumEVm013762",1.42,1.09,2.389,1.42
"PladumEVm013765",3.737,2.305,3.164,3.164
"PladumEVm013766",3.645,4.287,3.479,3.645
"PladumEVm013768",6.316,4.584,5.052,5.052
"PladumEVm013769",7.58,5.97,19.202,7.58
"PladumEVm013771",1.424,1.231,4.648,1.424
"PladumEVm013772",40.461,47.102,48.055,47.102
"PladumEVm013773",1.067,0.593,2.239,1.067
"PladumEVm013774",15.894,15.645,16.165,15.894
"PladumEVm013777",7.481,7.213,8.76,7.481
"PladumEVm013780",3.857,4.277,10.235,4.277
"PladumEVm013782",1.626,2.385,1.472,1.626
"PladumEVm013783",11.589,12.364,13.387,12.364
"PladumEVm013785",2.341,1.988,2.235,2.235
"PladumEVm013786",1.39,1.586,1.283,1.39
"PladumEVm013789",5.676,6.463,6.286,6.286
"PladumEVm013790",1.325,1.239,1.899,1.325
"PladumEVm013791",4.713,5.445,5.989,5.445
"PladumEVm013797",1.294,1.173,1.25,1.25
"PladumEVm013798",2.998,2.702,2.867,2.867
"PladumEVm013800",3.793,2.896,2.902,2.902
"PladumEVm013803",2.341,2.203,7.825,2.341
"PladumEVm013804",1.49,1.545,1.839,1.545
"PladumEVm013807",7.583,9.099,9.914,9.099
"PladumEVm013808",3.721,3.935,3.837,3.837
"PladumEVm013809",3.275,3.653,5.169,3.653
"PladumEVm013810",2.519,2.677,3.713,2.677
"PladumEVm013813",15.901,15.365,18.814,15.901
"PladumEVm013814",4.843,4.906,7.196,4.906
"PladumEVm013816",4.976,4.629,5.155,4.976
"PladumEVm013821",1.319,1.431,1.184,1.319
"PladumEVm013824",13.662,12.788,11.929,12.788
"PladumEVm013825",1.27,1.206,1.219,1.219
"PladumEVm013829",3.776,3.877,4.122,3.877
"PladumEVm013830",1.689,1.481,1.327,1.481
"PladumEVm013832",3.306,2.765,8.618,3.306
"PladumEVm013833",52.659,52.92,50.9,52.659
"PladumEVm013834",2.858,2.232,2.728,2.728
"PladumEVm013835",3.439,4.018,4.347,4.018
"PladumEVm013837",99.862,100.1,90.593,99.862
"PladumEVm013838",1.595,2.124,2.939,2.124
"PladumEVm013839",1.701,1.265,1.338,1.338
"PladumEVm013841",1.441,1.391,1.844,1.441
"PladumEVm013842",2.63,2.154,2.255,2.255
"PladumEVm013845",20.688,22.877,22.29,22.29
"PladumEVm013846",2.073,2.199,2.554,2.199
"PladumEVm013849",6.502,7.08,5.952,6.502
"PladumEVm013850",13.472,12.388,13.286,13.286
"PladumEVm013852",3.301,5.065,5.688,5.065
"PladumEVm013853",28.718,34.94,32.639,32.639
"PladumEVm013855",0.936,1.115,2.525,1.115
"PladumEVm013856",1.419,1.452,0.727,1.419
"PladumEVm013857",4.333,4.291,4.858,4.333
"PladumEVm013858",1.45,1.454,1.139,1.45
"PladumEVm013859",3.708,2.947,4.075,3.708
"PladumEVm013860",1.237,1.23,1.223,1.23
"PladumEVm013861",2.284,2.331,6.192,2.331
"PladumEVm013866",1.864,3.181,2.113,2.113
"PladumEVm013867",0.963,1.343,1.329,1.329
"PladumEVm013869",5.237,3.763,5.163,5.163
"PladumEVm013871",1.164,0.797,1.721,1.164
"PladumEVm013872",0.075,1.354,1.263,1.263
"PladumEVm013873",2.388,1.815,1.976,1.976
"PladumEVm013874",17.785,18.701,16.98,17.785
"PladumEVm013875",4.214,4.432,5.188,4.432
"PladumEVm013879",1.541,1.274,2.555,1.541
"PladumEVm013880",2.174,2.219,5.69,2.219
"PladumEVm013882",1.854,2.747,1.89,1.89
"PladumEVm013883",1.017,0.847,3.544,1.017
"PladumEVm013885",2.193,1.959,2.387,2.193
"PladumEVm013886",1.157,1.709,1.904,1.709
"PladumEVm013887",56.957,48.289,49.221,49.221
