up_regulated_genes	down_regulated_genes	Gene_with_mouse_annotation	Cluster_0	Cluster_1	Cluster_2	Cluster_3	Cluster_4	Cluster_5	Cluster_6	Cluster_7	Cluster_8	Cluster_9	Cluster_10	Cluster_11
1319	1233	45.1018808777429	42.7115987460815	17.0454545454545	7.71943573667712	6.1128526645768	2.07680250783699	4.858934169279	5.72100313479624	1.99843260188088	5.64263322884013	3.13479623824451	1.99843260188088	0.979623824451411
