up_regulated_genes	down_regulated_genes	Gene_with_mouse_annotation	Cluster_0	Cluster_1	Cluster_2	Cluster_3	Cluster_4	Cluster_5	Cluster_6	Cluster_7	Cluster_8	Cluster_9	Cluster_10	Cluster_11
744	645	49.244060475162	32.5413966882649	21.2383009359251	5.39956803455724	3.95968322534197	11.9510439164867	4.82361411087113	7.84737221022318	2.15982721382289	5.25557955363571	2.23182145428366	1.43988480921526	1.15190784737221
