""	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"PladumEVm014965"	0.0899232700064631	5.78361284429992	0.138900623053154	0.709376396873969	0.888156737991099
"PladumEVm145570"	0.21045133217383	0.150801104207775	0.138801226518276	0.70947567551744	0.888249207256381
"PladumEVm080499"	0.131477441533142	7.54521492255603	0.138712756982954	0.709564074177541	0.888328048863735
"PladumEVm015070"	0.153499534905625	0.14105138075061	0.138681893409889	0.709594920577468	0.888334835718089
"PladumEVm102049"	0.0920461828487036	4.06510520544529	0.138635380212969	0.709641415277935	0.888361211336287
"PladumEVm015265"	-0.121185678899256	0.0987323149641194	0.138565476759626	0.709711307639293	0.888416874264959
"PladumEVm053727"	0.0755211652409501	11.27764983858	0.138536703409272	0.709740082255507	0.888421063840826
"PladumEVm010143"	0.126382990689727	0.745430682173285	0.138485429940835	0.709791366413758	0.888444909348823
"PladumEVm033564"	-0.093203832335488	1.67553065943031	0.138466814085071	0.709809988825182	0.888444909348823
"PladumEVm014599"	-0.140291773656355	3.53391584354483	0.138287336168354	0.709989603095089	0.888637891547172
"PladumEVm069020"	0.117280913560371	3.09501108943241	0.138199050844349	0.710078004176991	0.888716699668287
"PladumEVm153604"	-0.122811764137667	1.57621871865453	0.137941096197185	0.710336481329435	0.889006956778279
"PladumEVm008396"	-0.114610896626276	0.214714678466869	0.137913306971311	0.710364343249474	0.889006956778279
"PladumEVm019330"	-0.0803655044324068	2.87621933895019	0.137891458542802	0.710386251074523	0.889006956778279
"PladumEVm103302"	0.123916371995079	3.90533239428849	0.13784468359385	0.710433159825448	0.889018815697062
"PladumEVm001047"	-0.104265780296815	0.813506993636	0.137812599140385	0.710465341294525	0.889018815697062
"PladumEVm023900"	0.0673839568666812	6.60331404490118	0.137763091880288	0.710515006616371	0.889018815697062
"PladumEVm042325"	-0.177568449085599	3.57146063589651	0.137734602003801	0.71054359205527	0.889018815697062
"PladumEVm015795"	0.131466045035247	0.77907934988789	0.137721548890627	0.710556690075547	0.889018815697062
"PladumEVm065332"	-0.247776839380644	-0.0842754692755123	0.13771606836632	0.710562189665201	0.889018815697062
"PladumEVm109576"	-0.136633283109262	0.115446438058866	0.137704457363517	0.710573841471025	0.889018815697062
"PladumEVm055611"	0.105354913843424	2.39527593852997	0.137578608896588	0.710700168062379	0.889145027103931
"PladumEVm021384"	-0.129075060771228	0.996605855088641	0.137546637018693	0.710732271877389	0.889153353162564
"PladumEVm092186"	0.38010480800113	-0.0614635031541175	0.137500497192391	0.710778609590379	0.889166444238711
"PladumEVm072771"	-0.211592709381934	-0.0290097750839864	0.137463794114751	0.710815476397766	0.889166444238711
