up_regulated_genes	down_regulated_genes	Gene_with_mouse_annotation	Cluster_0	Cluster_1	Cluster_2	Cluster_3	Cluster_4	Cluster_5	Cluster_6	Cluster_7	Cluster_8	Cluster_9	Cluster_10	Cluster_11
1302	1293	48.9402697495183	37.9961464354528	20.655105973025	6.35838150289017	6.58959537572254	1.77263969171484	4.89402697495183	7.01348747591522	3.66088631984586	4.50867052023121	3.73795761078998	1.88824662813102	0.92485549132948
