up_regulated_genes	down_regulated_genes	Gene_with_mouse_annotation	Cluster_0	Cluster_1	Cluster_2	Cluster_3	Cluster_4	Cluster_5	Cluster_6	Cluster_7	Cluster_8	Cluster_9	Cluster_10	Cluster_11
1469	1090	48.3001172332943	40.3673309886674	14.6932395466979	10.0820633059789	7.97186400937866	1.91481047284095	3.08714341539664	5.978898007034	3.16529894490035	6.64322000781555	3.00898788589293	2.26651035560766	0.82063305978898
