"","DMSO_1dpa_rep1","DMSO_1dpa_rep2","DMSO_1dpa_rep3","median_DMSO_1dpa"
"PladumEVm009568",20.599,14.284,19.537,19.537
"PladumEVm009578",11.952,16.76,12.118,12.118
"PladumEVm009581",10.219,10.031,10.705,10.219
"PladumEVm009582",39.934,53.481,39.913,39.934
"PladumEVm009590",36.874,33.935,31.034,33.935
"PladumEVm009591",13.265,11.335,12.34,12.34
"PladumEVm009610",11.309,11.295,16.862,11.309
"PladumEVm009612",14.096,13.055,15.901,14.096
"PladumEVm009614",1950.098,1283.065,1962.748,1950.098
"PladumEVm009623",264.053,198.065,244.324,244.324
"PladumEVm009631",11.021,10.74,9.957,10.74
"PladumEVm009663",14.746,12.084,15.023,14.746
"PladumEVm009712",58.658,42.621,52.637,52.637
"PladumEVm009729",11.371,9.629,12.731,11.371
"PladumEVm009741",25.118,21.903,28.013,25.118
"PladumEVm009747",11.097,13.605,16.19,13.605
"PladumEVm009771",24.853,16.632,21.582,21.582
"PladumEVm009772",11.711,11.178,14.62,11.711
"PladumEVm009778",162.176,153.489,167.224,162.176
"PladumEVm009801",10.458,14.807,19.747,14.807
"PladumEVm009807",22.567,20.822,17.441,20.822
"PladumEVm009826",21.753,14.592,18.976,18.976
"PladumEVm009827",19.817,15.881,17.096,17.096
"PladumEVm009838",15.314,11.81,12.315,12.315
"PladumEVm009846",9.461,11.293,10.948,10.948
"PladumEVm009856",13.576,10.235,18.083,13.576
"PladumEVm009857",148.555,119.483,132.021,132.021
"PladumEVm009862",26.815,34.916,43.633,34.916
"PladumEVm009864",13.218,13.993,13.642,13.642
"PladumEVm009867",10.978,10.191,8.41,10.191
"PladumEVm009887",14.17,12.724,12.507,12.724
"PladumEVm009943",18.542,12.93,18.763,18.542
"PladumEVm009947",9.129,11.548,12.436,11.548
"PladumEVm009955",11.396,9.067,10.925,10.925
"PladumEVm009956",32.684,27.795,33.54,32.684
"PladumEVm009958",11.877,9.657,13.111,11.877
"PladumEVm009966",11.208,7.496,12.889,11.208
"PladumEVm009967",11.816,12.283,8.363,11.816
"PladumEVm009975",47.506,81.145,76.715,76.715
"PladumEVm009984",457.575,321.021,250.573,321.021
"PladumEVm010001",24.081,21.528,22.783,22.783
"PladumEVm010022",18.926,11.505,19.676,18.926
"PladumEVm010024",21.689,16.068,21.058,21.058
"PladumEVm010036",24.89,22.808,28.525,24.89
"PladumEVm010041",24.344,47.459,36.362,36.362
"PladumEVm010045",11.641,10.79,13.303,11.641
"PladumEVm010050",1343.218,1496.803,1579.194,1496.803
"PladumEVm010057",11.138,8.34,13.451,11.138
"PladumEVm010065",9.673,10.186,11.657,10.186
"PladumEVm010077",21.559,16.736,19.466,19.466
"PladumEVm010086",21.634,17.583,26.406,21.634
"PladumEVm010088",11.536,17.932,22.38,17.932
"PladumEVm010090",19.34,15.819,17.303,17.303
"PladumEVm010113",50.846,36.268,51.629,50.846
"PladumEVm010123",1.479,25.083,57.524,25.083
"PladumEVm010124",12.928,9.403,12.584,12.584
"PladumEVm010132",11.751,11.126,9.893,11.126
"PladumEVm010138",15.553,16.189,25.294,16.189
"PladumEVm010151",21.507,17.134,19.44,19.44
"PladumEVm010200",15.161,14.594,16.69,15.161
"PladumEVm010206",13.885,9.907,14.033,13.885
"PladumEVm010214",24.228,17.216,25.957,24.228
"PladumEVm010219",16.977,13.805,13.264,13.805
"PladumEVm010223",14.394,14.213,17.823,14.394
"PladumEVm010235",25.534,24.215,27.697,25.534
"PladumEVm010239",43.801,30.977,51.211,43.801
"PladumEVm010290",66.177,48.773,49.858,49.858
"PladumEVm010293",49.128,51.731,58.534,51.731
"PladumEVm010307",16.133,19.331,25.223,19.331
"PladumEVm010319",16.751,13.228,14.78,14.78
"PladumEVm010328",48.555,29.032,32.766,32.766
"PladumEVm010348",29.939,30.321,25.731,29.939
"PladumEVm010362",31.191,34.872,36.865,34.872
"PladumEVm010368",59.946,58.517,68.029,59.946
"PladumEVm010375",15.877,13.883,16.259,15.877
"PladumEVm010397",20.952,13.377,19.307,19.307
"PladumEVm010409",15.346,17.012,15.253,15.346
"PladumEVm010412",16.31,12.711,14.418,14.418
"PladumEVm010423",60.315,52.766,54.58,54.58
"PladumEVm010435",19.403,17.983,16.156,17.983
"PladumEVm010449",12.434,11.037,11.86,11.86
"PladumEVm010458",22.387,23.113,24.201,23.113
"PladumEVm010463",28.082,13.546,12.668,13.546
"PladumEVm010468",62.61,65.888,75.415,65.888
"PladumEVm010471",133.002,103.239,151.462,133.002
"PladumEVm010472",10.701,6.969,10.41,10.41
"PladumEVm010481",106.289,112.161,120.31,112.161
"PladumEVm010488",12.524,10.463,10.655,10.655
"PladumEVm010499",15.513,20.062,17.157,17.157
"PladumEVm010501",12.036,8.743,12.132,12.036
"PladumEVm010503",34.431,24.879,18.726,24.879
"PladumEVm010505",13.865,10.9,15.524,13.865
"PladumEVm010507",26.465,22.973,24.024,24.024
"PladumEVm010521",16.039,18.095,19.012,18.095
"PladumEVm010523",59.225,55.069,68.823,59.225
"PladumEVm010525",14.803,13.226,17.793,14.803
"PladumEVm010530",11.202,7.604,11.067,11.067
"PladumEVm010555",24.324,20.388,25.03,24.324
"PladumEVm010558",34.696,28.731,43.266,34.696
"PladumEVm010567",21.53,37.368,32.627,32.627
"PladumEVm010573",11.16,8.157,10.347,10.347
"PladumEVm010602",18.619,12.355,19.933,18.619
"PladumEVm010606",11.223,9.032,10.386,10.386
"PladumEVm010618",108.94,132.976,118.713,118.713
"PladumEVm010619",23.471,20.675,24.357,23.471
"PladumEVm010622",11.223,10.823,12.64,11.223
"PladumEVm010630",18.18,13.721,22.098,18.18
"PladumEVm010636",30.356,23.404,26.006,26.006
"PladumEVm010649",27.04,20.144,19.111,20.144
"PladumEVm010664",12.076,7.565,13.384,12.076
"PladumEVm010706",17.502,12.527,13.224,13.224
"PladumEVm010709",83.761,91.995,121.399,91.995
"PladumEVm010714",19.531,30.055,25.736,25.736
"PladumEVm010716",26.923,18.23,20.925,20.925
"PladumEVm010719",27.413,15.932,25.871,25.871
"PladumEVm010720",22.241,13.941,24.668,22.241
"PladumEVm010733",89.902,69.245,96.033,89.902
"PladumEVm010763",15.408,11.38,17.981,15.408
"PladumEVm010777",12.663,10.258,7.682,10.258
"PladumEVm010831",12.25,7.046,13.628,12.25
"PladumEVm010840",17.195,13.887,14.397,14.397
"PladumEVm010872",22.798,18.593,25.134,22.798
"PladumEVm010916",21.329,21.407,26.741,21.407
"PladumEVm010921",73.522,69.198,81.428,73.522
"PladumEVm010936",11.733,11.171,12.56,11.733
"PladumEVm010944",15.082,11.071,13.789,13.789
"PladumEVm010964",351.557,340.353,384.423,351.557
"PladumEVm010966",28.51,18.683,25.387,25.387
"PladumEVm010974",18.495,15.208,15.918,15.918
"PladumEVm010980",8.478,10.945,10.133,10.133
"PladumEVm010997",29.384,22.017,21.629,22.017
"PladumEVm011008",20.917,14.869,23.29,20.917
"PladumEVm011037",9.884,12.815,14.239,12.815
"PladumEVm011066",20.953,21.664,31.596,21.664
"PladumEVm011074",15.492,19.685,26.357,19.685
"PladumEVm011077",2212.02,2758.316,2154.695,2212.02
"PladumEVm011080",18.235,14.255,18.633,18.235
"PladumEVm011081",12.18,8.116,10.687,10.687
"PladumEVm011082",21.845,17.265,20.131,20.131
"PladumEVm011086",15.647,15.599,21.011,15.647
"PladumEVm011093",33.103,27.929,39.369,33.103
"PladumEVm011099",13.612,13.889,17.762,13.889
"PladumEVm011130",11.731,9.785,13.601,11.731
"PladumEVm011146",13.056,11.105,14.41,13.056
"PladumEVm011148",36.105,30.653,46.032,36.105
"PladumEVm011151",14.143,11.136,11.252,11.252
"PladumEVm011155",11.119,8.207,15.067,11.119
"PladumEVm011165",34.621,26.579,33.19,33.19
"PladumEVm011189",48.936,41.521,45.62,45.62
"PladumEVm011190",1.042,12.92,23.691,12.92
"PladumEVm011198",16.37,11.911,15.858,15.858
"PladumEVm011201",94.87,93.188,106.181,94.87
"PladumEVm011207",11.464,8.776,10.981,10.981
"PladumEVm011209",13.566,10.956,12.59,12.59
"PladumEVm011224",17.076,22.48,20.282,20.282
"PladumEVm011226",13.116,8.238,13.32,13.116
"PladumEVm011244",8.934,12.309,10.168,10.168
"PladumEVm011251",30.414,22.583,31.001,30.414
"PladumEVm011266",14.983,9.042,10.374,10.374
"PladumEVm011302",11.623,12.899,13.738,12.899
"PladumEVm011307",23.788,19.11,25.067,23.788
"PladumEVm011310",20.693,17.086,21.466,20.693
"PladumEVm011314",33.337,26.177,27.335,27.335
"PladumEVm011341",28.927,20.909,32.812,28.927
"PladumEVm011342",12.547,17.592,15.836,15.836
"PladumEVm011347",17.74,13.294,17.802,17.74
"PladumEVm011357",25.053,24.076,33.559,25.053
"PladumEVm011362",12.021,11.644,14.655,12.021
"PladumEVm011375",18.925,10.801,15.732,15.732
"PladumEVm011390",13.07,14.099,18,14.099
"PladumEVm011391",19.68,15.094,18.872,18.872
"PladumEVm011392",11.55,12.121,14.25,12.121
"PladumEVm011397",12.184,12.008,11.043,12.008
"PladumEVm011399",20.404,26.095,24.374,24.374
"PladumEVm011432",109.298,86.036,105.497,105.497
"PladumEVm011436",14.015,10.215,12.414,12.414
"PladumEVm011441",13.899,9.47,13.821,13.821
"PladumEVm011445",18.048,29.818,28.663,28.663
"PladumEVm011455",11.716,12.166,13.215,12.166
"PladumEVm011456",131.137,102.523,132.979,131.137
"PladumEVm011457",10.522,9.548,13.064,10.522
"PladumEVm011473",36.148,32.59,46.037,36.148
"PladumEVm011484",16.597,12.11,13.67,13.67
"PladumEVm011497",12.677,11.881,13.152,12.677
"PladumEVm011524",27.769,21.852,30.847,27.769
"PladumEVm011527",11.499,9.972,11.876,11.499
"PladumEVm011540",29.295,23.09,21.309,23.09
"PladumEVm011555",66.121,67.225,60.467,66.121
"PladumEVm011576",24.362,16.335,28.266,24.362
"PladumEVm011583",10.138,10.43,12.63,10.43
"PladumEVm011590",11.702,13.449,16.023,13.449
"PladumEVm011612",26.235,22.396,35.202,26.235
"PladumEVm011617",13.421,15.154,15.048,15.048
"PladumEVm011641",12.519,11.406,16.517,12.519
"PladumEVm011647",16.368,15.094,16.031,16.031
"PladumEVm011648",21.405,16.501,22.431,21.405
"PladumEVm011653",13.624,13.711,12.307,13.624
"PladumEVm011663",8.473,13.911,12.396,12.396
"PladumEVm011665",28.191,19.627,32.765,28.191
"PladumEVm011674",60.728,74.948,67.865,67.865
"PladumEVm011675",15.438,12.621,17.454,15.438
"PladumEVm011678",22.057,18.738,30.353,22.057
"PladumEVm011695",12.189,9.844,12.604,12.189
"PladumEVm011713",24.445,9.712,17.054,17.054
"PladumEVm011718",9.91,10.526,11.914,10.526
"PladumEVm011727",36.121,45.374,51.023,45.374
"PladumEVm011736",218.259,184.064,265.332,218.259
"PladumEVm011751",13.99,14.385,15.506,14.385
"PladumEVm011765",17.884,13.179,16.789,16.789
"PladumEVm011769",31.971,46.237,57.045,46.237
"PladumEVm011794",10.876,11.857,13.031,11.857
"PladumEVm011835",28.634,38.519,29.359,29.359
"PladumEVm011836",10.642,10.863,14.298,10.863
"PladumEVm011839",71.581,47.825,62.518,62.518
"PladumEVm011865",39.621,83.389,71.508,71.508
"PladumEVm011866",11.716,9.583,15.468,11.716
"PladumEVm011880",10.207,9.961,11.645,10.207
"PladumEVm011898",13.613,9.845,11.019,11.019
"PladumEVm011917",13.768,6.164,10.111,10.111
"PladumEVm011924",15.172,15.089,19.28,15.172
"PladumEVm011926",19.045,27.974,21.215,21.215
"PladumEVm011932",13.603,11.757,12.337,12.337
"PladumEVm011938",23.226,20.587,26.298,23.226
"PladumEVm011941",11.08,8.802,10.353,10.353
"PladumEVm011949",9.902,11.362,11.962,11.362
"PladumEVm011953",12.596,20.186,27.095,20.186
"PladumEVm011959",21.658,20.881,23.123,21.658
"PladumEVm011961",27.298,19.846,22.962,22.962
"PladumEVm011973",40.202,28.142,39.317,39.317
"PladumEVm011974",23.764,14.265,23.835,23.764
"PladumEVm011984",12.653,9.679,13.783,12.653
"PladumEVm011987",1.291,14.296,27.548,14.296
"PladumEVm012001",16.653,13.431,13.534,13.534
"PladumEVm012011",12.884,8.769,17.807,12.884
"PladumEVm012015",15.427,11.808,14.8,14.8
"PladumEVm012029",27.973,27.626,27.308,27.626
"PladumEVm012043",49.779,36.525,53.469,49.779
"PladumEVm012048",18.222,17.056,15.051,17.056
"PladumEVm012062",15.309,11.205,10.454,11.205
"PladumEVm012064",7.884,11.904,13.837,11.904
"PladumEVm012071",11.09,10.941,10.793,10.941
"PladumEVm012081",20.472,19.973,23.181,20.472
"PladumEVm012098",12.292,10.884,14.285,12.292
"PladumEVm012105",22.915,19.613,25.202,22.915
"PladumEVm012112",28.605,24.529,27.622,27.622
"PladumEVm012124",90.048,62.044,77.582,77.582
"PladumEVm012125",21.877,14.633,20.086,20.086
"PladumEVm012143",1.539,15.99,37.862,15.99
"PladumEVm012160",18.557,11.845,15.971,15.971
"PladumEVm012164",22.541,18,24.57,22.541
"PladumEVm012179",149.206,128.895,141.73,141.73
"PladumEVm012194",24.884,36.214,29.454,29.454
"PladumEVm012199",16.58,15.603,15.084,15.603
"PladumEVm012208",29.964,33.371,32.213,32.213
"PladumEVm012221",12.774,10.546,9.168,10.546
"PladumEVm012223",18.747,16.188,17.597,17.597
"PladumEVm012228",382.566,265.392,412.887,382.566
"PladumEVm012229",14.42,13.912,14.364,14.364
"PladumEVm012235",11.02,8.858,10.705,10.705
"PladumEVm012261",16.463,14.81,17.157,16.463
"PladumEVm012262",10.114,11.692,14.953,11.692
"PladumEVm012265",14.971,9.956,14.97,14.97
"PladumEVm012285",31.535,31.45,39.552,31.535
"PladumEVm012347",16.826,16.549,16.28,16.549
"PladumEVm012390",10.224,10.869,11.25,10.869
"PladumEVm012399",30.081,31.449,26.16,30.081
"PladumEVm012408",9.596,10.988,15.529,10.988
"PladumEVm012413",40.859,36.573,47.472,40.859
"PladumEVm012421",13.954,25.72,19.306,19.306
"PladumEVm012427",75.542,52.082,76.608,75.542
"PladumEVm012431",18.83,16.956,20.058,18.83
"PladumEVm012439",41.737,35.074,42.275,41.737
"PladumEVm012443",19.39,19.019,18.314,19.019
"PladumEVm012450",16.493,19.275,18.103,18.103
"PladumEVm012465",29.114,68.068,69.027,68.068
"PladumEVm012469",41.162,28.914,43.44,41.162
"PladumEVm012477",24.055,25.016,30.56,25.016
"PladumEVm012481",125.566,108.552,123.139,123.139
"PladumEVm012484",13.79,11.607,13.068,13.068
"PladumEVm012487",11.814,9.985,10.31,10.31
"PladumEVm012501",63.3,79.713,92.366,79.713
"PladumEVm012508",6.623,14.766,13.877,13.877
"PladumEVm012519",15.861,19.3,22.077,19.3
"PladumEVm012537",14.804,15.205,16.305,15.205
"PladumEVm012545",10.495,10.684,9.961,10.495
"PladumEVm012547",9.839,10.21,16.12,10.21
"PladumEVm012553",10.543,11.568,14.462,11.568
"PladumEVm012555",170.902,126.179,125.713,126.179
"PladumEVm012574",22.327,17.808,20.554,20.554
"PladumEVm012587",14.643,11.732,12.099,12.099
"PladumEVm012590",27.682,19.432,23.284,23.284
"PladumEVm012602",16.826,16.514,17.002,16.826
"PladumEVm012660",35.079,30.787,32.637,32.637
"PladumEVm012673",11.195,15.171,10.082,11.195
"PladumEVm012676",24.748,22.163,24.54,24.54
"PladumEVm012686",76.354,52.761,66.449,66.449
"PladumEVm012699",20.441,23.709,18.355,20.441
"PladumEVm012727",18.555,16.372,15.399,16.372
"PladumEVm012731",2.289,19.713,53.324,19.713
"PladumEVm012736",12.926,8.338,10.418,10.418
"PladumEVm012737",17.68,17.926,18.465,17.926
"PladumEVm012739",1.486,10.203,23.316,10.203
"PladumEVm012755",12.875,12.84,13.222,12.875
"PladumEVm012758",11.866,14.939,10.114,11.866
"PladumEVm012765",18.743,19.236,26.915,19.236
"PladumEVm012767",12.349,9.097,13.406,12.349
"PladumEVm012773",20.439,18.188,18.897,18.897
"PladumEVm012793",16.936,12.866,16.122,16.122
"PladumEVm012797",94.476,77.499,81.354,81.354
"PladumEVm012814",20.662,17.516,21.224,20.662
"PladumEVm012825",16.597,12.45,12.224,12.45
"PladumEVm012826",29.465,27.253,29.686,29.465
"PladumEVm012849",14.744,19.874,19.236,19.236
"PladumEVm012887",13.695,17.868,19.216,17.868
"PladumEVm012890",14.325,10.64,12.287,12.287
"PladumEVm012900",15.372,15.483,15.753,15.483
"PladumEVm012908",14.892,20.381,23.121,20.381
"PladumEVm012930",15.908,13.833,18.417,15.908
"PladumEVm012940",12.354,16.135,14.642,14.642
"PladumEVm012947",23.335,9.026,11.94,11.94
"PladumEVm012961",14.168,12.402,19.486,14.168
"PladumEVm012974",26.058,27.244,26.448,26.448
"PladumEVm012975",15.659,14.278,14.994,14.994
"PladumEVm012980",10.488,10.989,11.59,10.989
"PladumEVm012991",23.013,22.085,20.465,22.085
"PladumEVm012994",16.443,11.895,14.211,14.211
"PladumEVm013039",29.495,27.623,31.617,29.495
"PladumEVm013043",10.552,10.824,10.317,10.552
"PladumEVm013056",9.263,11.349,10.466,10.466
"PladumEVm013059",11.781,9.86,10.063,10.063
"PladumEVm013061",8.874,12.823,11.294,11.294
"PladumEVm013063",20.237,20.383,23.811,20.383
"PladumEVm013065",11.61,9.454,11.065,11.065
"PladumEVm013075",37.829,31.425,45.175,37.829
"PladumEVm013090",0.44,12.027,24.847,12.027
"PladumEVm013146",25.264,17.77,23.235,23.235
"PladumEVm013153",11.955,12.126,13.952,12.126
"PladumEVm013186",11.17,10.474,12.87,11.17
"PladumEVm013195",16.336,13.529,21.755,16.336
"PladumEVm013217",40.091,39.584,41.585,40.091
"PladumEVm013226",42.698,35.322,43.154,42.698
"PladumEVm013236",41.39,35.999,39.926,39.926
"PladumEVm013245",9.705,10.798,11.226,10.798
"PladumEVm013247",29.703,30.076,22.87,29.703
"PladumEVm013257",57.373,51.424,66.855,57.373
"PladumEVm013258",16.634,14.009,16.142,16.142
"PladumEVm013278",14.369,12.059,13.319,13.319
"PladumEVm013283",44.363,39.678,37.786,39.678
"PladumEVm013291",9.237,11.521,11.692,11.521
"PladumEVm013303",27.094,22.181,25.771,25.771
"PladumEVm013305",10.343,10.336,10.942,10.343
"PladumEVm013316",39.799,30.132,47.92,39.799
"PladumEVm013328",13.836,12.261,15.516,13.836
"PladumEVm013344",11.469,10.295,12.907,11.469
"PladumEVm013349",20.774,17.365,23.314,20.774
"PladumEVm013350",13.749,14.188,17.863,14.188
"PladumEVm013356",16.547,12.62,18.702,16.547
"PladumEVm013369",27.891,22.417,25.664,25.664
"PladumEVm013370",13.499,16.08,17.54,16.08
"PladumEVm013378",22.119,22.986,24.107,22.986
"PladumEVm013380",14.216,13.004,15.029,14.216
"PladumEVm013391",167.421,154.689,166.202,166.202
"PladumEVm013392",40.978,32.207,38.38,38.38
"PladumEVm013405",35.885,46.543,85.595,46.543
"PladumEVm013411",7.622,10.916,11.212,10.916
"PladumEVm013413",10.451,14.249,13.954,13.954
"PladumEVm013414",58.776,61.399,52.706,58.776
"PladumEVm013416",13.745,16.307,15.928,15.928
"PladumEVm013437",1.091,23.7,62.055,23.7
"PladumEVm013453",12.534,10.975,12.842,12.534
"PladumEVm013455",883.337,664.198,851.903,851.903
"PladumEVm013460",18.99,17.783,22.944,18.99
"PladumEVm013461",10.577,19.167,20.07,19.167
"PladumEVm013500",10.079,16.283,13.313,13.313
"PladumEVm013504",11.148,14.76,12.579,12.579
"PladumEVm013509",128.216,113.642,118.461,118.461
"PladumEVm013512",39.045,41.268,41.482,41.268
"PladumEVm013513",224.874,152.589,193.121,193.121
"PladumEVm013547",26.889,23.991,22.667,23.991
"PladumEVm013552",21.64,15.351,28.436,21.64
"PladumEVm013574",128.657,137.728,155.042,137.728
"PladumEVm013575",24.892,7.493,14.949,14.949
"PladumEVm013604",13.7,11.58,13.222,13.222
"PladumEVm013620",18.048,15.72,19.216,18.048
"PladumEVm013630",41.285,41.371,50.732,41.371
"PladumEVm013631",19.524,23.717,24.987,23.717
"PladumEVm013644",26.805,28.95,34.302,28.95
"PladumEVm013656",22.627,20.037,28.526,22.627
"PladumEVm013664",13.628,12.851,16.898,13.628
"PladumEVm013665",109.614,96.756,123.139,109.614
"PladumEVm013666",17.565,22.525,30.985,22.525
"PladumEVm013674",14.164,14.606,16.641,14.606
"PladumEVm013698",12.6,14.226,11.274,12.6
"PladumEVm013700",11.281,10.366,11.992,11.281
"PladumEVm013723",40.639,38.274,45.5,40.639
"PladumEVm013748",18.453,5.676,18.372,18.372
"PladumEVm013752",111.396,98.753,124.703,111.396
"PladumEVm013755",18.734,30.409,26.289,26.289
"PladumEVm013772",39.261,38.54,43.069,39.261
"PladumEVm013774",18.152,17.872,17.844,17.872
"PladumEVm013783",14.098,10.855,15.149,14.098
"PladumEVm013807",11.871,10.145,9.832,10.145
"PladumEVm013813",20.719,22.208,23.826,22.208
"PladumEVm013824",18.958,11.595,15.47,15.47
"PladumEVm013833",45.555,38.284,46.537,45.555
"PladumEVm013837",106.38,82.844,108.51,106.38
"PladumEVm013845",19.369,22.914,32.929,22.914
"PladumEVm013850",16.461,12.353,17.091,16.461
"PladumEVm013853",43.654,43.735,48.95,43.735
"PladumEVm013874",19.755,18.422,20.639,19.755
"PladumEVm013887",41.986,41.191,43.339,41.986
"PladumEVm013891",18.814,12.859,17.769,17.769
"PladumEVm013904",12.991,10.164,15.497,12.991
"PladumEVm013930",51.224,55.734,121.539,55.734
"PladumEVm013955",67.895,97.016,101.191,97.016
"PladumEVm013959",175.207,179.057,217.62,179.057
"PladumEVm013961",8.621,11.095,10.783,10.783
"PladumEVm013965",102.625,94.502,120.353,102.625
"PladumEVm013970",21.538,20.421,23.196,21.538
"PladumEVm013971",20.593,16.357,10.402,16.357
"PladumEVm013987",14.397,15.824,19.504,15.824
"PladumEVm014013",15.279,14.8,18.99,15.279
"PladumEVm014020",12.979,10.583,14.192,12.979
"PladumEVm014036",14.155,14.903,15.748,14.903
"PladumEVm014049",17.91,18.248,19.131,18.248
"PladumEVm014054",38.926,58.61,75.555,58.61
"PladumEVm014058",10.458,7.544,14.058,10.458
"PladumEVm014064",46.15,33.604,45.725,45.725
"PladumEVm014067",30.331,26.392,26.168,26.392
"PladumEVm014069",32.571,23.258,31.213,31.213
"PladumEVm014070",17.414,19.315,21.908,19.315
"PladumEVm014080",461.575,511.841,612.193,511.841
"PladumEVm014093",9.794,10.242,10.588,10.242
"PladumEVm014103",18.556,16.965,24.452,18.556
"PladumEVm014113",15.666,19.12,17.432,17.432
"PladumEVm014125",10.956,8.501,13.746,10.956
"PladumEVm014126",17.456,16.498,17,17
"PladumEVm014134",13.723,34.524,35.452,34.524
"PladumEVm014146",1.385,12.331,24.585,12.331
"PladumEVm014149",15.939,21.27,23.011,21.27
"PladumEVm014156",41.256,34.251,35.045,35.045
"PladumEVm014185",11.146,18.945,22.18,18.945
"PladumEVm014186",9.226,11.83,11.024,11.024
"PladumEVm014193",47.112,33.092,42.353,42.353
"PladumEVm014203",12.018,10.143,11.231,11.231
"PladumEVm014221",18.452,24.707,21.634,21.634
"PladumEVm014231",15.949,10.427,10.071,10.427
"PladumEVm014233",18.361,16.884,15.626,16.884
"PladumEVm014251",115.02,84.849,115.454,115.02
"PladumEVm014252",37.289,42.22,43.626,42.22
"PladumEVm014257",13.771,12.718,13.4,13.4
"PladumEVm014266",10.36,9.86,10.244,10.244
"PladumEVm014271",297.543,245.185,256.106,256.106
"PladumEVm014315",14.191,11.107,13.761,13.761
"PladumEVm014318",537.364,918.077,571.748,571.748
"PladumEVm014319",11.48,9.548,10.867,10.867
"PladumEVm014339",11.192,12.007,12.274,12.007
"PladumEVm014349",24.913,12.821,16.52,16.52
"PladumEVm014363",152.914,134.622,157.773,152.914
"PladumEVm014379",14.944,15.938,16.916,15.938
"PladumEVm014432",33.38,32.851,34.735,33.38
"PladumEVm014447",15.269,9.872,15.312,15.269
"PladumEVm014458",11.483,14.32,12.769,12.769
"PladumEVm014496",22.119,27.353,20.675,22.119
"PladumEVm014505",10.082,13.792,14.617,13.792
"PladumEVm014512",23.481,24.696,25.63,24.696
"PladumEVm014536",25.166,10.444,11.201,11.201
"PladumEVm014546",20.41,17.648,24.63,20.41
"PladumEVm014557",47.756,50.85,50.134,50.134
"PladumEVm014585",17.718,16.169,24.616,17.718
"PladumEVm014586",10.443,13.851,14.218,13.851
"PladumEVm014591",10.587,8.208,10.675,10.587
"PladumEVm014599",15.124,8.2,10.036,10.036
"PladumEVm014610",13.713,11.53,12.043,12.043
"PladumEVm014620",11.595,9.953,14.58,11.595
"PladumEVm014623",24.344,31.303,30.605,30.605
"PladumEVm014627",11.031,11.28,10.521,11.031
"PladumEVm014634",11.328,17.742,57.04,17.742
"PladumEVm014637",21.61,22.226,23.755,22.226
"PladumEVm014641",130.325,130.068,154.12,130.325
"PladumEVm014644",13.835,10.814,13.356,13.356
"PladumEVm014668",7.787,11.835,11.197,11.197
"PladumEVm014669",3.115,12.222,13.362,12.222
"PladumEVm014685",956.26,717.192,859.711,859.711
"PladumEVm014698",17.005,15.918,16.565,16.565
"PladumEVm014702",15.513,9.36,10.513,10.513
"PladumEVm014705",9.948,10.229,10.068,10.068
"PladumEVm014707",90.599,75.205,92.926,90.599
"PladumEVm014710",13.114,12.462,14.363,13.114
"PladumEVm014725",17.931,13.375,17.497,17.497
"PladumEVm014729",9.455,10.095,10.126,10.095
"PladumEVm014732",10.616,9.236,11.115,10.616
"PladumEVm014752",26.684,27.056,31.498,27.056
"PladumEVm014769",18.474,17.277,22.607,18.474
"PladumEVm014781",12.987,13.112,12.417,12.987
"PladumEVm014812",43.77,49.11,57.011,49.11
"PladumEVm014813",14.394,13.008,15.68,14.394
"PladumEVm014829",21.515,20.631,17.531,20.631
"PladumEVm014831",18.135,20.534,22.604,20.534
"PladumEVm014846",36.718,28.109,33.758,33.758
"PladumEVm014852",54.541,62.922,51.411,54.541
"PladumEVm014854",62.393,64.094,78.108,64.094
"PladumEVm014856",46.658,43.863,54.581,46.658
"PladumEVm014857",10.271,9.838,10.956,10.271
"PladumEVm014861",23.861,21.193,30.646,23.861
"PladumEVm014865",11.553,11.595,13.433,11.595
"PladumEVm014868",12.017,11.379,11.935,11.935
"PladumEVm014910",10.897,6.246,12.379,10.897
"PladumEVm014934",27.425,15.545,26.624,26.624
"PladumEVm014948",23.614,20.012,19.496,20.012
"PladumEVm014960",18.007,14.562,21.804,18.007
"PladumEVm014961",13.455,15.112,16.413,15.112
"PladumEVm014965",30.457,57.171,58.746,57.171
"PladumEVm014969",28.067,25.1,34.601,28.067
"PladumEVm014973",20.419,14.5,17.616,17.616
"PladumEVm014977",31.45,23.716,54.479,31.45
"PladumEVm014980",21.697,20.02,25.137,21.697
"PladumEVm014981",61.512,45.543,59.347,59.347
"PladumEVm014997",20.019,16.17,21.141,20.019
"PladumEVm015005",45.901,33.292,35.61,35.61
"PladumEVm015013",17.412,13.423,15.918,15.918
"PladumEVm015020",18.073,19.929,17.653,18.073
"PladumEVm015027",10.485,5.628,10.217,10.217
"PladumEVm015045",9.047,10.441,11.479,10.441
"PladumEVm015053",30.476,26.607,31.207,30.476
"PladumEVm015054",11.222,12.148,13.551,12.148
"PladumEVm015056",17.886,20.046,21.246,20.046
"PladumEVm015057",12.013,10.064,6.784,10.064
"PladumEVm015059",21.706,19.847,39.651,21.706
"PladumEVm015061",49.243,23.724,21.714,23.724
"PladumEVm015069",13.714,11.257,13.356,13.356
"PladumEVm015077",138.77,119.544,148.887,138.77
"PladumEVm015080",49.827,38.083,43.258,43.258
"PladumEVm015087",21.509,16.838,17.973,17.973
"PladumEVm015112",23.375,19.142,19.319,19.319
"PladumEVm015137",13.416,12.978,14.419,13.416
