"","DMSO_1dpa_rep1","DMSO_1dpa_rep2","DMSO_1dpa_rep3","median_DMSO_1dpa"
"PladumEVm014264",1.116,1.164,1.88,1.164
"PladumEVm014266",10.36,9.86,10.244,10.244
"PladumEVm014268",1.971,4.115,2.694,2.694
"PladumEVm014269",2.531,2.404,1.818,2.404
"PladumEVm014270",4.883,3.572,3.631,3.631
"PladumEVm014271",297.543,245.185,256.106,256.106
"PladumEVm014272",1.678,2.096,2.468,2.096
"PladumEVm014274",1.242,1.327,1.176,1.242
"PladumEVm014275",1.89,1.855,1.628,1.855
"PladumEVm014279",3.77,2.958,4.117,3.77
"PladumEVm014281",3.914,5.416,4.84,4.84
"PladumEVm014282",0.254,3.516,8.031,3.516
"PladumEVm014283",1.742,1.579,1.649,1.649
"PladumEVm014285",1.523,1.466,1.359,1.466
"PladumEVm014287",8.506,3.559,7.457,7.457
"PladumEVm014288",1.749,1.38,2.707,1.749
"PladumEVm014289",2.58,1.563,2.417,2.417
"PladumEVm014291",1.199,2.359,0.598,1.199
"PladumEVm014292",1.951,1.661,1.465,1.661
"PladumEVm014293",7.776,7.968,7.141,7.776
"PladumEVm014296",3.542,2.053,3.021,3.021
"PladumEVm014307",2.535,1.955,2.598,2.535
"PladumEVm014312",6.003,7.108,4.363,6.003
"PladumEVm014313",6.998,6.98,6.567,6.98
"PladumEVm014315",14.191,11.107,13.761,13.761
"PladumEVm014317",2.637,2.825,1.888,2.637
"PladumEVm014318",537.364,918.077,571.748,571.748
"PladumEVm014319",11.48,9.548,10.867,10.867
"PladumEVm014324",1.116,1.474,1.194,1.194
"PladumEVm014325",5.872,5.422,6.286,5.872
"PladumEVm014326",3.086,1.542,2.628,2.628
"PladumEVm014327",3.278,2.243,2.14,2.243
"PladumEVm014328",3.028,4.137,3.547,3.547
"PladumEVm014329",2.352,0.99,3.024,2.352
"PladumEVm014331",5.353,6.124,7.735,6.124
"PladumEVm014333",2.248,2.093,2.021,2.093
"PladumEVm014334",2.859,3.446,4.412,3.446
"PladumEVm014335",1.94,1.751,2.989,1.94
"PladumEVm014336",7.224,5.518,7.998,7.224
"PladumEVm014337",2.214,2.834,1.282,2.214
"PladumEVm014338",3.966,2.076,4.315,3.966
"PladumEVm014339",11.192,12.007,12.274,12.007
"PladumEVm014340",0.922,2.169,1.748,1.748
"PladumEVm014341",9.202,5.633,7.053,7.053
"PladumEVm014342",1.839,2.327,2.359,2.327
"PladumEVm014343",1.046,0.86,1.802,1.046
"PladumEVm014347",1.173,1.416,1.035,1.173
"PladumEVm014348",0.18,1.222,2.267,1.222
"PladumEVm014349",24.913,12.821,16.52,16.52
"PladumEVm014359",5.723,5.333,6.278,5.723
"PladumEVm014360",5.404,5.338,4.953,5.338
"PladumEVm014361",3.871,3.383,4.064,3.871
"PladumEVm014363",152.914,134.622,157.773,152.914
"PladumEVm014364",3.836,3.346,3.279,3.346
"PladumEVm014365",4.628,2.612,3.644,3.644
"PladumEVm014367",8.772,10.461,7.498,8.772
"PladumEVm014372",1.462,1.91,1.755,1.755
"PladumEVm014374",2.48,3.454,3.197,3.197
"PladumEVm014375",0.119,1.628,4.41,1.628
"PladumEVm014376",3.093,2.717,3.428,3.093
"PladumEVm014377",9.707,5.913,5.014,5.913
"PladumEVm014378",1.137,1.144,1.137,1.137
"PladumEVm014379",14.944,15.938,16.916,15.938
"PladumEVm014380",8.367,6.607,8.453,8.367
"PladumEVm014381",3.516,2.427,3.072,3.072
"PladumEVm014392",6.804,4.654,4.812,4.812
"PladumEVm014394",6.118,9.562,9.399,9.399
"PladumEVm014396",0.172,1.241,1.362,1.241
"PladumEVm014400",3.549,3.14,2.991,3.14
"PladumEVm014401",1.406,1.737,0.993,1.406
"PladumEVm014402",1.226,1.013,1.077,1.077
"PladumEVm014403",1.065,0.809,1.282,1.065
"PladumEVm014404",3.709,2.545,4.348,3.709
"PladumEVm014407",1.565,1.122,0.839,1.122
"PladumEVm014411",1.181,0.479,1.342,1.181
"PladumEVm014418",4.292,4.427,5.576,4.427
"PladumEVm014421",3.868,2.294,3.241,3.241
"PladumEVm014422",0.987,1.198,1.99,1.198
"PladumEVm014423",3.976,2.119,4.259,3.976
"PladumEVm014424",2.505,4.363,4.491,4.363
"PladumEVm014426",3.031,3.143,3.335,3.143
"PladumEVm014429",1.779,1.541,1.186,1.541
"PladumEVm014430",13.563,8.261,8.82,8.82
"PladumEVm014432",33.38,32.851,34.735,33.38
"PladumEVm014433",7.089,3.925,4.203,4.203
"PladumEVm014434",3.826,4.576,4.365,4.365
"PladumEVm014440",3.267,2.005,5.754,3.267
"PladumEVm014441",5.148,4.314,4.255,4.314
"PladumEVm014443",6.317,8.236,8.144,8.144
"PladumEVm014444",3.698,3.64,5.351,3.698
"PladumEVm014447",15.269,9.872,15.312,15.269
"PladumEVm014449",1.687,2.538,3.051,2.538
"PladumEVm014451",1.262,0.703,1.76,1.262
"PladumEVm014453",3.139,4.162,3.383,3.383
"PladumEVm014458",11.483,14.32,12.769,12.769
"PladumEVm014460",1.561,1.007,1.394,1.394
"PladumEVm014461",4.71,4.905,6.738,4.905
"PladumEVm014462",3.032,1.807,3.29,3.032
"PladumEVm014463",1.094,1.207,1.389,1.207
"PladumEVm014464",0.915,4.858,11.512,4.858
"PladumEVm014465",4.34,4.159,3.456,4.159
"PladumEVm014469",2.47,1.074,1.352,1.352
"PladumEVm014471",5.547,3.173,3.065,3.173
"PladumEVm014472",3.2,3.964,3.862,3.862
"PladumEVm014475",1.711,1.199,1.638,1.638
"PladumEVm014482",5.487,3.229,5.018,5.018
"PladumEVm014484",1.448,1.605,1.504,1.504
"PladumEVm014485",2.325,2.052,2.083,2.083
"PladumEVm014490",1.394,1.701,2.373,1.701
"PladumEVm014491",1.785,1.138,1.88,1.785
"PladumEVm014496",22.119,27.353,20.675,22.119
"PladumEVm014499",3.029,2.889,3.299,3.029
"PladumEVm014501",6.434,4.94,5.425,5.425
"PladumEVm014502",1.616,1.036,1.544,1.544
"PladumEVm014503",2.885,1.848,1.132,1.848
"PladumEVm014504",1.327,1.472,1.738,1.472
"PladumEVm014505",10.082,13.792,14.617,13.792
"PladumEVm014507",6.819,4.467,5.443,5.443
"PladumEVm014509",3.018,2.877,2.537,2.877
"PladumEVm014510",8.199,6.58,9.177,8.199
"PladumEVm014512",23.481,24.696,25.63,24.696
"PladumEVm014524",6.073,7.92,7.528,7.528
"PladumEVm014527",9.588,8.51,9.292,9.292
"PladumEVm014528",0.905,1.768,1.828,1.768
"PladumEVm014530",1.65,1.628,1.598,1.628
"PladumEVm014533",1.432,0.87,1.205,1.205
"PladumEVm014534",5.109,5.093,5.503,5.109
"PladumEVm014536",25.166,10.444,11.201,11.201
"PladumEVm014538",2.712,3.522,2.74,2.74
"PladumEVm014539",3.032,2.556,2.87,2.87
"PladumEVm014541",1.29,0.676,1.975,1.29
"PladumEVm014543",3.97,2.931,4.818,3.97
"PladumEVm014545",7.981,5.27,9.283,7.981
"PladumEVm014546",20.41,17.648,24.63,20.41
"PladumEVm014548",7.314,6.658,7.998,7.314
"PladumEVm014551",1.734,0.932,1.658,1.658
"PladumEVm014553",6.436,3.296,5.968,5.968
"PladumEVm014554",4.01,2.948,3.702,3.702
"PladumEVm014555",3.386,2.796,2.643,2.796
"PladumEVm014556",2.316,0.886,1.141,1.141
"PladumEVm014557",47.756,50.85,50.134,50.134
"PladumEVm014559",2.504,2.429,3.075,2.504
"PladumEVm014561",5.396,3.864,5.121,5.121
"PladumEVm014563",7.689,3.849,7.337,7.337
"PladumEVm014565",7.377,5.663,6.184,6.184
"PladumEVm014570",0.167,3.063,4.943,3.063
"PladumEVm014574",3.35,3.351,3.418,3.351
"PladumEVm014575",0.246,2.585,3.672,2.585
"PladumEVm014584",1.9,1.474,1.444,1.474
"PladumEVm014585",17.718,16.169,24.616,17.718
"PladumEVm014586",10.443,13.851,14.218,13.851
"PladumEVm014587",2.244,2.075,3.105,2.244
"PladumEVm014588",6.209,4.291,7.071,6.209
"PladumEVm014590",3.552,2.219,2.399,2.399
"PladumEVm014591",10.587,8.208,10.675,10.587
"PladumEVm014592",6.096,5.312,6.013,6.013
"PladumEVm014593",2.898,1.72,3.849,2.898
"PladumEVm014595",5.993,10.088,7.722,7.722
"PladumEVm014596",2.101,2.438,5.262,2.438
"PladumEVm014597",2.992,2.142,1.64,2.142
"PladumEVm014598",1.981,1.203,1.304,1.304
"PladumEVm014599",15.124,8.2,10.036,10.036
"PladumEVm014602",2.723,1.273,1.7,1.7
"PladumEVm014606",1.589,1.307,1.787,1.589
"PladumEVm014607",1.833,0.949,1.681,1.681
"PladumEVm014610",13.713,11.53,12.043,12.043
"PladumEVm014611",9.372,9.93,11.805,9.93
"PladumEVm014612",8.063,9.71,9.904,9.71
"PladumEVm014613",1.158,1.194,1.044,1.158
"PladumEVm014614",7.455,9.251,8.774,8.774
"PladumEVm014616",5.95,4.503,5.578,5.578
"PladumEVm014618",8.153,5.564,7.23,7.23
"PladumEVm014619",1.749,3.766,4.369,3.766
"PladumEVm014620",11.595,9.953,14.58,11.595
"PladumEVm014621",1.214,1.164,2.329,1.214
"PladumEVm014623",24.344,31.303,30.605,30.605
"PladumEVm014627",11.031,11.28,10.521,11.031
"PladumEVm014629",4.009,2.916,3.946,3.946
"PladumEVm014630",2.846,2.164,2.084,2.164
"PladumEVm014631",2.416,2.123,1.132,2.123
"PladumEVm014633",3.627,3.329,2.942,3.329
"PladumEVm014634",11.328,17.742,57.04,17.742
"PladumEVm014635",1.283,1.704,2.517,1.704
"PladumEVm014636",2.932,6.65,2.905,2.932
"PladumEVm014637",21.61,22.226,23.755,22.226
"PladumEVm014641",130.325,130.068,154.12,130.325
"PladumEVm014642",1.317,1.163,1.264,1.264
"PladumEVm014644",13.835,10.814,13.356,13.356
"PladumEVm014646",2.123,1.662,2.65,2.123
"PladumEVm014647",2.049,2.056,2.559,2.056
"PladumEVm014649",2.193,2.037,2.723,2.193
"PladumEVm014650",0.102,2.185,3.021,2.185
"PladumEVm014654",4.286,6.728,5.087,5.087
"PladumEVm014655",1.836,1.489,1.502,1.502
"PladumEVm014656",4.139,2.613,3.22,3.22
"PladumEVm014657",1.568,1.056,1.375,1.375
"PladumEVm014660",6.42,6.03,6.829,6.42
"PladumEVm014665",2.157,1.166,1.781,1.781
"PladumEVm014668",7.787,11.835,11.197,11.197
"PladumEVm014669",3.115,12.222,13.362,12.222
"PladumEVm014670",2.748,2.486,3.521,2.748
"PladumEVm014680",0.061,1.127,2.116,1.127
"PladumEVm014681",1.732,1.656,2.317,1.732
"PladumEVm014682",2.037,2.059,2.792,2.059
"PladumEVm014683",1.221,1.876,2.988,1.876
"PladumEVm014685",956.26,717.192,859.711,859.711
"PladumEVm014686",8.029,7.499,12.404,8.029
"PladumEVm014688",4.6,3.503,3.738,3.738
"PladumEVm014690",2.9,2.845,2.368,2.845
"PladumEVm014691",2.007,1.621,2.199,2.007
"PladumEVm014694",1.837,1.303,1.639,1.639
"PladumEVm014695",1.119,1.11,1.617,1.119
"PladumEVm014697",2.731,2.393,3.415,2.731
"PladumEVm014698",17.005,15.918,16.565,16.565
"PladumEVm014699",6.44,5.258,5.548,5.548
"PladumEVm014700",3.72,2.98,2.955,2.98
"PladumEVm014701",1.799,2.242,2.172,2.172
"PladumEVm014702",15.513,9.36,10.513,10.513
"PladumEVm014704",6.17,8.304,6.596,6.596
"PladumEVm014705",9.948,10.229,10.068,10.068
"PladumEVm014707",90.599,75.205,92.926,90.599
"PladumEVm014709",3.614,3.943,3.13,3.614
"PladumEVm014710",13.114,12.462,14.363,13.114
"PladumEVm014711",2.317,3.832,2.935,2.935
"PladumEVm014712",2.607,2.894,2.609,2.609
"PladumEVm014713",2.594,1.96,2.848,2.594
"PladumEVm014716",2.685,4.325,3.739,3.739
"PladumEVm014717",2.319,2.223,1.695,2.223
"PladumEVm014719",7.701,6.261,11.252,7.701
"PladumEVm014724",7.796,5.076,6.376,6.376
"PladumEVm014725",17.931,13.375,17.497,17.497
"PladumEVm014728",3.729,2.97,3.441,3.441
"PladumEVm014729",9.455,10.095,10.126,10.095
"PladumEVm014732",10.616,9.236,11.115,10.616
"PladumEVm014737",1.446,1.455,1.427,1.446
"PladumEVm014741",0.253,2.538,5.09,2.538
"PladumEVm014743",0.762,1.059,1.251,1.059
"PladumEVm014744",3.652,1.592,2.601,2.601
"PladumEVm014746",2.616,2.234,1.885,2.234
"PladumEVm014750",4.09,3.337,3.768,3.768
"PladumEVm014752",26.684,27.056,31.498,27.056
"PladumEVm014753",13.218,4.938,6.51,6.51
"PladumEVm014756",1.518,2.457,2.238,2.238
"PladumEVm014758",4.582,6.279,6.611,6.279
"PladumEVm014761",6.502,5.59,6.299,6.299
"PladumEVm014762",0.978,1.244,1.181,1.181
"PladumEVm014765",4.899,2.516,4.372,4.372
"PladumEVm014766",12.148,7.898,8.896,8.896
"PladumEVm014768",4.97,5.127,4.069,4.97
"PladumEVm014769",18.474,17.277,22.607,18.474
"PladumEVm014770",4.943,6.952,8.973,6.952
"PladumEVm014772",3.348,2.218,2.608,2.608
"PladumEVm014774",7.659,6.317,8.151,7.659
"PladumEVm014775",5.669,2.735,1.767,2.735
"PladumEVm014776",1.081,1.432,1.852,1.432
"PladumEVm014781",12.987,13.112,12.417,12.987
"PladumEVm014783",0,1.26,1.568,1.26
"PladumEVm014788",0.941,1.128,1.751,1.128
"PladumEVm014799",1.182,0.949,1.178,1.178
"PladumEVm014803",6.7,6.828,7.961,6.828
"PladumEVm014804",4.567,3.854,5.272,4.567
"PladumEVm014805",2.855,2.682,3.722,2.855
"PladumEVm014806",2.437,0.96,1.304,1.304
"PladumEVm014810",1.27,1.115,1.351,1.27
"PladumEVm014811",1.989,1.282,1.617,1.617
"PladumEVm014812",43.77,49.11,57.011,49.11
"PladumEVm014813",14.394,13.008,15.68,14.394
"PladumEVm014818",3.468,4.005,3.926,3.926
"PladumEVm014819",6.594,6.238,6.342,6.342
"PladumEVm014820",8.827,7.098,9.899,8.827
"PladumEVm014822",2.541,2.362,2.084,2.362
"PladumEVm014824",1.902,0.846,1.812,1.812
"PladumEVm014825",2.359,1.729,2.253,2.253
"PladumEVm014828",1.998,1.223,1.286,1.286
"PladumEVm014829",21.515,20.631,17.531,20.631
"PladumEVm014831",18.135,20.534,22.604,20.534
"PladumEVm014836",1.324,4.014,4.118,4.014
"PladumEVm014837",4.305,3.925,4.685,4.305
"PladumEVm014838",0.162,1.114,1.054,1.054
"PladumEVm014841",7.191,5.549,6.955,6.955
"PladumEVm014842",4.214,5.001,5.491,5.001
"PladumEVm014846",36.718,28.109,33.758,33.758
"PladumEVm014850",1.24,1.161,1.437,1.24
"PladumEVm014851",1.461,0.348,1.308,1.308
"PladumEVm014852",54.541,62.922,51.411,54.541
"PladumEVm014853",0.235,3.573,8.609,3.573
"PladumEVm014854",62.393,64.094,78.108,64.094
"PladumEVm014855",1.213,1.119,1.305,1.213
"PladumEVm014856",46.658,43.863,54.581,46.658
"PladumEVm014857",10.271,9.838,10.956,10.271
"PladumEVm014861",23.861,21.193,30.646,23.861
"PladumEVm014865",11.553,11.595,13.433,11.595
"PladumEVm014866",9.98,8.99,8.773,8.99
"PladumEVm014867",6.596,6.94,7.653,6.94
"PladumEVm014868",12.017,11.379,11.935,11.935
"PladumEVm014870",6.99,3.803,7.913,6.99
"PladumEVm014872",2.261,1.502,2.291,2.261
"PladumEVm014874",3.936,2.296,2.228,2.296
"PladumEVm014875",1.619,1.968,3.131,1.968
"PladumEVm014877",1.926,2.562,2.3,2.3
"PladumEVm014880",1.927,2.201,1.3,1.927
"PladumEVm014881",3.891,2.875,1.869,2.875
"PladumEVm014882",7.282,3.987,2.071,3.987
"PladumEVm014883",2.226,1.528,2.695,2.226
"PladumEVm014886",7.176,8.463,6.861,7.176
"PladumEVm014887",5.584,5.423,5.842,5.584
"PladumEVm014888",2.434,2.243,2.772,2.434
"PladumEVm014893",0.64,1.484,1.166,1.166
"PladumEVm014897",5.389,2.236,2.261,2.261
"PladumEVm014898",6.74,3.712,6.62,6.62
"PladumEVm014899",2.638,1.099,1.927,1.927
"PladumEVm014901",3.505,1.758,2.866,2.866
"PladumEVm014902",9.01,9.223,11.485,9.223
"PladumEVm014906",1.095,0.531,1.002,1.002
"PladumEVm014907",3.622,6.047,5.546,5.546
"PladumEVm014908",0.724,1.259,1.385,1.259
"PladumEVm014910",10.897,6.246,12.379,10.897
"PladumEVm014916",0.317,6.541,3.839,3.839
"PladumEVm014925",1.146,1.728,1.253,1.253
"PladumEVm014928",6.141,5.233,6.226,6.141
"PladumEVm014929",4.036,3.797,4.412,4.036
"PladumEVm014934",27.425,15.545,26.624,26.624
"PladumEVm014940",2.771,2.235,2.836,2.771
"PladumEVm014948",23.614,20.012,19.496,20.012
"PladumEVm014950",1.005,0.79,1.731,1.005
"PladumEVm014954",1.172,0.959,1.001,1.001
"PladumEVm014955",1.848,1.572,1.305,1.572
"PladumEVm014957",8.596,8.258,8.059,8.258
"PladumEVm014958",4.376,4.49,6.427,4.49
"PladumEVm014960",18.007,14.562,21.804,18.007
"PladumEVm014961",13.455,15.112,16.413,15.112
"PladumEVm014962",0.536,1.617,1.481,1.481
"PladumEVm014964",2.527,1.698,2.113,2.113
"PladumEVm014965",30.457,57.171,58.746,57.171
"PladumEVm014967",0.593,1.545,1.224,1.224
"PladumEVm014969",28.067,25.1,34.601,28.067
"PladumEVm014970",4.742,4.953,4.403,4.742
"PladumEVm014973",20.419,14.5,17.616,17.616
"PladumEVm014974",5.411,4.674,3.807,4.674
"PladumEVm014977",31.45,23.716,54.479,31.45
"PladumEVm014978",4.899,3.889,4.82,4.82
"PladumEVm014980",21.697,20.02,25.137,21.697
"PladumEVm014981",61.512,45.543,59.347,59.347
"PladumEVm014987",1.247,1.224,1.111,1.224
"PladumEVm014988",1.368,1.601,1.521,1.521
"PladumEVm014992",17.891,5.055,2.501,5.055
"PladumEVm014996",1.509,2.182,1.586,1.586
"PladumEVm014997",20.019,16.17,21.141,20.019
"PladumEVm014999",5.53,3.157,5.926,5.53
"PladumEVm015001",3.354,3.214,3.146,3.214
"PladumEVm015003",2.252,1.958,2.157,2.157
"PladumEVm015005",45.901,33.292,35.61,35.61
"PladumEVm015013",17.412,13.423,15.918,15.918
"PladumEVm015014",6.308,3.935,5.256,5.256
"PladumEVm015015",1.244,0.928,1.176,1.176
"PladumEVm015018",6.061,4.603,7.098,6.061
"PladumEVm015019",1.613,1.333,2.126,1.613
"PladumEVm015020",18.073,19.929,17.653,18.073
"PladumEVm015022",7.159,7.542,9.156,7.542
"PladumEVm015025",2.628,1.764,1.915,1.915
"PladumEVm015026",0.078,1.244,3.354,1.244
"PladumEVm015027",10.485,5.628,10.217,10.217
"PladumEVm015028",2.197,1.429,2.758,2.197
"PladumEVm015032",1.566,1.024,1.542,1.542
"PladumEVm015036",4.736,5.245,4.11,4.736
"PladumEVm015038",1.286,1.76,1.434,1.434
"PladumEVm015040",4.626,4.972,3.98,4.626
"PladumEVm015041",2.509,4.841,4.521,4.521
"PladumEVm015042",2.725,2.847,2.958,2.847
"PladumEVm015044",1.216,1.131,1.471,1.216
"PladumEVm015045",9.047,10.441,11.479,10.441
"PladumEVm015047",5.458,4.943,5.289,5.289
"PladumEVm015053",30.476,26.607,31.207,30.476
"PladumEVm015054",11.222,12.148,13.551,12.148
"PladumEVm015055",1.286,1.567,1.875,1.567
"PladumEVm015056",17.886,20.046,21.246,20.046
"PladumEVm015057",12.013,10.064,6.784,10.064
"PladumEVm015059",21.706,19.847,39.651,21.706
"PladumEVm015061",49.243,23.724,21.714,23.724
"PladumEVm015062",9.151,9.942,8.911,9.151
"PladumEVm015064",0.521,7.759,11.171,7.759
"PladumEVm015069",13.714,11.257,13.356,13.356
"PladumEVm015075",6.758,5.461,6.16,6.16
"PladumEVm015076",4.605,3.083,3.527,3.527
"PladumEVm015077",138.77,119.544,148.887,138.77
"PladumEVm015078",8.057,5.369,6.883,6.883
"PladumEVm015079",5.888,3.714,6.009,5.888
"PladumEVm015080",49.827,38.083,43.258,43.258
"PladumEVm015081",2.073,1.739,1.88,1.88
"PladumEVm015082",6.378,6.19,6.214,6.214
"PladumEVm015083",8.436,6.238,7.92,7.92
"PladumEVm015084",10.766,8.496,9.041,9.041
"PladumEVm015087",21.509,16.838,17.973,17.973
"PladumEVm015088",1.676,2.557,2.202,2.202
"PladumEVm015089",7.088,4.615,8.268,7.088
"PladumEVm015090",2.517,6.029,6.843,6.029
"PladumEVm015091",2.006,1.204,2.548,2.006
"PladumEVm015092",4.856,3.902,5.715,4.856
"PladumEVm015094",9.136,7.412,17.025,9.136
"PladumEVm015099",5.74,4.304,5.402,5.402
"PladumEVm015105",2.577,1.035,1.886,1.886
"PladumEVm015112",23.375,19.142,19.319,19.319
"PladumEVm015117",9.827,7.588,8.996,8.996
"PladumEVm015118",1.547,1.38,1.156,1.38
"PladumEVm015121",5.058,4.721,6.044,5.058
"PladumEVm015123",2.492,2.512,3,2.512
"PladumEVm015126",1.753,1.541,1.889,1.753
"PladumEVm015127",6.329,3.947,4.014,4.014
"PladumEVm015131",1.073,0.533,1.609,1.073
"PladumEVm015133",7.491,8.303,7.476,7.491
"PladumEVm015137",13.416,12.978,14.419,13.416
"PladumEVm015138",3.76,1.696,2.41,2.41
"PladumEVm015143",0.412,1.944,2.352,1.944
"PladumEVm015144",2.948,1.81,1.777,1.81
"PladumEVm015145",1.614,1.297,1.352,1.352
"PladumEVm015146",13.3,10.348,13.13,13.13
"PladumEVm015147",7.18,5.22,5.865,5.865
"PladumEVm015148",16.58,13.509,16.674,16.58
"PladumEVm015150",22.497,17.15,23.738,22.497
"PladumEVm015153",2.173,1.667,2.766,2.173
"PladumEVm015161",4.274,3.815,5.326,4.274
"PladumEVm015167",1.185,0.65,1.009,1.009
"PladumEVm015169",1.162,1.791,1.032,1.162
"PladumEVm015171",15.988,12.362,12.295,12.362
"PladumEVm015172",5.473,4.532,6.636,5.473
"PladumEVm015173",2.803,3.58,4.486,3.58
"PladumEVm015175",2.868,5.064,3.492,3.492
"PladumEVm015176",1.024,1.033,0.743,1.024
"PladumEVm015177",3.097,2.428,3.311,3.097
"PladumEVm015178",3.189,2.553,3.555,3.189
"PladumEVm015179",2.288,2.897,2.092,2.288
"PladumEVm015182",38.034,46.686,45.76,45.76
"PladumEVm015183",1.159,0.82,1.125,1.125
"PladumEVm015186",12.931,11.183,12.955,12.931
"PladumEVm015187",3.718,2.825,2.337,2.825
"PladumEVm015188",6.381,3.805,3.595,3.805
"PladumEVm015189",2.305,2.655,4.193,2.655
"PladumEVm015191",2.603,1.705,2.878,2.603
"PladumEVm015192",2.05,0.84,1.079,1.079
"PladumEVm015197",14.245,20.074,16.621,16.621
"PladumEVm015198",16.861,11.875,17.682,16.861
"PladumEVm015205",4.133,2.786,3.503,3.503
"PladumEVm015207",2.974,4.202,4.14,4.14
"PladumEVm015208",5.562,4.662,4.718,4.718
"PladumEVm015209",2.519,2.415,1.579,2.415
"PladumEVm015211",6.333,6.118,7.717,6.333
"PladumEVm015212",140.155,111.506,145.706,140.155
"PladumEVm015215",3.308,0.588,2.066,2.066
"PladumEVm015220",5.744,4.754,5.979,5.744
"PladumEVm015222",7.217,8.464,8.174,8.174
"PladumEVm015223",2.901,3.406,3.594,3.406
"PladumEVm015226",2.768,1.695,3.038,2.768
"PladumEVm015227",9.342,13.188,15.051,13.188
"PladumEVm015230",5.312,6.811,7.138,6.811
"PladumEVm015232",1.97,2.675,2.209,2.209
"PladumEVm015238",49.017,37.979,57.356,49.017
"PladumEVm015239",6.216,4.173,3.828,4.173
"PladumEVm015240",10.758,9.746,9.94,9.94
"PladumEVm015241",2.66,3.574,3.48,3.48
"PladumEVm015243",3.723,3.015,2.852,3.015
"PladumEVm015244",23.449,19.613,17.368,19.613
"PladumEVm015246",1.525,1.343,1.383,1.383
"PladumEVm015247",2.948,2.73,3.109,2.948
"PladumEVm015250",26.688,33.5,35.547,33.5
"PladumEVm015251",11.385,9.374,11.309,11.309
"PladumEVm015253",2.459,1.68,3.475,2.459
"PladumEVm015254",4.407,4.342,4.638,4.407
"PladumEVm015255",0.113,1.059,1.075,1.059
"PladumEVm015256",6.942,6.473,8.289,6.942
"PladumEVm015258",70.198,51.559,59.306,59.306
"PladumEVm015259",1.112,0.769,1.648,1.112
"PladumEVm015262",2.031,2.57,1.996,2.031
"PladumEVm015263",1.565,1.019,1.081,1.081
"PladumEVm015265",0.969,1.782,2.413,1.782
"PladumEVm015266",2.693,1.756,2.142,2.142
"PladumEVm015267",2.621,2.116,2.294,2.294
"PladumEVm015268",2.023,18.807,37.782,18.807
"PladumEVm015269",2.132,1.521,1.818,1.818
"PladumEVm015271",1.695,1.352,0.828,1.352
"PladumEVm015272",16.223,16.582,16.957,16.582
"PladumEVm015273",3.542,2.066,2.011,2.066
"PladumEVm015274",1.855,2.124,3.237,2.124
"PladumEVm015285",2.133,1.014,1.216,1.216
"PladumEVm015286",1.934,2.165,2.002,2.002
"PladumEVm015287",5.768,10.242,10.196,10.196
"PladumEVm015290",3.187,4.414,4.319,4.319
"PladumEVm015292",1.612,1.349,1.758,1.612
"PladumEVm015299",3.255,5.566,6.891,5.566
"PladumEVm015301",1.478,0.977,1.83,1.478
"PladumEVm015303",2.635,1.794,2.392,2.392
"PladumEVm015306",15.755,13.652,17.023,15.755
"PladumEVm015308",1.288,1.094,1.545,1.288
"PladumEVm015309",2.161,1.388,1.855,1.855
"PladumEVm015310",3.728,4.395,2.715,3.728
"PladumEVm015311",3.023,1.414,1.959,1.959
"PladumEVm015312",2.293,2.968,2.331,2.331
"PladumEVm015314",5.498,3.54,6.273,5.498
"PladumEVm015321",43.622,42.892,55.902,43.622
"PladumEVm015322",4.935,4.25,4.004,4.25
"PladumEVm015326",1.373,1.173,1.134,1.173
"PladumEVm015332",59.495,66.386,76.82,66.386
"PladumEVm015333",11.905,10.293,9.973,10.293
"PladumEVm015335",7.614,8.544,9.021,8.544
"PladumEVm015336",7.014,5.642,6.634,6.634
"PladumEVm015337",11.353,11.787,11.208,11.353
"PladumEVm015338",1.808,2.276,2.022,2.022
"PladumEVm015340",39.504,39.039,36.405,39.039
"PladumEVm015341",2.979,6.138,3.539,3.539
"PladumEVm015345",1.358,1.143,2.543,1.358
"PladumEVm015347",6.078,7.714,8.981,7.714
"PladumEVm015348",10.078,9.292,10.79,10.078
"PladumEVm015350",3.939,4.37,3.48,3.939
"PladumEVm015354",7.188,8.044,6.574,7.188
"PladumEVm015359",2.102,2.033,1.067,2.033
"PladumEVm015362",0.084,1.637,3.711,1.637
"PladumEVm015365",26.637,18.669,19.289,19.289
"PladumEVm015367",0.069,1.059,3.386,1.059
"PladumEVm015374",6.685,5.85,7.031,6.685
"PladumEVm015376",0.159,3.161,3.168,3.161
"PladumEVm015377",5.421,3.048,3.739,3.739
"PladumEVm015379",0.545,1.422,1.665,1.422
"PladumEVm015380",68.973,57.668,64.688,64.688
"PladumEVm015381",21.172,2.694,7.391,7.391
"PladumEVm015383",14.602,15.219,23.805,15.219
"PladumEVm015384",3.714,3.05,3.367,3.367
"PladumEVm015386",1.843,1.111,0.571,1.111
"PladumEVm015389",1.319,1.264,1.519,1.319
"PladumEVm015390",0,1.26,1.435,1.26
"PladumEVm015391",3.854,3.495,4.231,3.854
"PladumEVm015392",3.401,3.395,3.521,3.401
"PladumEVm015395",7.855,8.152,10.169,8.152
"PladumEVm015396",3.514,2.053,2.429,2.429
"PladumEVm015414",28.017,24.662,24.393,24.662
"PladumEVm015419",8.665,6.894,6.559,6.894
"PladumEVm015420",4.364,4.075,5.499,4.364
"PladumEVm015421",5.105,4.086,5.367,5.105
