up_regulated_genes	down_regulated_genes	Gene_with_mouse_annotation	Cluster_0	Cluster_1	Cluster_2	Cluster_3	Cluster_4	Cluster_5	Cluster_6	Cluster_7	Cluster_8	Cluster_9	Cluster_10	Cluster_11
486	529	40.7881773399015	38.423645320197	12.6108374384236	9.16256157635468	8.47290640394089	2.85714285714286	4.13793103448276	6.30541871921182	2.85714285714286	6.99507389162562	4.82758620689655	2.66009852216749	0.689655172413793
